ID,gene,dbeta,feature
cg14222245,A1BG,0.08916,Body
cg03529595,A2BP1,-0.487126,5'UTR
cg00336946,A2LD1,-0.339044,TSS1500
cg12058490,A2M,0.143025,1stExon
cg13863204,A2ML1,0.334115,1stExon
cg07393322,A4GALT,-0.02227,TSS1500
cg09866565,A4GNT,0.152935,Body
cg03538079,AAA1,-0.095273,TSS1500
cg02812487,AACS,-0.181153,Body
cg21473545,AACSL,-0.225812,TSS200
cg15092772,AADACL3,-0.288985,Body
cg09639094,AADAT,0.014682,Body
cg20940607,AAGAB,0.0045,1stExon
cg11423556,AAK1,0.31979,Body
cg14699839,AANAT,-0.155153,5'UTR
cg08750807,AARS,0.155657,3'UTR
cg10131297,AARS2,0.18427,3'UTR
cg00016255,AARSD1,-0.037515,TSS1500
cg02453779,AASDHPPT,-0.004607,1stExon
cg04893558,AASS,0.022573,5'UTR
cg00591333,AATK,0.23829,Body
cg00231389,ABAT,0.298694,5'UTR
cg14019050,ABCA1,0.380878,TSS1500
cg14019757,ABCA10,-0.049682,5'UTR
cg19237530,ABCA13,-0.241503,3'UTR
cg04119462,ABCA17P,0.340769,Body
cg13845858,ABCA2,0.317887,Body
cg07701514,ABCA3,0.210944,Body
cg01922613,ABCA4,0.191981,Body
cg24971957,ABCA5,0.013313,5'UTR
cg02253236,ABCA7,0.208807,Body
cg21660392,ABCA8,-0.143538,5'UTR
cg01517431,ABCA9,-0.105049,TSS1500
cg00862116,ABCB1,0.022758,5'UTR
cg00355656,ABCB10,0.108817,Body
cg04996195,ABCB4,0.129252,TSS1500
cg20966504,ABCB5,0.222553,TSS1500
cg02776283,ABCB6,0.180061,3'UTR
cg23719549,ABCB8,0.008583,Body
cg04772575,ABCB9,0.165602,Body
cg01332683,ABCC1,0.270326,Body
cg04388863,ABCC11,-0.32275,TSS1500
cg09648454,ABCC12,0.300039,Body
cg11429658,ABCC13,-0.285005,Body
cg09448875,ABCC2,-0.19293,TSS200
cg14592673,ABCC3,-0.199179,3'UTR
cg05228196,ABCC4,-0.326244,Body
cg13792075,ABCC5,0.02877,TSS200
cg10024478,ABCC6,-0.174887,3'UTR
cg13185308,ABCC8,0.212708,TSS1500
cg11237362,ABCD3,-0.317486,Body
cg05878073,ABCD4,0.131129,Body
cg25632840,ABCF1,0.282831,Body
cg13080927,ABCF2,-0.281419,3'UTR
cg27220130,ABCF3,0.007934,TSS200
cg27243685,ABCG1,0.283987,Body
cg24207176,ABCG2,0.020786,1stExon
cg06622994,ABCG4,-0.332132,3'UTR
cg00009421,ABCG5,-0.175745,Body
cg22207732,ABCG8,-0.242714,TSS1500
cg23795429,ABHD11,-0.114116,Body
cg24007254,ABHD12,0.188932,3'UTR
cg21052932,ABHD12B,-0.284337,5'UTR
cg16258721,ABHD13,0.017047,5'UTR
cg23527366,ABHD14A,0.311255,Body
cg19602773,ABHD14B,0.035966,Body
cg00574412,ABHD15,-0.124957,Body
cg10173620,ABHD2,-0.314649,5'UTR
cg05766064,ABHD3,0.138581,Body
cg02059996,ABHD5,0.013793,TSS200
cg16569813,ABHD6,0.135891,5'UTR
cg12247222,ABHD8,0.410426,3'UTR
cg20151668,ABI1,0.003336,TSS200
cg24747427,ABI2,0.16831,3'UTR
cg05716556,ABI3,0.205718,TSS200
cg14969542,ABI3BP,0.247885,Body
cg13670057,ABL1,0.253351,Body
cg03471346,ABL2,0.247076,Body
cg00950497,ABLIM1,0.232899,Body
cg17972100,ABLIM2,-0.338317,Body
cg12302647,ABLIM3,-0.188606,Body
cg24267699,ABO,0.202909,TSS1500
cg13603551,ABP1,-0.338003,TSS200
cg05600126,ABR,0.359138,Body
cg17049320,ABRA,-0.136452,TSS1500
cg06728252,ABT1,0.156166,Body
cg17644827,ABTB1,0.018372,1stExon
cg03360728,ABTB2,0.28795,Body
cg17696234,ACAA1,0.059332,Body
cg06135495,ACAA2,0.270048,Body
cg17939040,ACACA,-0.360014,Body
cg15996769,ACACB,0.021864,Body
cg25200151,ACAD10,-0.190566,5'UTR
cg01692842,ACAD8,0.149748,Body
cg04529066,ACADL,0.123824,5'UTR
cg22875332,ACADM,0.060544,TSS1500
cg21721566,ACADS,0.222896,TSS1500
cg18474502,ACADSB,-0.08657,Body
cg17355042,ACADVL,0.224475,3'UTR
cg07884251,ACAN,-0.353868,Body
cg13295242,ACAP1,0.029167,TSS200
cg26111327,ACAP2,-0.260363,TSS1500
cg03003335,ACAP3,0.175662,Body
cg05903298,ACAT1,0.008014,TSS200
cg23500094,ACAT2,-0.002244,TSS200
cg27395066,ACBD4,0.159321,3'UTR
cg00507135,ACBD5,-0.271477,Body
cg02317321,ACBD7,0.012743,TSS1500
cg24613080,ACCN1,0.495892,TSS1500
cg16615454,ACCN2,0.152481,Body
cg01650776,ACCN3,0.125158,Body
cg26142972,ACCN4,0.264453,3'UTR
cg15736994,ACCN5,-0.29766,Body
cg18265608,ACCS,0.24191,TSS1500
cg08403064,ACCSL,-0.265694,TSS1500
cg02131967,ACE,0.020136,TSS1500
cg25221254,ACER1,-0.175159,1stExon
cg14628274,ACER2,0.139724,Body
cg23595413,ACER3,0.031067,Body
cg04156293,ACHE,0.172993,Body
cg16502747,ACIN1,0.220354,Body
cg12641024,ACLY,-0.081144,5'UTR
cg26890182,ACMSD,0.238453,Body
cg10548492,ACN9,0.058877,1stExon
cg13567378,ACO1,-0.108493,5'UTR
cg08172947,ACO2,-0.11763,Body
cg10266490,ACOT11,0.23441,TSS200
cg16381688,ACOT13,-0.154333,TSS1500
cg16170708,ACOT7,0.281712,Body
cg08101264,ACOT8,0.152513,TSS1500
cg26205890,ACOX1,-0.269091,Body
cg22012981,ACOX2,0.152374,5'UTR
cg25398112,ACOX3,-0.265335,5'UTR
cg09756855,ACOXL,-0.268721,5'UTR
cg18843836,ACP2,-0.050224,3'UTR
cg07967308,ACP5,-0.019984,5'UTR
cg27244432,ACP6,0.010093,5'UTR
cg01335127,ACPL2,-0.197489,5'UTR
cg19541865,ACPP,-0.146158,TSS1500
cg15782391,ACPT,-0.257258,TSS1500
cg26034629,ACR,-0.181808,TSS1500
cg12216208,ACRBP,0.188556,Body
cg09588284,ACRV1,-0.122172,TSS1500
cg10633664,ACSBG1,-0.162038,Body
cg12649208,ACSF2,0.195336,Body
cg01427313,ACSF3,0.226875,Body
cg08823975,ACSL1,-0.211139,Body
cg25947773,ACSL3,-0.129817,5'UTR
cg16920551,ACSL5,0.157322,5'UTR
cg02257405,ACSL6,0.172209,Body
cg21343895,ACSM4,-0.106076,TSS1500
cg10938486,ACSM5,0.040179,TSS200
cg01116137,ACSS1,0.351369,Body
cg22216302,ACSS2,-0.171105,Body
