estimator_name,gene_0,gene_1,gene_2,gene_3,accuracy,recall,specificity,precision,f1_score,AUC,MCC,fbeta2_score
SVM,CLDN17,FOXI2,KY,TRDN,0.975609756097561,0.975609756097561,0.9756097560975612,0.9756068524970963,0.9755792818972365,0.9961927424152291,0.9512761239810615,0.9755906032789626
SVM,NPR3,FOXI2,KY,TRDN,0.975609756097561,0.975609756097561,0.9756097560975612,0.9756068524970963,0.9755792818972365,0.996252230814991,0.9512761239810615,0.9755906032789626
SVM,SLC4A11,FOXI2,KY,TRDN,0.9878048780487806,0.975609756097561,1.0,1.0,0.9876234567901234,0.9965496728138014,0.9759553850074001,0.9803728387906887
SVM,SLC18A3,VSTM2B,WDR8,ZNF132,0.9865853658536586,0.9731707317073169,1.0,1.0,0.9863271604938273,0.9982153480071385,0.9736560164199867,0.9783734183328503
SVM,SLC18A3,VSTM2B,WDR8,ZNF334,0.975609756097561,0.975609756097561,0.9756097560975612,0.9756010452961672,0.975518333496588,0.9963712076145151,0.9513893475529407,0.9755522976417657
SVM,UNC5C,VSTM2B,WDR8,ZNF132,0.9926829268292684,0.9853658536585366,1.0,1.0,0.9925925925925926,0.9978584176085665,0.98554004376912,0.9882352941176471
SVM,UNC5C,VSTM2B,WDR8,ZNF334,0.9926829268292684,0.9853658536585366,1.0,1.0,0.9925925925925926,0.9982153480071385,0.98554004376912,0.9882352941176471
SVM,KRTAP24-1,NPR3,SHISA2,ZNF793,0.9878048780487806,0.975609756097561,1.0,1.0,0.9876234567901234,0.9925044616299822,0.9759553850074001,0.9803728387906887
SVM,KRTAP24-1,UNC5C,SHISA2,ZNF793,0.9829268292682928,0.9658536585365856,1.0,1.0,0.9825296921393967,0.9932183224271267,0.9665880541484453,0.9724328242734444
SVM,PIGB,NPR3,SHISA2,ZNF793,0.9817073170731708,0.9634146341463413,1.0,1.0,0.9812951242381622,0.9910767400356931,0.9641780614432987,0.9704720399597189
SVM,PIGB,UNC5C,SHISA2,ZNF793,0.9878048780487806,0.975609756097561,1.0,1.0,0.9876234567901234,0.9917906008328377,0.9759553850074001,0.9803728387906887
