selection_model,train_model,features,fpr,tpr,threshold
DecisionTree,DecisionTree,3,"[0.0, 0.16666666666666666, 0.20833333333333334, 0.20833333333333334, 0.2916666666666667, 1.0]","[0.0, 0.7916666666666666, 0.7916666666666666, 0.8333333333333334, 0.8333333333333334, 1.0]",[       inf 1.         0.75       0.66666667 0.4        0.        ]
DecisionTree,XGBoost,4,"[0.0, 0.20833333333333334, 0.25, 0.25, 1.0]","[0.0, 0.8333333333333334, 0.875, 0.9166666666666666, 1.0]",[       inf 0.5484024  0.5104648  0.48542735 0.46129483]
DecisionTree,RandomForest,4,"[0.0, 0.08333333333333333, 0.08333333333333333, 0.16666666666666666, 0.16666666666666666, 0.25, 0.25, 0.4583333333333333, 0.5833333333333334, 1.0]","[0.0, 0.5833333333333334, 0.7083333333333334, 0.7083333333333334, 0.8333333333333334, 0.8333333333333334, 0.9166666666666666, 0.9166666666666666, 0.9166666666666666, 1.0]",[  inf 1.    0.925 0.82  0.7   0.65  0.3   0.1   0.025 0.   ]
DecisionTree,SVM,4,"[0.0, 0.0, 0.0, 0.041666666666666664, 0.041666666666666664, 0.125, 0.125, 0.3333333333333333, 0.3333333333333333, 0.7083333333333334, 0.7083333333333334, 1.0]","[0.0, 0.041666666666666664, 0.4583333333333333, 0.4583333333333333, 0.5, 0.5, 0.875, 0.875, 0.9166666666666666, 0.9166666666666666, 1.0, 1.0]","[       inf 0.96718859 0.93115706 0.93028088 0.92433177 0.89814158
 0.64190809 0.18805127 0.18635559 0.13778478 0.10364166 0.02865797]"
DecisionTree,DecisionTree,4,"[0.0, 0.16666666666666666, 0.25, 0.25, 0.3333333333333333, 1.0]","[0.0, 0.7083333333333334, 0.75, 0.875, 0.875, 1.0]",[       inf 1.         0.75       0.66666667 0.25       0.        ]
DecisionTree,XGBoost,5,"[0.0, 0.20833333333333334, 0.20833333333333334, 0.25, 1.0]","[0.0, 0.8333333333333334, 0.875, 0.9166666666666666, 1.0]",[       inf 0.5484024  0.52122766 0.47576222 0.46129483]
DecisionTree,RandomForest,5,"[0.0, 0.041666666666666664, 0.041666666666666664, 0.041666666666666664, 0.041666666666666664, 0.08333333333333333, 0.08333333333333333, 0.20833333333333334, 0.20833333333333334, 0.25, 0.25, 0.375, 0.5416666666666666, 0.5833333333333334, 0.75, 0.8333333333333334, 0.875, 1.0]","[0.0, 0.3333333333333333, 0.4166666666666667, 0.5, 0.5833333333333334, 0.5833333333333334, 0.8333333333333334, 0.8333333333333334, 0.875, 0.875, 0.9166666666666666, 0.9166666666666666, 0.9166666666666666, 0.9166666666666666, 0.9583333333333334, 0.9583333333333334, 0.9583333333333334, 1.0]","[       inf 1.         0.98166667 0.98       0.94166667 0.925
 0.81666667 0.62416667 0.42416667 0.39583333 0.3625     0.1
 0.08333333 0.06666667 0.05       0.01666667 0.0125     0.        ]"
DecisionTree,SVM,5,"[0.0, 0.0, 0.0, 0.041666666666666664, 0.041666666666666664, 0.125, 0.125, 0.16666666666666666, 0.16666666666666666, 0.20833333333333334, 0.20833333333333334, 0.25, 0.25, 0.3333333333333333, 0.3333333333333333, 0.7916666666666666, 0.7916666666666666, 1.0]","[0.0, 0.041666666666666664, 0.2916666666666667, 0.2916666666666667, 0.375, 0.375, 0.7916666666666666, 0.7916666666666666, 0.8333333333333334, 0.8333333333333334, 0.875, 0.875, 0.9166666666666666, 0.9166666666666666, 0.9583333333333334, 0.9583333333333334, 1.0, 1.0]","[       inf 0.9957621  0.97364827 0.97183536 0.95899195 0.94814906
 0.78067977 0.70756363 0.63107664 0.4350083  0.43417582 0.33415628
 0.25081697 0.19236788 0.17918513 0.08628347 0.06503615 0.02728031]"
DecisionTree,DecisionTree,5,"[0.0, 0.16666666666666666, 0.25, 0.2916666666666667, 1.0]","[0.0, 0.8333333333333334, 0.8333333333333334, 0.9166666666666666, 1.0]",[       inf 1.         0.5        0.33333333 0.        ]
RandomForest,XGBoost,1,"[0.0, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.16666666666666666, 0.25, 0.4583333333333333, 1.0]","[0.0, 0.7083333333333334, 0.8333333333333334, 0.875, 0.9166666666666666, 0.9166666666666666, 0.9583333333333334, 1.0]","[       inf 0.9452974  0.76740503 0.6095857  0.22878627 0.16426347
 0.1569854  0.08915383]"
RandomForest,RandomForest,1,"[0.0, 0.08333333333333333, 0.08333333333333333, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.20833333333333334, 0.2916666666666667, 1.0]","[0.0, 0.7083333333333334, 0.75, 0.75, 0.7916666666666666, 0.875, 0.875, 0.875, 1.0]","[       inf 1.         0.95       0.45       0.4075     0.38166667
 0.2        0.075      0.        ]"
RandomForest,SVM,1,"[0.0, 0.0, 0.0, 0.041666666666666664, 0.041666666666666664, 0.08333333333333333, 0.08333333333333333, 0.16666666666666666, 0.16666666666666666, 0.2916666666666667, 0.2916666666666667, 0.4583333333333333, 0.4583333333333333, 1.0]","[0.0, 0.041666666666666664, 0.3333333333333333, 0.3333333333333333, 0.5416666666666666, 0.5416666666666666, 0.875, 0.875, 0.9166666666666666, 0.9166666666666666, 0.9583333333333334, 0.9583333333333334, 1.0, 1.0]","[       inf 0.99998529 0.97127354 0.97024061 0.92498772 0.91369496
 0.58444306 0.39372156 0.37763679 0.19796782 0.17746264 0.10381653
 0.09069608 0.0124097 ]"
RandomForest,DecisionTree,1,"[0.0, 0.08333333333333333, 0.16666666666666666, 0.16666666666666666, 1.0]","[0.0, 0.75, 0.75, 0.8333333333333334, 1.0]",[       inf 1.         0.33333333 0.25       0.        ]
RandomForest,XGBoost,2,"[0.0, 0.041666666666666664, 0.041666666666666664, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.16666666666666666, 0.16666666666666666, 0.375, 0.375, 0.4583333333333333, 0.5, 0.5416666666666666, 1.0]","[0.0, 0.4583333333333333, 0.5416666666666666, 0.5833333333333334, 0.75, 0.8333333333333334, 0.8333333333333334, 0.875, 0.875, 0.9583333333333334, 0.9583333333333334, 1.0, 1.0, 1.0]","[       inf 0.5274813  0.52697027 0.52675384 0.5185241  0.51250523
 0.4987609  0.4981872  0.49248996 0.4921076  0.49181378 0.48362288
 0.48352274 0.48298705]"
RandomForest,RandomForest,2,"[0.0, 0.041666666666666664, 0.041666666666666664, 0.08333333333333333, 0.08333333333333333, 0.4583333333333333, 0.4583333333333333, 0.5416666666666666, 0.5416666666666666, 0.6666666666666666, 0.75, 0.8333333333333334, 1.0]","[0.0, 0.3333333333333333, 0.5833333333333334, 0.5833333333333334, 0.875, 0.875, 0.9583333333333334, 0.9583333333333334, 1.0, 1.0, 1.0, 1.0, 1.0]","[       inf 1.         0.955      0.95       0.41212454 0.13438528
 0.10361905 0.06854978 0.05010073 0.01365079 0.005      0.00222222
 0.        ]"
RandomForest,SVM,2,"[0.0, 0.0, 0.0, 0.08333333333333333, 0.08333333333333333, 0.125, 0.125, 0.625, 0.625, 1.0]","[0.0, 0.041666666666666664, 0.375, 0.375, 0.875, 0.875, 0.9166666666666666, 0.9166666666666666, 1.0, 1.0]","[       inf 0.97392232 0.96560382 0.96232563 0.3282492  0.22476296
 0.21232224 0.0871479  0.08165663 0.06442683]"
RandomForest,DecisionTree,2,"[0.0, 0.08333333333333333, 0.125, 0.25, 0.25, 0.25, 0.2916666666666667, 1.0]","[0.0, 0.7083333333333334, 0.7083333333333334, 0.75, 0.7916666666666666, 0.875, 0.875, 1.0]","[       inf 1.         0.75       0.66666667 0.5        0.25
 0.2        0.        ]"
RandomForest,XGBoost,3,"[0.0, 0.041666666666666664, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.16666666666666666, 1.0]","[0.0, 0.625, 0.6666666666666666, 0.7083333333333334, 0.7916666666666666, 0.875, 0.875, 1.0]","[       inf 0.51311165 0.51006895 0.50937706 0.5081626  0.5013342
 0.50060534 0.49834064]"
RandomForest,RandomForest,3,"[0.0, 0.041666666666666664, 0.041666666666666664, 0.041666666666666664, 0.08333333333333333, 0.08333333333333333, 0.16666666666666666, 0.16666666666666666, 0.20833333333333334, 0.20833333333333334, 0.375, 0.375, 0.4166666666666667, 0.5, 0.5416666666666666, 0.625, 0.6666666666666666, 1.0]","[0.0, 0.5, 0.5833333333333334, 0.6666666666666666, 0.6666666666666666, 0.8333333333333334, 0.8333333333333334, 0.875, 0.875, 0.9166666666666666, 0.9166666666666666, 0.9583333333333334, 0.9583333333333334, 0.9583333333333334, 0.9583333333333334, 0.9583333333333334, 1.0, 1.0]","[       inf 1.         0.99       0.85666667 0.85       0.47166667
 0.44666667 0.33       0.29666667 0.29       0.15666667 0.155
 0.14333333 0.08       0.07       0.06       0.01       0.        ]"
RandomForest,SVM,3,"[0.0, 0.0, 0.0, 0.041666666666666664, 0.041666666666666664, 0.08333333333333333, 0.08333333333333333, 0.4166666666666667, 0.4166666666666667, 0.5416666666666666, 0.5416666666666666, 1.0]","[0.0, 0.041666666666666664, 0.25, 0.25, 0.7083333333333334, 0.7083333333333334, 0.875, 0.875, 0.9583333333333334, 0.9583333333333334, 1.0, 1.0]","[       inf 0.99442046 0.99029022 0.98906435 0.89987465 0.84465117
 0.36794787 0.13343908 0.10740996 0.07751994 0.06039739 0.00882064]"
RandomForest,DecisionTree,3,"[0.0, 0.041666666666666664, 0.16666666666666666, 0.16666666666666666, 0.20833333333333334, 1.0]","[0.0, 0.7916666666666666, 0.7916666666666666, 0.8333333333333334, 0.9166666666666666, 1.0]",[       inf 1.         0.66666667 0.5        0.33333333 0.        ]
RandomForest,XGBoost,4,"[0.0, 0.0, 0.041666666666666664, 0.041666666666666664, 0.041666666666666664, 0.041666666666666664, 0.041666666666666664, 0.08333333333333333, 0.08333333333333333, 0.16666666666666666, 0.16666666666666666, 0.2916666666666667, 0.2916666666666667, 0.4583333333333333, 0.4583333333333333, 0.5833333333333334, 0.6666666666666666, 0.7083333333333334, 0.875, 1.0]","[0.0, 0.125, 0.20833333333333334, 0.375, 0.4166666666666667, 0.5, 0.75, 0.75, 0.8333333333333334, 0.8333333333333334, 0.875, 0.875, 0.9166666666666666, 0.9166666666666666, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[       inf 0.9777681  0.9763708  0.97457254 0.9709428  0.97056717
 0.85424405 0.70887655 0.44514713 0.17362161 0.15872629 0.14511429
 0.09456479 0.07029043 0.04566161 0.02997506 0.028421   0.02643841
 0.02556157 0.02226207]"
RandomForest,RandomForest,4,"[0.0, 0.041666666666666664, 0.041666666666666664, 0.041666666666666664, 0.041666666666666664, 0.041666666666666664, 0.08333333333333333, 0.08333333333333333, 0.20833333333333334, 0.20833333333333334, 0.25, 0.25, 0.2916666666666667, 0.2916666666666667, 0.3333333333333333, 0.375, 0.5, 0.5416666666666666, 1.0]","[0.0, 0.4583333333333333, 0.5416666666666666, 0.5833333333333334, 0.6666666666666666, 0.7083333333333334, 0.7083333333333334, 0.8333333333333334, 0.8333333333333334, 0.875, 0.875, 0.9166666666666666, 0.9166666666666666, 0.9583333333333334, 0.9583333333333334, 1.0, 1.0, 1.0, 1.0]","[       inf 1.         0.98       0.855      0.83333333 0.79222222
 0.7675     0.47833333 0.255      0.24833333 0.2425     0.21833333
 0.1875     0.13       0.125      0.05       0.04285714 0.025
 0.        ]"
RandomForest,SVM,4,"[0.0, 0.0, 0.041666666666666664, 0.041666666666666664, 0.08333333333333333, 0.08333333333333333, 0.20833333333333334, 0.20833333333333334, 0.4166666666666667, 0.4166666666666667, 0.75, 0.75, 1.0]","[0.0, 0.041666666666666664, 0.041666666666666664, 0.7083333333333334, 0.7083333333333334, 0.8333333333333334, 0.8333333333333334, 0.9166666666666666, 0.9166666666666666, 0.9583333333333334, 0.9583333333333334, 1.0, 1.0]","[       inf 0.98628826 0.98429135 0.92816099 0.83344933 0.38187096
 0.15008306 0.14541111 0.09475028 0.09279573 0.0693625  0.06665375
 0.03400281]"
RandomForest,DecisionTree,4,"[0.0, 0.08333333333333333, 0.08333333333333333, 1.0]","[0.0, 0.75, 0.8333333333333334, 1.0]",[inf 1.  0.5 0. ]
RandomForest,XGBoost,5,"[0.0, 0.041666666666666664, 0.041666666666666664, 0.041666666666666664, 0.041666666666666664, 0.041666666666666664, 0.041666666666666664, 0.08333333333333333, 0.08333333333333333, 0.25, 0.25, 0.375, 0.375, 0.4166666666666667, 0.5, 0.625, 0.7916666666666666, 0.875, 1.0]","[0.0, 0.0, 0.08333333333333333, 0.16666666666666666, 0.4166666666666667, 0.5, 0.8333333333333334, 0.8333333333333334, 0.875, 0.875, 0.9166666666666666, 0.9166666666666666, 0.9583333333333334, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[       inf 0.98131394 0.9799051  0.97776026 0.967678   0.95432246
 0.7079477  0.58877987 0.22120167 0.1266236  0.09830081 0.05295851
 0.04643798 0.04636849 0.04597261 0.03728127 0.02832927 0.02640747
 0.01660964]"
RandomForest,RandomForest,5,"[0.0, 0.041666666666666664, 0.041666666666666664, 0.125, 0.125, 0.25, 0.2916666666666667, 0.4166666666666667, 0.5, 1.0]","[0.0, 0.625, 0.8333333333333334, 0.8333333333333334, 0.9166666666666666, 0.9166666666666666, 0.9583333333333334, 0.9583333333333334, 0.9583333333333334, 1.0]","[       inf 1.         0.575      0.36666667 0.315      0.13928571
 0.125      0.1        0.01428571 0.        ]"
RandomForest,SVM,5,"[0.0, 0.0, 0.0, 0.041666666666666664, 0.041666666666666664, 0.08333333333333333, 0.08333333333333333, 0.125, 0.125, 0.20833333333333334, 0.20833333333333334, 0.375, 0.375, 0.5, 0.5, 1.0]","[0.0, 0.041666666666666664, 0.25, 0.25, 0.7916666666666666, 0.7916666666666666, 0.8333333333333334, 0.8333333333333334, 0.875, 0.875, 0.9166666666666666, 0.9166666666666666, 0.9583333333333334, 0.9583333333333334, 1.0, 1.0]","[       inf 0.99722865 0.98788164 0.987611   0.70047105 0.67571231
 0.62935485 0.29051833 0.23014513 0.18205959 0.145938   0.12065448
 0.09260742 0.05886896 0.04476206 0.00323559]"
RandomForest,DecisionTree,5,"[0.0, 0.125, 0.125, 1.0]","[0.0, 0.7916666666666666, 0.875, 1.0]",[inf 1.  0.5 0. ]
XGBoost,XGBoost,1,"[0.0, 0.25, 1.0]","[0.0, 0.9166666666666666, 1.0]",[       inf 0.51291347 0.49729672]
XGBoost,RandomForest,1,"[0.0, 0.08333333333333333, 0.125, 0.125, 0.16666666666666666, 0.16666666666666666, 0.25, 0.25, 0.2916666666666667, 0.375, 0.5, 1.0]","[0.0, 0.75, 0.75, 0.7916666666666666, 0.7916666666666666, 0.8333333333333334, 0.875, 0.9166666666666666, 0.9166666666666666, 0.9166666666666666, 0.9166666666666666, 1.0]","[       inf 1.         0.95       0.88333333 0.88333333 0.68142857
 0.55       0.535      0.44166667 0.25       0.025      0.        ]"
XGBoost,SVM,1,"[0.0, 0.0, 0.0, 0.041666666666666664, 0.041666666666666664, 0.08333333333333333, 0.08333333333333333, 0.20833333333333334, 0.20833333333333334, 0.5833333333333334, 0.5833333333333334, 0.75, 0.75, 1.0]","[0.0, 0.041666666666666664, 0.5416666666666666, 0.5416666666666666, 0.8333333333333334, 0.8333333333333334, 0.875, 0.875, 0.9166666666666666, 0.9166666666666666, 0.9583333333333334, 0.9583333333333334, 1.0, 1.0]","[       inf 0.93761384 0.91694935 0.91499698 0.88874474 0.80461811
 0.786159   0.5        0.46234384 0.08622244 0.08063367 0.07189776
 0.07070727 0.06631916]"
XGBoost,DecisionTree,1,"[0.0, 0.16666666666666666, 0.16666666666666666, 0.25, 0.2916666666666667, 0.4583333333333333, 1.0]","[0.0, 0.7916666666666666, 0.8333333333333334, 0.9166666666666666, 0.9166666666666666, 0.9166666666666666, 1.0]","[       inf 1.         0.75       0.66666667 0.5        0.2
 0.        ]"
XGBoost,XGBoost,2,"[0.0, 0.041666666666666664, 0.041666666666666664, 0.041666666666666664, 0.20833333333333334, 0.20833333333333334, 0.25, 0.25, 0.2916666666666667, 0.4583333333333333, 1.0]","[0.0, 0.6666666666666666, 0.7083333333333334, 0.7916666666666666, 0.8333333333333334, 0.875, 0.9166666666666666, 0.9583333333333334, 0.9583333333333334, 0.9583333333333334, 1.0]","[       inf 0.52696675 0.5130052  0.512671   0.5067924  0.50649804
 0.50061756 0.49653786 0.4903237  0.48863283 0.4841525 ]"
XGBoost,RandomForest,2,"[0.0, 0.041666666666666664, 0.041666666666666664, 0.16666666666666666, 0.16666666666666666, 0.20833333333333334, 0.20833333333333334, 0.25, 0.25, 0.375, 0.4583333333333333, 0.5, 0.6666666666666666, 0.75, 1.0]","[0.0, 0.5833333333333334, 0.7083333333333334, 0.7083333333333334, 0.75, 0.75, 0.8333333333333334, 0.875, 0.9583333333333334, 0.9583333333333334, 0.9583333333333334, 0.9583333333333334, 0.9583333333333334, 1.0, 1.0]","[       inf 1.         0.8572619  0.59468254 0.56670635 0.51988095
 0.37444444 0.37277778 0.33178571 0.09583333 0.08333333 0.06666667
 0.01428571 0.01       0.        ]"
XGBoost,SVM,2,"[0.0, 0.0, 0.0, 0.041666666666666664, 0.041666666666666664, 0.08333333333333333, 0.08333333333333333, 0.125, 0.125, 0.375, 0.375, 0.7916666666666666, 0.7916666666666666, 1.0]","[0.0, 0.041666666666666664, 0.16666666666666666, 0.16666666666666666, 0.7916666666666666, 0.7916666666666666, 0.8333333333333334, 0.8333333333333334, 0.9166666666666666, 0.9166666666666666, 0.9583333333333334, 0.9583333333333334, 1.0, 1.0]","[       inf 0.99998657 0.99484009 0.99481201 0.72013249 0.63944608
 0.53041491 0.52669101 0.40668486 0.13036449 0.11973848 0.0308125
 0.02468191 0.01538589]"
XGBoost,DecisionTree,2,"[0.0, 0.041666666666666664, 0.16666666666666666, 0.16666666666666666, 0.25, 0.3333333333333333, 1.0]","[0.0, 0.7083333333333334, 0.8333333333333334, 0.875, 0.9583333333333334, 0.9583333333333334, 1.0]","[       inf 1.         0.75       0.66666667 0.4        0.2
 0.        ]"
XGBoost,XGBoost,3,"[0.0, 0.041666666666666664, 0.041666666666666664, 0.041666666666666664, 0.25, 0.2916666666666667, 1.0]","[0.0, 0.7083333333333334, 0.875, 0.9583333333333334, 0.9583333333333334, 0.9583333333333334, 1.0]","[       inf 0.542725   0.5279848  0.51252365 0.49799362 0.49771085
 0.4677353 ]"
XGBoost,RandomForest,3,"[0.0, 0.041666666666666664, 0.041666666666666664, 0.041666666666666664, 0.041666666666666664, 0.08333333333333333, 0.08333333333333333, 0.16666666666666666, 0.16666666666666666, 0.3333333333333333, 0.4166666666666667, 0.5833333333333334, 0.7083333333333334, 0.7916666666666666, 1.0]","[0.0, 0.4166666666666667, 0.5, 0.625, 0.8333333333333334, 0.8333333333333334, 0.875, 0.875, 0.9583333333333334, 0.9583333333333334, 0.9583333333333334, 0.9583333333333334, 0.9583333333333334, 0.9583333333333334, 1.0]","[       inf 1.         0.99285714 0.96785714 0.52083333 0.4875
 0.47916667 0.37916667 0.34583333 0.19       0.17916667 0.05
 0.03333333 0.02       0.        ]"
XGBoost,SVM,3,"[0.0, 0.0, 0.0, 0.041666666666666664, 0.041666666666666664, 0.125, 0.125, 0.8333333333333334, 0.8333333333333334, 1.0]","[0.0, 0.041666666666666664, 0.4166666666666667, 0.4166666666666667, 0.9166666666666666, 0.9166666666666666, 0.9583333333333334, 0.9583333333333334, 1.0, 1.0]","[       inf 0.97991845 0.97437877 0.97238486 0.42912264 0.29829337
 0.24221172 0.04403228 0.04041909 0.0354735 ]"
XGBoost,DecisionTree,3,"[0.0, 0.041666666666666664, 0.041666666666666664, 0.2916666666666667, 1.0]","[0.0, 0.7916666666666666, 0.9166666666666666, 0.9583333333333334, 1.0]",[       inf 1.         0.66666667 0.33333333 0.        ]
