Probe_ID,import_level_in_forest,gene
cg09106903,0.0012650550630888447,ESRRG
cg18279094,0.00027423384410393055,FOXD3
cg00097146,0.005625870330414954,SIX3
cg07974511,0.00032942823183359474,OTX1
cg09238180,0.0027705946272571407,HOXD8
cg10364040,0.005679026544766975,HOXD10
cg11546137,0.0004707240430859315,HOXD11
cg21185289,0.0,TLX2
cg22674699,0.0008573217083123112,HOXD9
cg04738965,0.006900156137956461,ZIC1
cg12702981,0.007160502441471044,NR1I2
cg16768018,0.07010822449766636,ZIC4
cg20072171,0.009610564308102107,FEZF2
cg05835105,0.0011152832108070863,PITX2
cg06083330,0.022931444863916663,POU4F2
cg00396667,0.02628090538950516,PITX1
cg03604011,0.0012510509880587846,AHRR
cg10530883,0.00037845301389882095,IRX1
cg16126280,0.00022095332671300902,EBF1
cg26844246,0.0013256553192016144,TLX3
cg05452406,0.0015679025191567514,GCM2
cg06392169,0.0005821266921351027,IRF4
cg17302155,0.015908450072483576,PRDM13
cg26422161,0.002021104525629118,FOXQ1
cg27252696,0.0007704635148835708,SIM1
cg06173663,0.07654289150607115,CUX1
cg14625175,0.0030429555700056446,HOXA10
cg15564098,0.005992634922744191,EVX1
cg26521404,0.00035853639502386264,HOXA9
cg13267264,0.001247890908722708,PRDM14
cg13482308,0.002557380432039928,PAX5
cg13791254,0.00042483074676359894,FOXE1
cg14425564,0.035510702010446975,LHX2
cg11174855,0.038598394106412366,NKX6-2
cg14861089,0.001504400422688674,TLX1
cg10244666,0.004908814091444248,WT1
cg18372607,0.00023177083333333337,PAX6
cg05860723,0.04022248628653562,MYF6
cg20985450,0.0003344754701243555,ZIC5
cg24604013,0.02464823862018911,SOX1
cg26299169,0.010578306303894986,PDX1
cg00800229,0.0006863347336108897,SALL2
cg04415798,0.03557101240989538,PAX9
cg07489048,0.034007443137225556,FOXG1
cg13019491,0.02387253425730805,SIX6
cg13023623,0.03987135532557914,OTX2
cg23906738,0.0009727169118905815,NKX2-1
cg25547580,0.04073558108164353,ONECUT2
cg14231297,0.10943730781774265,ZSCAN18
cg03774514,0.0062834296793086875,FOXA2
cg18369516,0.012961773504672754,ZBTB46
cg22474464,0.002324184509700982,NKX2-2
cg26492446,0.0015514368519624314,BHLHE23
cg02177231,0.0017505557505025527,TBX15
cg06215569,0.0012290775082213117,ALX3
cg06714480,0.0029246758418356583,NEUROD1
cg07847030,0.0037539068001548152,TCF7L1
cg13713922,0.0036448863446936195,GLI2
cg15133719,0.0023827486645258533,PAX3
cg15540820,0.01509883977369226,EOMES
cg16428251,0.0003708333333333334,SOX14
cg06274159,0.001842380084603486,ZFP42
cg06733419,0.00020601851851851857,TBX18
cg07317062,0.0015941316058772817,HOXA4
cg09420439,0.0006456349545222911,HOXA1
cg18091615,0.004187530511542502,CREB3L2
cg08044097,0.0003902082572159298,SOX17
cg23710218,0.00032393084622383986,MSC
cg07084627,0.00266773133021622,NFIL3
cg04436818,0.0002996632996632996,PAX2
cg06550984,0.006409954877789176,PTF1A
cg18722841,0.00094823682350279,PHOX2A
cg19897940,0.0009941188735950127,FLI1
cg24909660,0.0029440465898364614,NR1H3
cg07080050,0.005053326186822909,HOXC4
cg08097882,0.002743790392133574,POU4F1
cg18396984,0.0014905240711390317,NKX2-8
cg09180848,0.00022621367448953655,BNC1
cg01146232,0.011283286011202171,SALL1
cg20388732,0.0040921812943503465,STAT5A
cg10717463,0.0072410528454162236,SALL3
cg21183523,0.0024850460181398168,ZNF521
cg18642503,0.009030167079894359,RFX1
