Probe_ID,import_level_in_forest,gene
cg09106903,0.002418168553662834,ESRRG
cg18279094,0.0014129446852102245,FOXD3
cg00097146,0.001374102424901185,SIX3
cg07974511,0.00052382464893917,OTX1
cg09238180,0.002896736872971592,HOXD8
cg10364040,0.0005556210148569276,HOXD10
cg11546137,0.0014508184192008327,HOXD11
cg21185289,0.004499626207565676,TLX2
cg22674699,0.00038818309599607514,HOXD9
cg04738965,0.001885046262441104,ZIC1
cg12702981,0.012019877787487572,NR1I2
cg16768018,0.07908441072181711,ZIC4
cg20072171,0.01979200304923014,FEZF2
cg05835105,3.4512176205987556e-05,PITX2
cg06083330,0.026134810636216824,POU4F2
cg00396667,0.008559279948800104,PITX1
cg03604011,0.00164500452854072,AHRR
cg10530883,0.0007164226311670454,IRX1
cg16126280,0.0002474876986447521,EBF1
cg26844246,0.00048776032151991215,TLX3
cg05452406,0.0013445710309669301,GCM2
cg06392169,0.0016237947103494557,IRF4
cg17302155,0.003029383379472341,PRDM13
cg26422161,0.0008206929208567715,FOXQ1
cg27252696,0.0012374932737465548,SIM1
cg06173663,0.06246986083455594,CUX1
cg14625175,0.0007766205821692415,HOXA10
cg15564098,0.0018287675708940348,EVX1
cg26521404,0.0005818325193325193,HOXA9
cg13267264,0.0011519431488306862,PRDM14
cg13482308,0.009377671094873391,PAX5
cg13791254,0.0,FOXE1
cg14425564,0.009855722203122282,LHX2
cg11174855,0.055606330701274534,NKX6-2
cg14861089,0.00031753126966429243,TLX1
cg10244666,0.0033769309937120885,WT1
cg18372607,0.0044999387990431105,PAX6
cg05860723,0.007429638556422693,MYF6
cg20985450,0.0030680826979487363,ZIC5
cg24604013,0.07518178387007735,SOX1
cg26299169,0.0,PDX1
cg00800229,0.0005553168101649612,SALL2
cg04415798,0.024232822180535192,PAX9
cg07489048,0.02913202539928829,FOXG1
cg13019491,0.007809164747137636,SIX6
cg13023623,0.05518070320189193,OTX2
cg23906738,0.006648254497137343,NKX2-1
cg25547580,0.054029555363606575,ONECUT2
cg14231297,0.11178043008489047,ZSCAN18
cg03774514,0.0007064207761638982,FOXA2
cg18369516,0.0065651693272670685,ZBTB46
cg22474464,0.0011439127902415716,NKX2-2
cg26492446,0.0003501985597562514,BHLHE23
cg02177231,0.01197286834526167,TBX15
cg06215569,0.008128690471673554,ALX3
cg06714480,0.013215662641657386,NEUROD1
cg07847030,0.001798735875448197,TCF7L1
cg13713922,0.02010611598847383,GLI2
cg15133719,0.001883046657425224,PAX3
cg15540820,0.010650499113927936,EOMES
cg16428251,0.0006392507195503408,SOX14
cg06274159,0.004324401334615064,ZFP42
cg06733419,0.001471381475654563,TBX18
cg07317062,0.0019774408847861224,HOXA4
cg09420439,0.0017332221521070667,HOXA1
cg18091615,0.003535562296787796,CREB3L2
cg08044097,0.002434671798539564,SOX17
cg23710218,0.0015299749153682824,MSC
cg07084627,0.0,NFIL3
cg04436818,0.003665104487390155,PAX2
cg06550984,0.002424720401786989,PTF1A
cg18722841,0.00020245677888989993,PHOX2A
cg19897940,0.00011443265830922529,FLI1
cg24909660,0.0008374158591186821,NR1H3
cg07080050,0.0039261761990260526,HOXC4
cg08097882,0.0011805759213181501,POU4F1
cg18396984,0.0022044425678868817,NKX2-8
cg09180848,0.00018603182574537106,BNC1
cg01146232,0.0017875406647349104,SALL1
cg20388732,0.002712011447469499,STAT5A
cg10717463,3.7308944558237536e-05,SALL3
cg21183523,0.004306903749023988,ZNF521
cg18642503,0.026664123224151553,RFX1
