Probe_ID,import_level_in_forest,gene
cg09106903,0.004078618888503405,ESRRG
cg18279094,0.004110948680464725,FOXD3
cg00097146,0.006399366687063006,SIX3
cg07974511,0.005753960079154832,OTX1
cg09238180,0.0005144106089282311,HOXD8
cg10364040,0.002102403917866807,HOXD10
cg11546137,0.0,HOXD11
cg21185289,0.0,TLX2
cg22674699,0.000981401281122099,HOXD9
cg04738965,0.008067737258318976,ZIC1
cg12702981,0.003640349016963261,NR1I2
cg16768018,0.07890109510289658,ZIC4
cg20072171,0.0038729766727417223,FEZF2
cg05835105,0.0015415902646009451,PITX2
cg06083330,0.042311008681906154,POU4F2
cg00396667,0.02322867952650153,PITX1
cg03604011,0.003658985410132169,AHRR
cg10530883,0.0008477982455292862,IRX1
cg16126280,0.00266645767295416,EBF1
cg26844246,0.0009576757532281205,TLX3
cg05452406,0.004109376834238843,GCM2
cg06392169,0.0002918896207265906,IRF4
cg17302155,0.012982627208250053,PRDM13
cg26422161,0.001182587208079499,FOXQ1
cg27252696,0.0,SIM1
cg06173663,0.04990430893126458,CUX1
cg14625175,0.003113358130676304,HOXA10
cg15564098,0.0110318227756275,EVX1
cg26521404,0.004936715449091378,HOXA9
cg13267264,0.005566433867801579,PRDM14
cg13482308,0.003117630845136455,PAX5
cg13791254,0.0009327405144817666,FOXE1
cg14425564,0.01092382190038839,LHX2
cg11174855,0.02632936833529122,NKX6-2
cg14861089,0.0006305094951503425,TLX1
cg10244666,0.014658959474003828,WT1
cg18372607,0.005431260220106422,PAX6
cg05860723,0.02819626282212593,MYF6
cg20985450,0.0022088462334679828,ZIC5
cg24604013,0.0712108064055925,SOX1
cg26299169,0.005601764613995258,PDX1
cg00800229,0.005331018504088296,SALL2
cg04415798,0.049599380383194704,PAX9
cg07489048,0.029720555957147777,FOXG1
cg13019491,0.019048359094614154,SIX6
cg13023623,0.04885090657145489,OTX2
cg23906738,0.0,NKX2-1
cg25547580,0.04593608179454887,ONECUT2
cg14231297,0.060955064857009945,ZSCAN18
cg03774514,0.0015673843087493236,FOXA2
cg18369516,0.0027573959243200473,ZBTB46
cg22474464,0.0013560297352084338,NKX2-2
cg26492446,0.0016037342342833944,BHLHE23
cg02177231,0.007812040999728922,TBX15
cg06215569,0.0019811975488307544,ALX3
cg06714480,0.002439764990690847,NEUROD1
cg07847030,0.002367666845348887,TCF7L1
cg13713922,0.003948523848757451,GLI2
cg15133719,0.001237362419051605,PAX3
cg15540820,0.005297065350007121,EOMES
cg16428251,3.2331944655509435e-05,SOX14
cg06274159,0.0018043007484001756,ZFP42
cg06733419,0.0013293358202338445,TBX18
cg07317062,0.00092106237150412,HOXA4
cg09420439,0.0008270499300086974,HOXA1
cg18091615,0.0010082800461008565,CREB3L2
cg08044097,0.0018996399347567128,SOX17
cg23710218,0.0013944997577952497,MSC
cg07084627,0.0004702974204984535,NFIL3
cg04436818,0.0021266974575441266,PAX2
cg06550984,0.000952300324864454,PTF1A
cg18722841,0.0003238691445840331,PHOX2A
cg19897940,0.0018833400934942194,FLI1
cg24909660,0.000536049836134924,NR1H3
cg07080050,0.00036908565281722856,HOXC4
cg08097882,0.00109504900523256,POU4F1
cg18396984,0.01275908336539464,NKX2-8
cg09180848,0.0003945307472585388,BNC1
cg01146232,0.005617158228382336,SALL1
cg20388732,0.0179967196452704,STAT5A
cg10717463,0.005798565091557494,SALL3
cg21183523,0.0017635960962002724,ZNF521
cg18642503,0.012454810748074396,RFX1
