Probe_ID,import_level_in_forest,gene
cg07790615,0.0013246893528826545,RYR2
cg14669379,0.011270125965366808,ADORA3
cg18770350,0.0015868481188260988,ACTN2
cg24932457,0.01147455013651776,TNR
cg09799983,0.00039378352967203153,CYP1B1
cg12338417,0.0008005898880622762,TRIM71
cg17373442,0.001407761192636205,CHST2
cg17265829,0.003366165065302106,FAT4
cg00582971,0.0002527716955941527,GRM6
cg13667243,0.009685825096940062,ADAM19
cg14502484,0.010448394259572868,SLC6A3
cg22784954,0.0020209921846206735,ADAMTS16
cg08958294,0.0030489609401146006,GRM1
cg18952796,0.0058200830697389735,NPTX2
cg21637392,0.001632207255905137,RNF216
cg22052659,0.0038584408488753735,CSMD3
cg05863502,0.002894194763230403,CACNA1B
cg13759674,0.0003129440806925594,GRIN1
cg17538572,0.05535551524881589,CYP26A1
cg19619405,0.016179618788520807,ADAMTS20
cg20399616,0.0003021583955049696,BCAT1
cg25136495,0.056235679841326096,LPAR5
cg26444528,0.04734515452888785,PCDH17
cg27360326,0.003432533715912726,PCDH8
cg02874376,0.00035205696202531656,DLK1
cg20965743,0.0010979006727343179,ASPG
cg23248887,0.0202404862648269,SSTR1
cg27317046,0.006327846603537338,LTBP2
cg26860604,0.006745336856713425,WWP2
cg27267227,0.0008643204931250367,SEZ6L2
cg13545212,0.0007006582100631068,SLC13A5
cg03502002,0.004579409860396124,GALR1
cg13096208,0.0017756699543229238,ST8SIA3
cg15215348,0.0290490015551708,PDE4C
cg07113642,0.0002357753910531236,CPXM1
cg07676859,0.001239676356088958,SSTR4
cg26132320,0.0255629777396988,MMP9
cg10266490,0.022911091227161784,ACOT11
cg10976772,0.00021538731229130392,ACOT7
cg05385513,0.003884599407650652,EFEMP1
cg19370054,0.008488627447868297,CNGA3
cg14777768,0.007887576412179223,SLC2A2
cg17152757,0.009715456849842423,GHSR
cg06482428,0.0027553953782177656,KCNIP4
cg21739530,0.003902323542123476,GALNT7
cg26043257,0.007374982309089376,CD38
cg02792792,0.00202058800579193,CDO1
cg04306063,0.00028155646947168627,CRHBP
cg08578734,0.003011836018852516,GRIA1
cg26573704,0.0005716725957797084,ADAMTS12
cg13315970,0.0005678286766110044,NT5E
cg00735923,0.0009799189352882093,CFTR
cg04849842,0.002028245705413506,KCNK9
cg06998282,0.00023804513641845486,ENPP2
cg09535960,0.002241116757625321,LOXL2
cg18674980,0.002269924056081728,CA3
cg15323528,0.002313006495036727,CDH23
cg04574090,0.00016459246903462415,KCNE3
cg13342435,0.0008539458785530403,MPPED2
cg13782615,0.001462137417643536,STIM1
cg15603568,0.0008773264889327632,GRIA4
cg10646402,0.0,PTPRO
cg19256314,0.001044564256137948,SSH1
cg03338754,0.0024738962395884968,F7
cg22881914,0.0011960073463695394,NID2
cg10974980,0.006727098709505795,LOXL1
cg00044665,0.002191870302067208,CDH5
cg08214995,0.0025492594212852293,HS3ST2
cg07563400,0.0049390118952966034,ADORA2B
cg11814235,0.0011772252666021662,DSC3
cg02770054,0.00038932693073797395,ATP4A
cg06132069,0.0005674840575735715,SLC12A5
cg07198552,0.0013679939230464956,CDH4
cg00058879,0.01901973393590384,CACNA1I
cg07879739,0.0015148975317250421,GALR3
