Probe_ID,import_level_in_forest,gene,iteration,Probe_ID,import_level_in_forest,gene,iteration,Probe_ID,import_level_in_forest,gene,iteration,Probe_ID,import_level_in_forest,gene,iteration,Probe_ID,import_level_in_forest,gene,iteration
cg25136495,0.0641052566760403,LPAR5,1,cg25136495,0.06763013846927367,LPAR5,2,cg25136495,0.10081073213887422,LPAR5,3,cg25136495,0.07763916206264114,LPAR5,4,cg25136495,0.08477844640313051,LPAR5,5
cg10266490,0.0510185800033864,ACOT11,1,cg10266490,0.010253804204562648,ACOT11,2,cg10266490,0.05992027836985293,ACOT11,3,cg10266490,0.024345659486145803,ACOT11,4,cg10266490,0.022411872511667413,ACOT11,5
cg23248887,0.03228077050168259,SSTR1,1,cg23248887,0.014407800190204935,SSTR1,2,cg23248887,0.021034520483619028,SSTR1,3,cg23248887,0.029001947607184424,SSTR1,4,cg23248887,0.04212039042855657,SSTR1,5
cg17152757,0.03196098025972351,GHSR,1,cg17152757,0.01715039201288212,GHSR,2,cg17152757,0.0231550790411268,GHSR,3,cg17152757,0.019561628911446697,GHSR,4,cg17152757,0.04547300785002923,GHSR,5
cg08958294,0.028834844096922146,GRM1,1,cg08958294,0.013863066610261009,GRM1,2,cg08958294,0.028204667545781947,GRM1,3,cg08958294,0.018684355649756203,GRM1,4,cg08958294,0.008116362003936893,GRM1,5
cg17538572,0.020759335413537968,CYP26A1,1,cg17538572,0.026141399363952038,CYP26A1,2,cg17538572,0.026120619179767136,CYP26A1,3,cg17538572,0.07007399671682017,CYP26A1,4,cg17538572,0.04661506480336696,CYP26A1,5
cg00058879,0.01774249076671782,CACNA1I,1,cg00058879,0.04372526336409379,CACNA1I,2,cg00058879,0.026197142358957974,CACNA1I,3,cg00058879,0.03266030289881899,CACNA1I,4,cg00058879,0.024280580722921996,CACNA1I,5
cg14502484,0.017352715112738094,SLC6A3,1,cg14502484,0.01146227421018686,SLC6A3,2,cg14502484,0.00403307732932711,SLC6A3,3,cg14502484,0.012111653629905345,SLC6A3,4,cg14502484,0.010627143592621232,SLC6A3,5
cg08214995,0.015292494830195758,HS3ST2,1,cg08214995,0.004375804072561415,HS3ST2,2,cg08214995,0.00810189918439618,HS3ST2,3,cg08214995,0.005111817127064337,HS3ST2,4,cg08214995,0.008116709666476788,HS3ST2,5
cg13096208,0.01294852504450083,ST8SIA3,1,cg13096208,0.012109853347222123,ST8SIA3,2,cg13096208,0.012125143785735959,ST8SIA3,3,cg13096208,0.006841067620387163,ST8SIA3,4,cg13096208,0.027022476497440894,ST8SIA3,5
cg00735923,0.009181587413917142,CFTR,1,cg00735923,0.0022975630153547473,CFTR,2,cg00735923,0.0021626420545757872,CFTR,3,cg00735923,0.0008841109176802749,CFTR,4,cg00735923,0.003480523567046934,CFTR,5
cg14777768,0.008474990045842259,SLC2A2,1,cg14777768,0.0,SLC2A2,2,cg14777768,0.0040814685798334725,SLC2A2,3,cg14777768,0.004396091158618168,SLC2A2,4,cg14777768,0.0025066635949862978,SLC2A2,5
cg22052659,0.0073863325444093325,CSMD3,1,cg22052659,0.022417380189342112,CSMD3,2,cg22052659,0.010211884505095066,CSMD3,3,cg22052659,0.0019427384501217416,CSMD3,4,cg22052659,0.0014473124258449648,CSMD3,5
cg14669379,0.007343584079478384,ADORA3,1,cg14669379,0.0014383487839316291,ADORA3,2,cg14669379,0.005559354153461061,ADORA3,3,cg14669379,0.012842743425783367,ADORA3,4,cg14669379,0.010078980904240083,ADORA3,5
cg04849842,0.007038807241004452,KCNK9,1,cg04849842,0.0015475758677810931,KCNK9,2,cg04849842,0.0020316393830463264,KCNK9,3,cg04849842,0.005574576348112743,KCNK9,4,cg04849842,0.0020067314007339867,KCNK9,5
