Probe_ID,import_level_in_forest,gene
cg07790615,0.005246830558795712,RYR2
cg14669379,0.0017948514800292161,ADORA3
cg18770350,0.0008283099426265682,ACTN2
cg24932457,0.008161300361023732,TNR
cg09799983,0.003214736436181931,CYP1B1
cg12338417,0.004107031841097311,TRIM71
cg17373442,0.0007815444046471054,CHST2
cg17265829,0.0004900620466884808,FAT4
cg00582971,0.0016950137139411584,GRM6
cg13667243,0.022731941802004347,ADAM19
cg14502484,0.0070237819233505815,SLC6A3
cg22784954,0.0008318682287522676,ADAMTS16
cg08958294,0.0024904505653989615,GRM1
cg18952796,0.0016643939394003784,NPTX2
cg21637392,0.00011735232067510554,RNF216
cg22052659,0.0047477890539636665,CSMD3
cg05863502,0.011034354802725249,CACNA1B
cg13759674,0.0007591823199787944,GRIN1
cg17538572,0.013214701099417843,CYP26A1
cg19619405,0.005161292938396948,ADAMTS20
cg20399616,0.0003601843269613145,BCAT1
cg25136495,0.08144419062261819,LPAR5
cg26444528,0.07961667476457972,PCDH17
cg27360326,0.0048654499945993065,PCDH8
cg02874376,0.004162287287730204,DLK1
cg20965743,0.0008100777219832306,ASPG
cg23248887,0.00908483131489559,SSTR1
cg27317046,0.0002746913580246912,LTBP2
cg26860604,0.00011928904428904426,WWP2
cg27267227,0.004558260247632723,SEZ6L2
cg13545212,0.008871640570383444,SLC13A5
cg03502002,0.0027649804636931973,GALR1
cg13096208,0.010807321453908685,ST8SIA3
cg15215348,0.014663665575951548,PDE4C
cg07113642,0.0012643864195031088,CPXM1
cg07676859,0.0013782095225229286,SSTR4
cg26132320,0.0579444024819654,MMP9
cg10266490,0.007290981035815244,ACOT11
cg10976772,0.0007971165491653737,ACOT7
cg05385513,0.0009465510862470069,EFEMP1
cg19370054,0.0027238888585159947,CNGA3
cg14777768,0.004662894323725986,SLC2A2
cg17152757,0.019303823821988222,GHSR
cg06482428,0.000610340146143376,KCNIP4
cg21739530,0.0009865499489516555,GALNT7
cg26043257,0.001218544170326569,CD38
cg02792792,0.00022495197654433325,CDO1
cg04306063,0.0023451560607644414,CRHBP
cg08578734,7.778929609529018e-05,GRIA1
cg26573704,0.0,ADAMTS12
cg13315970,0.004332338393494866,NT5E
cg00735923,0.008270682371959227,CFTR
cg04849842,0.000531110812286507,KCNK9
cg06998282,0.0013250762609688408,ENPP2
cg09535960,0.0019166059269713014,LOXL2
cg18674980,0.00073047819239,CA3
cg15323528,0.0032332443638096796,CDH23
cg04574090,0.0008491525739765338,KCNE3
cg13342435,0.000549887663398693,MPPED2
cg13782615,0.0006881953716065867,STIM1
cg15603568,0.0003933051906526905,GRIA4
cg10646402,0.00036339509008319294,PTPRO
cg19256314,0.0005122369949805274,SSH1
cg03338754,9.09907573416922e-05,F7
cg22881914,0.0012823902736074438,NID2
cg10974980,0.002101037055676067,LOXL1
cg00044665,0.006718550473812903,CDH5
cg08214995,0.0009429104419668685,HS3ST2
cg07563400,0.0006624254300423556,ADORA2B
cg11814235,0.000404461888039661,DSC3
cg02770054,0.0006194962444962448,ATP4A
cg06132069,0.0006977823149301596,SLC12A5
cg07198552,0.0007137921838816254,CDH4
cg00058879,0.02546731784038279,CACNA1I
cg07879739,0.0004949961377670415,GALR3
