Probe_ID,import_level_in_forest,gene
cg25136495,0.09952979783957902,LPAR5
cg17538572,0.041138135495404377,CYP26A1
cg13096208,0.03059015417570765,ST8SIA3
cg23248887,0.02342908159750686,SSTR1
cg08214995,0.0183061880415514,HS3ST2
cg17152757,0.017671051513580796,GHSR
cg00058879,0.01517667947933698,CACNA1I
cg10266490,0.013753792150657291,ACOT11
cg14502484,0.012662227547674234,SLC6A3
cg22052659,0.010983543627965988,CSMD3
cg05863502,0.010832834281695123,CACNA1B
cg01452847,0.010548145144123871,MIR196A1
cg07792478,0.00965326156029167,MIR124-2
cg08958294,0.007834658156485576,GRM1
cg03502002,0.00742464276673328,GALR1
cg06132069,0.006882268809643559,SLC12A5
cg00735923,0.006233146336440201,CFTR
cg04849842,0.006006412154073959,KCNK9
cg18674980,0.005822701924542948,CA3
cg13545212,0.005559784753567537,SLC13A5
cg27267227,0.0053513778427092965,SEZ6L2
cg04574090,0.004959232103876022,KCNE3
cg26043257,0.004750443033660406,CD38
cg14669379,0.0047452405770476965,ADORA3
cg19370054,0.004617356559427847,CNGA3
cg05158615,0.004210355629669081,NPY
cg07676859,0.004185302935794055,SSTR4
cg12717594,0.003518756024810939,RECK
cg14777768,0.003479966255757503,SLC2A2
cg14416371,0.0032728889630359416,MIR129-2
cg07563400,0.002871745435518398,ADORA2B
cg07790615,0.002486138859666263,RYR2
cg02770054,0.0024311302527754313,ATP4A
cg13759674,0.0023540394206731183,GRIN1
cg15918732,0.002219138138426238,SERPING1
cg04306063,0.0020136721892363555,CRHBP
cg02571816,0.0017846672520099066,PPP1R14A
cg10646402,0.0016042883626787056,PTPRO
cg05306745,0.0014097149105984463,TIMP2
cg08578734,0.0013334604782683382,GRIA1
cg00582971,0.00102490844176371,GRM6
cg06482428,0.0007231138235885072,KCNIP4
cg13315970,0.0007092388333649791,NT5E
cg09799983,0.0006733997286790997,CYP1B1
cg17373442,0.0006405331353695703,CHST2
cg07879739,0.0006186902881743005,GALR3
cg10976772,0.0005955592684039889,ACOT7
cg06998282,0.0005828987295450712,ENPP2
cg17437939,0.00042142399123690585,TAC1
cg10119075,0.0004113657110502536,ITIH5
cg20399616,0.00040784340082190146,BCAT1
cg19256314,0.0004021576435369538,SSH1
cg15603568,0.00022095332671300897,GRIA4
