Probe_ID,import_level_in_forest,gene
cg07790615,0.005041125542887166,RYR2
cg14669379,0.0031314233995644925,ADORA3
cg18770350,0.0014932490884744874,ACTN2
cg24932457,0.025555485998486942,TNR
cg09799983,0.0,CYP1B1
cg12338417,0.0010188119400591934,TRIM71
cg17373442,0.0005172036756129038,CHST2
cg17265829,0.003930682879986269,FAT4
cg00582971,0.0006388858377244351,GRM6
cg13667243,0.017813860267951818,ADAM19
cg14502484,0.0006448612439916746,SLC6A3
cg22784954,0.0030978013655807253,ADAMTS16
cg08958294,0.013384560063515365,GRM1
cg18952796,0.007178623561951301,NPTX2
cg21637392,0.009652346332389369,RNF216
cg22052659,0.0011423387442554252,CSMD3
cg05863502,0.02379373474406288,CACNA1B
cg13759674,0.0008348110910831245,GRIN1
cg17538572,0.0181956703169466,CYP26A1
cg19619405,0.004652957317049991,ADAMTS20
cg20399616,0.0021673426946366412,BCAT1
cg25136495,0.06348774580763134,LPAR5
cg26444528,0.04444345160422003,PCDH17
cg27360326,0.006249121813643016,PCDH8
cg02874376,0.0007328724230222064,DLK1
cg20965743,0.0003291936007041461,ASPG
cg23248887,0.010642577267363562,SSTR1
cg27317046,0.0002760753867492682,LTBP2
cg26860604,0.00044251850391921753,WWP2
cg27267227,0.002370696565659623,SEZ6L2
cg13545212,0.00011443265830922529,SLC13A5
cg03502002,0.008928778652833586,GALR1
cg13096208,0.002398367839842698,ST8SIA3
cg15215348,0.07210484059574802,PDE4C
cg07113642,0.0005399501389681421,CPXM1
cg07676859,0.0023067860809827963,SSTR4
cg26132320,0.013207743874374938,MMP9
cg10266490,0.023888877721521328,ACOT11
cg10976772,0.001359907316759318,ACOT7
cg05385513,0.0010645514184092475,EFEMP1
cg19370054,0.009136031568912586,CNGA3
cg14777768,0.0008321822509832994,SLC2A2
cg17152757,0.014366610919437382,GHSR
cg06482428,0.0025759703246421295,KCNIP4
cg21739530,0.0039382437618879045,GALNT7
cg26043257,0.0012242596849270384,CD38
cg02792792,0.0006609560406825321,CDO1
cg04306063,0.00012040043290043292,CRHBP
cg08578734,0.002394733701205958,GRIA1
cg26573704,0.0026316255455881205,ADAMTS12
cg13315970,0.0025362698039520476,NT5E
cg00735923,0.0005402622370217362,CFTR
cg04849842,0.0023235749178300968,KCNK9
cg06998282,0.0004959506649825394,ENPP2
cg09535960,0.0004083032429474318,LOXL2
cg18674980,0.0017563044530702371,CA3
cg15323528,0.0022772030006985226,CDH23
cg04574090,0.00024388016075995608,KCNE3
cg13342435,0.00040655569119735625,MPPED2
cg13782615,0.0009203692797435752,STIM1
cg15603568,0.0012275365717230114,GRIA4
cg10646402,0.000622943935045846,PTPRO
cg19256314,0.0002501441062234815,SSH1
cg03338754,0.0014278503014803013,F7
cg22881914,0.0006333982885707024,NID2
cg10974980,0.008466010388919625,LOXL1
cg00044665,0.006025255372087446,CDH5
cg08214995,0.01379267434070016,HS3ST2
cg07563400,0.0030280407022730393,ADORA2B
cg11814235,0.004150447901432847,DSC3
cg02770054,0.0008590223439389194,ATP4A
cg06132069,0.004521662251495244,SLC12A5
cg07198552,0.00041657867027339914,CDH4
cg00058879,0.0104563114658372,CACNA1I
cg07879739,0.0023617071254110186,GALR3
