Probe_ID,import_level_in_forest,gene
cg07790615,0.00039864301586908915,RYR2
cg14669379,0.0020790898108417393,ADORA3
cg18770350,0.00016258677383997072,ACTN2
cg24932457,0.015527333673353218,TNR
cg09799983,9.699800515739806e-05,CYP1B1
cg12338417,0.0008535308643069939,TRIM71
cg17373442,0.0025876991573473896,CHST2
cg17265829,0.0028814846444179002,FAT4
cg00582971,0.00027725856697819324,GRM6
cg13667243,0.0062942594229723915,ADAM19
cg14502484,0.0008452809821859412,SLC6A3
cg22784954,0.00027423384410393055,ADAMTS16
cg08958294,0.004093375620995323,GRM1
cg18952796,0.0036824302137064284,NPTX2
cg21637392,0.002182890171145868,RNF216
cg22052659,0.003438266361439987,CSMD3
cg05863502,0.0065449974177676715,CACNA1B
cg13759674,0.0014643846258135752,GRIN1
cg17538572,0.019123889076097286,CYP26A1
cg19619405,0.0040780663805370055,ADAMTS20
cg20399616,0.0004971449851042704,BCAT1
cg25136495,0.035648384231275,LPAR5
cg26444528,0.052055231189945816,PCDH17
cg27360326,0.007268615954461873,PCDH8
cg02874376,0.002946207386386659,DLK1
cg20965743,0.004318243917032717,ASPG
cg23248887,0.023653125622114548,SSTR1
cg27317046,0.0004767955783469194,LTBP2
cg26860604,0.0024101736764604955,WWP2
cg27267227,0.0017682678403662482,SEZ6L2
cg13545212,0.005690720847212375,SLC13A5
cg03502002,0.0,GALR1
cg13096208,0.028164105233859076,ST8SIA3
cg15215348,0.06457381377546234,PDE4C
cg07113642,0.0,CPXM1
cg07676859,0.00024970252384677783,SSTR4
cg26132320,0.025510801468544786,MMP9
cg10266490,0.017129018681447814,ACOT11
cg10976772,0.0018362519895218743,ACOT7
cg05385513,0.002759012343152962,EFEMP1
cg19370054,0.0008294405577731985,CNGA3
cg14777768,0.005111871074117549,SLC2A2
cg17152757,0.012792912800318742,GHSR
cg06482428,0.00037594685046679784,KCNIP4
cg21739530,0.0017051199228831709,GALNT7
cg26043257,0.0036195351464617664,CD38
cg02792792,0.0030263642837320024,CDO1
cg04306063,0.0035145147436044964,CRHBP
cg08578734,0.0003433754603151594,GRIA1
cg26573704,3.976535206819117e-05,ADAMTS12
cg13315970,0.001191582562313855,NT5E
cg00735923,0.0006395303119285138,CFTR
cg04849842,0.0003063047025663848,KCNK9
cg06998282,0.0,ENPP2
cg09535960,0.0009400979656315324,LOXL2
cg18674980,0.0007103323762948475,CA3
cg15323528,0.0037002548635974037,CDH23
cg04574090,0.002227796096925289,KCNE3
cg13342435,0.0005952439689071543,MPPED2
cg13782615,0.0014170921863753325,STIM1
cg15603568,0.0010061186109551598,GRIA4
cg10646402,9.27083333333333e-05,PTPRO
cg19256314,0.00037193439858695606,SSH1
cg03338754,0.0013216838743223738,F7
cg22881914,0.0008827877882830916,NID2
cg10974980,0.0026388266620864208,LOXL1
cg00044665,0.015235226168784666,CDH5
cg08214995,0.00032470161547064943,HS3ST2
cg07563400,0.0007783675735783503,ADORA2B
cg11814235,0.0006079406407918622,DSC3
cg02770054,0.0003803418803418805,ATP4A
cg06132069,0.006432174848383304,SLC12A5
cg07198552,0.0,CDH4
cg00058879,0.0102747007276373,CACNA1I
cg07879739,0.0012497873972196457,GALR3
