ID,gene,dbeta,feature,cluster
cg02131967,ACE,0.410868,TSS1500,3
cg10266490,ACOT11,0.40184,TSS200,3
cg14672994,ACSF2,0.392636,TSS1500,3
cg26573704,ADAMTS12,0.537121,TSS200,3
cg24676071,ADCY1,0.396025,TSS1500,3
cg23179456,ADCY4,0.584053,TSS200,3
cg09651145,AFAP1L1,0.490839,TSS1500,3
cg07330230,ALDH1L1,0.469527,TSS1500,3
cg14375499,ALOX12,0.376994,TSS200,3
cg08135379,AMIGO2,0.378649,TSS1500,3
cg08076018,ANGPTL2,0.425555,TSS200,3
cg14904662,ANK1,0.449789,TSS1500,3
cg21215929,ANKH,0.423404,TSS1500,3
cg20118643,ANXA2,0.560044,TSS1500,3
cg05308656,ARL4C,0.372493,TSS1500,3
cg15076145,ATOH1,0.388883,TSS1500,1
cg04418091,ATP5G2,0.383003,TSS1500,3
cg11617147,ATXN7L1,0.440127,TSS1500,3
cg25959149,BANF2,0.424255,TSS200,1
cg24715680,BARD1,0.363827,TSS1500,3
cg03276883,BDH2,-0.372236,TSS1500,3
cg09696939,BICC1,0.461661,TSS1500,3
cg18759209,BMP7,0.435415,TSS1500,3
cg04542030,BOLA3,0.38734,TSS1500,3
cg11623855,C11orf41,-0.38404,TSS200,3
cg26459819,C11orf93,0.420731,TSS1500,1
cg04986616,C11orf95,0.459587,TSS1500,1
cg25029264,C15orf26,0.375591,TSS1500,3
cg25374649,C18orf1,0.383136,TSS1500,3
cg08047907,C1orf114,0.488937,TSS200,3
cg19856273,C1orf190,0.396279,TSS1500,3
cg08350814,C2orf88,0.505529,TSS1500,3
cg10908188,C3orf63,-0.409855,TSS1500,1
cg23348723,C7orf16,-0.417316,TSS1500,3
cg18674980,CA3,0.398058,TSS1500,3
cg20608990,CASP8,-0.407639,TSS1500,3
cg17469978,CAV1,0.413643,TSS200,3
cg20687242,CBX5,0.520276,TSS200,1
cg08096786,CCDC102A,0.398892,TSS1500,3
cg03576469,CCDC8,0.554111,TSS200,3
cg11142705,CCK,0.435443,TSS1500,3
cg05281206,CCL13,-0.389425,TSS1500,3
cg01520122,CCL7,-0.393254,TSS1500,3
cg21462428,CCND2,0.392428,TSS1500,3
cg16993682,CD1C,-0.372712,TSS1500,3
cg20143092,CD44,0.391392,TSS200,3
cg22222281,CD9,0.397595,TSS1500,3
cg09857273,CDH17,-0.388806,TSS1500,3
cg24331301,CDH23,0.478454,TSS1500,3
cg23180938,CDO1,0.371318,TSS200,3
cg07984133,CDX2,0.380701,TSS1500,1
cg24816460,CDYL,0.43559,TSS1500,1
cg00735923,CFTR,0.417982,TSS200,3
