Probe_ID,import_level_in_forest,gene
cg03520644,0.0014709247940176884,COL11A1
cg05047401,0.050332262339761735,SEMA4A
cg06355129,0.0008243684913924285,NES
cg14156405,0.001681851705438897,RGS7
cg15031661,0.0005800872988379617,FMN2
cg17154724,0.0,DNM3
cg23049458,0.02053822256419375,L1TD1
cg26841013,0.000800658140044152,WNT3A
cg04037038,0.0004873101500133772,FRZB
cg19053239,0.00020245677888989993,KIF5C
cg00907288,0.002334261333049665,SRGAP3
cg02164046,0.0008977539953565563,SST
cg27083087,0.0010451694748562024,VGLL4
cg00875805,0.0016111623384279835,MAML3
cg03544320,0.0,CRMP1
cg05164933,0.0008111669111354651,SFRP2
cg14866200,0.0005816981137155682,SHISA3
cg08862890,0.0003001984126984128,DOCK2
cg08481075,0.0,COL11A2
cg17264670,0.0005414505684481952,RGS17
cg18675097,0.0803619940648802,NKAPL
cg00840332,0.0004931345557806523,LEP
cg04778012,0.006193333019954371,STAG3
cg13476133,0.00666181863938021,GCK
cg27494647,0.006756557072166344,RARRES2
cg04842146,0.0,RALYL
cg07792478,0.0011997352450454834,MIR124-2
cg16783744,0.010933513643826488,DPYS
cg23290344,0.007943886674260141,NEFM
cg24848035,0.036602859136168155,RGS22
cg14416311,0.0005083080821352928,GAS1
cg06304097,0.00016643291257597008,TCERG1L
cg09053680,0.00010711563289426576,UTF1
cg12377139,0.0028960399488212225,SPAG6
cg22831607,0.0024688449150386646,SFRP5
cg24680586,0.0028230186568895003,INA
cg12161228,0.00048776032151991215,NOX4
cg14416371,0.0,MIR129-2
cg19811337,0.019283535803465836,MAP3K11
cg25774643,0.0,SCT
cg00765705,0.007097479822577486,NCOR2
cg06947913,0.0007570912662855273,FAIM2
cg17241776,0.0360019629665763,DLEU7
cg25032595,0.0002815564694716862,CLDN10
cg05057720,0.04520625470161341,CLEC14A
cg07445246,0.0025679181471786193,TCL1A
cg05905176,0.0,TNFAIP8L3
cg08680048,1.600061639613948e-05,ITPKA
cg18582992,0.00023173601722497618,SHF
cg02732252,0.0009657588790629502,CLDN6
cg03306374,0.000862312746990166,PRKCB
cg16596604,0.0005618325201054844,CRYM
cg00164949,0.0001508091163263577,C1QL1
cg01452847,0.0019388425914171155,MIR196A1
cg02374745,0.0005087531261164699,FBXO39
cg02745847,0.0,IGF2BP1
cg04946749,6.12078633853188e-05,MGAT5B
cg05306745,0.0001877637130801688,TIMP2
cg14002960,8.060152764585301e-06,NOL4
cg02571816,0.00013782423538521098,PPP1R14A
cg07517893,0.0037762711183890667,PPP1R13L
cg22694191,0.0004940206471833297,HAPLN4
cg25352836,0.06477483186847147,TSSK6
cg26870725,0.0003667810634978666,MAST1
cg17508991,0.005898873213559523,HCK
cg18759209,0.0,BMP7
cg19593767,0.0,TOX2
cg26995244,0.03766256868318643,PRR5
cg00630958,0.00021610334110334112,LEPR
cg05374271,0.0,RGS2
cg07810039,0.00046228606146774876,TGFB2
cg09649610,0.0015670055161097136,GNG4
cg10896862,1.0985315210119583e-05,MPZ
cg17080882,0.0016312739182072213,TGFBR3
cg18877506,0.005602331715222933,PDPN
cg22877509,0.00043190779496511976,RUSC1
cg25839439,0.0023464530100524867,CAPZB
cg09211763,0.0,COL5A2
cg09499849,0.0,ACVR1
cg12001304,0.0006615563298490128,SPHKAP
cg16751493,0.0005289168627605366,PPP1R7
cg01009664,0.011269769492870101,TRH
cg02534363,0.0002746044303797467,NBEAL2
cg15873301,0.0,SYN2
cg01114088,0.0,CYTL1
cg13870520,0.00036118486041613647,SCARB2
cg19974227,0.0,RGS12
cg21899596,0.001489768841969892,HOPX
cg23750206,0.0018408966597635887,AFAP1
cg00489401,0.0,FLT4
cg07100000,0.0,FGF18
cg08351336,0.000263915953571126,CARTPT
cg09651145,0.0,AFAP1L1
cg12290311,0.0043646712724034874,DAB2
cg07979401,0.0004986226227888294,LEMD2
cg15925365,0.00024817225664218055,GSTA4
cg20624391,0.0008488725867057828,BVES
cg23165899,0.0,ID4
cg00764217,0.0004841214085314053,ST7
cg01158680,0.00013782423538521104,MAGI2
cg05158615,0.0012584617245413373,NPY
cg07469637,0.0003745791245791245,CDK6
cg16260298,0.0001296620046620047,CAV2
cg17437939,0.0,TAC1
cg18451588,0.00042878651008732303,PRR15
cg21179088,0.0002178919262166525,VSTM2A
cg03348397,0.00021844319775596083,RGS20
cg04127342,0.00422124906380689,PENK
cg07581623,0.006498354593958546,DPYSL2
cg09159022,0.005220452164323135,CSMD1
cg14284618,0.0002313791758741714,TACC1
cg24586039,0.002195250084888556,RBPMS
cg08076018,0.0,ANGPTL2
cg12717594,0.0,RECK
cg13670057,0.0015072673786521598,ABL1
cg06169131,0.0,FGF8
cg06276663,0.00023832381723581591,SH3PXD2A
cg10119075,0.0010336997740959487,ITIH5
cg04142864,0.0,PHLDB1
cg11718030,0.000567751967346288,BDNF
cg15918732,0.0012986340572547466,SERPING1
cg18710784,0.00027583068768010353,OPCML
cg25272143,0.0,AHNAK
cg05741937,0.00046222777619390955,TXNRD1
cg07783282,0.0030140083018181363,USP44
cg12122146,0.0007415835765519393,TMEM132D
cg13391820,0.0,CCND2
cg15341350,0.0019347846777153165,SRRM4
cg24973993,0.002537602553611859,CIT
cg13799919,0.0,POLR1D
cg16727923,0.012269723951038198,SLITRK1
cg01537995,0.0,FLRT2
cg12425861,0.0,PACS2
cg18081258,0.00035385973507333563,NDRG2
cg24319381,0.00024540215623018177,CPEB1
cg26405020,0.0,FES
cg09743950,0.00040718461408116574,ITGAM
cg03635766,0.0,IGFBP4
cg04191427,0.00017246133428168062,RPTOR
cg04918402,0.00038898601398601413,LIMD2
cg10588135,0.0018735226408870332,BCAS3
cg11859607,0.00474659760844379,ADCYAP1
cg03576469,0.0002534935469514908,CCDC8
cg09293816,0.0,FCGRT
cg12034943,0.00028037820832109363,CRTC1
cg21514227,0.0034390133065968853,NOTCH3
cg06571407,0.0011582317702953932,CD40
cg24182521,0.0,PLTP
cg26029902,0.0004385087617759529,RAB22A
cg26186239,0.003637019230769232,EEF1A2
cg19678828,0.0019354417722361275,CYYR1
cg20486569,0.0,CLDN5
