Probe_ID,import_level_in_forest,gene
cg03520644,0.0020679340690466434,COL11A1
cg05047401,0.02969429491537591,SEMA4A
cg06355129,0.00036026054402321146,NES
cg14156405,0.0002159669983013831,RGS7
cg15031661,0.00994479488231205,FMN2
cg17154724,0.0,DNM3
cg23049458,0.013070915069157118,L1TD1
cg26841013,0.0012689715309200606,WNT3A
cg04037038,0.0,FRZB
cg19053239,0.0,KIF5C
cg00907288,0.0,SRGAP3
cg02164046,0.01344816380523437,SST
cg27083087,0.0009055185952016534,VGLL4
cg00875805,0.0007769809808026356,MAML3
cg03544320,0.0,CRMP1
cg05164933,0.0,SFRP2
cg14866200,0.0010293463040972441,SHISA3
cg08862890,7.843277360962408e-05,DOCK2
cg08481075,0.000616292768556397,COL11A2
cg17264670,0.0,RGS17
cg18675097,0.08560826148430302,NKAPL
cg00840332,0.0,LEP
cg04778012,0.0035737909248807808,STAG3
cg13476133,0.007220752060721203,GCK
cg27494647,0.0028597637242577436,RARRES2
cg04842146,0.0,RALYL
cg07792478,0.0025126975449810073,MIR124-2
cg16783744,0.005495535440223963,DPYS
cg23290344,0.0015920168999213,NEFM
cg24848035,0.04752056227847153,RGS22
cg14416311,0.0015245569578047119,GAS1
cg06304097,0.0001964029570782302,TCERG1L
cg09053680,0.0006508500855385304,UTF1
cg12377139,0.03167749204252148,SPAG6
cg22831607,0.0005638326239995376,SFRP5
cg24680586,0.0016642779134034965,INA
cg12161228,0.0,NOX4
cg14416371,0.0,MIR129-2
cg19811337,0.002349049413992987,MAP3K11
cg25774643,0.007777595028721393,SCT
cg00765705,0.0,NCOR2
cg06947913,0.0009450919450919453,FAIM2
cg17241776,0.013136174989336426,DLEU7
cg25032595,0.0006728657003078099,CLDN10
cg05057720,0.0075150939653095584,CLEC14A
cg07445246,0.04770209705438805,TCL1A
cg05905176,0.0013336663336663342,TNFAIP8L3
cg08680048,0.0006504827582066585,ITPKA
cg18582992,0.0007527243155326646,SHF
cg02732252,0.004108818472810559,CLDN6
cg03306374,0.00034157154673283694,PRKCB
cg16596604,0.0004953763267087012,CRYM
cg00164949,0.0002226600369015229,C1QL1
cg01452847,0.0036129626973902336,MIR196A1
cg02374745,0.0027590658720050864,FBXO39
cg02745847,0.0002117822027596462,IGF2BP1
cg04946749,0.0,MGAT5B
cg05306745,0.00012040043290043292,TIMP2
cg14002960,0.006464198899186039,NOL4
cg02571816,0.000162337614468143,PPP1R14A
cg07517893,0.0017623468580552704,PPP1R13L
cg22694191,0.006975774067291012,HAPLN4
cg25352836,0.08550573810776965,TSSK6
cg26870725,0.00010562088682705786,MAST1
cg17508991,0.01147948374713746,HCK
cg18759209,0.004547568292330676,BMP7
cg19593767,0.000493348115299335,TOX2
cg26995244,0.03895227330205262,PRR5
cg00630958,0.000511469757195537,LEPR
cg05374271,0.0,RGS2
cg07810039,0.0005803019653318313,TGFB2
cg09649610,0.0002636646422752187,GNG4
cg10896862,0.003292725813349538,MPZ
cg17080882,0.002441583102753295,TGFBR3
cg18877506,0.0,PDPN
cg22877509,0.0,RUSC1
cg25839439,0.015274897340142257,CAPZB
cg09211763,0.00019640295707823023,COL5A2
cg09499849,0.0005274696022260773,ACVR1
cg12001304,0.0,SPHKAP
cg16751493,0.0005760458032627204,PPP1R7
cg01009664,0.008709752363494605,TRH
cg02534363,0.0,NBEAL2
cg15873301,0.0,SYN2
cg01114088,0.0,CYTL1
cg13870520,0.007061491201099915,SCARB2
cg19974227,0.0005531831221486396,RGS12
cg21899596,0.000356641955519936,HOPX
cg23750206,0.0010621310974361184,AFAP1
cg00489401,0.0002699423718531999,FLT4
cg07100000,0.0010095499690330756,FGF18
cg08351336,0.001528244015598941,CARTPT
cg09651145,0.00021124462245957574,AFAP1L1
cg12290311,0.0,DAB2
cg07979401,0.000979050653095246,LEMD2
cg15925365,0.00047613164059240266,GSTA4
cg20624391,0.0,BVES
cg23165899,0.0,ID4
cg00764217,0.0,ST7
cg01158680,0.0,MAGI2
cg05158615,0.006230273223704066,NPY
cg07469637,0.0,CDK6
cg16260298,0.0,CAV2
cg17437939,0.0,TAC1
cg18451588,0.00019640295707823023,PRR15
cg21179088,0.0021468362670591973,VSTM2A
cg03348397,0.00022695397169450473,RGS20
cg04127342,0.006234064691830465,PENK
cg07581623,0.01661590944376383,DPYSL2
cg09159022,0.0001296620046620047,CSMD1
cg14284618,6.120786338531882e-05,TACC1
cg24586039,0.0007094153840036343,RBPMS
cg08076018,0.0,ANGPTL2
cg12717594,0.0,RECK
cg13670057,0.0,ABL1
cg06169131,0.0011350351775883693,FGF8
cg06276663,0.0011997037180519763,SH3PXD2A
cg10119075,0.002041442312392799,ITIH5
cg04142864,0.00048571057845999094,PHLDB1
cg11718030,0.00019449300699300707,BDNF
cg15918732,0.000209585988955536,SERPING1
cg18710784,0.0003034953111679454,OPCML
cg25272143,0.0003434672946630686,AHNAK
cg05741937,0.0026953118662583083,TXNRD1
cg07783282,0.0024703480992158645,USP44
cg12122146,0.0008712856003580595,TMEM132D
cg13391820,0.0,CCND2
cg15341350,0.0,SRRM4
cg24973993,0.0008637092717771857,CIT
cg13799919,0.0011650062659600065,POLR1D
cg16727923,0.013120167071951247,SLITRK1
cg01537995,0.00023051023051023055,FLRT2
cg12425861,0.0,PACS2
cg18081258,0.0014313555772720928,NDRG2
cg24319381,0.0029884054475425303,CPEB1
cg26405020,0.0018177688520891226,FES
cg09743950,0.0,ITGAM
cg03635766,0.002983472727233682,IGFBP4
cg04191427,0.0038900853735257235,RPTOR
cg04918402,7.20344470344471e-05,LIMD2
cg10588135,0.0004935571079771707,BCAS3
cg11859607,0.0016699502767614218,ADCYAP1
cg03576469,0.0003072649053957463,CCDC8
cg09293816,0.00022890946502057607,FCGRT
cg12034943,0.0,CRTC1
cg21514227,0.0018345097828712526,NOTCH3
cg06571407,0.006664288277173361,CD40
cg24182521,0.0,PLTP
cg26029902,0.0,RAB22A
cg26186239,0.0,EEF1A2
cg19678828,0.002359663171537592,CYYR1
cg20486569,0.0007979200286892595,CLDN5
