Probe_ID,import_level_in_forest,gene
cg26995244,0.07904742372980428,PRR5
cg14231297,0.06334526613269506,ZSCAN18
cg11174855,0.054890445204826506,NKX6-2
cg06083330,0.038532958887499365,POU4F2
cg24604013,0.037142854326216695,SOX1
cg16768018,0.03623828480511098,ZIC4
cg14425564,0.03533145061232303,LHX2
cg13023623,0.029617132490502265,OTX2
cg25547580,0.028485195329401216,ONECUT2
cg06173663,0.025794805107622,CUX1
cg17302155,0.024151598987886054,PRDM13
cg07489048,0.023275921164756037,FOXG1
cg20072171,0.020174190530956995,FEZF2
cg13019491,0.01960859523932641,SIX6
cg05860723,0.019603686559407085,MYF6
cg04415798,0.01935864927277458,PAX9
cg18642503,0.018675683309046526,RFX1
cg00396667,0.018256415721346793,PITX1
cg15540820,0.013590681633489478,EOMES
cg02177231,0.012654380922589331,TBX15
cg04436818,0.01251108161058198,PAX2
cg26299169,0.010249006121432529,PDX1
cg18369516,0.010229306489845255,ZBTB46
cg15564098,0.00868537515960747,EVX1
cg06215569,0.008228366354694002,ALX3
cg04738965,0.008023848764261902,ZIC1
cg21185289,0.00787062718308428,TLX2
cg16727923,0.0075516627508861595,SLITRK1
cg00097146,0.00721525940557648,SIX3
cg04778012,0.006999508673003936,STAG3
cg18279094,0.006558770889991506,FOXD3
cg26521404,0.006322314001286432,HOXA9
cg00800229,0.005862731153052316,SALL2
cg14002960,0.00554302116930918,NOL4
cg20388732,0.004423041076440477,STAT5A
cg16428251,0.004166520101548564,SOX14
cg07080050,0.003957975068233189,HOXC4
cg04142864,0.003439785638167934,PHLDB1
cg02374745,0.0034160030659600832,FBXO39
cg20985450,0.003156441498805589,ZIC5
cg06714480,0.003120055033145964,NEUROD1
cg13791254,0.002918301299003751,FOXE1
cg26422161,0.0027559443435898026,FOXQ1
cg13713922,0.0025875906844984,GLI2
cg14861089,0.0024926905495253893,TLX1
cg14866200,0.0024178009245739156,SHISA3
cg07979401,0.002286124163436561,LEMD2
cg06274159,0.0022723678109887973,ZFP42
cg21183523,0.002187583724924052,ZNF521
cg09106903,0.0021107579879560317,ESRRG
cg05452406,0.0020516442315419345,GCM2
cg24909660,0.001988544191744344,NR1H3
cg26844246,0.0019294714148853506,TLX3
cg08044097,0.0018776416834594782,SOX17
cg06947913,0.001821539525705303,FAIM2
cg12702981,0.0016939851476436845,NR1I2
cg09159022,0.0016587555182049124,CSMD1
cg18710784,0.0015556524186732057,OPCML
cg07847030,0.0014553423098520098,TCF7L1
cg12122146,0.0014416665124462422,TMEM132D
cg06733419,0.0013891991377391031,TBX18
cg22474464,0.0012225931079210665,NKX2-2
cg18372607,0.001185878684889656,PAX6
cg18091615,0.0011264365671846475,CREB3L2
cg10244666,0.0011087326962912697,WT1
cg03604011,0.0011036231961378277,AHRR
cg23710218,0.0011015711912662966,MSC
cg10364040,0.0010983134512546283,HOXD10
cg05835105,0.0010705048307733148,PITX2
cg10530883,0.001069348744832778,IRX1
cg07974511,0.0009749423888796712,OTX1
cg06392169,0.0009509857591022621,IRF4
cg14625175,0.0009391294785004,HOXA10
cg18396984,0.0007986741098316529,NKX2-8
cg14416311,0.0007620545328786599,GAS1
cg03576469,0.0007451345874530076,CCDC8
cg18451588,0.0007238625013707755,PRR15
cg01146232,0.0007111030893154539,SALL1
cg16126280,0.0006840373249041979,EBF1
cg09420439,0.0005786918680492136,HOXA1
cg07084627,0.0005182848024283786,NFIL3
cg27252696,0.0005170540858645497,SIM1
cg19897940,0.0004959148482221508,FLI1
cg11546137,0.00041067395312555425,HOXD11
cg09238180,0.00039161028556557507,HOXD8
cg07317062,0.0003905268853286556,HOXA4
cg13267264,0.0002397573855956433,PRDM14
cg13482308,0.00022531645569620257,PAX5
cg26492446,0.00014564156512083225,BHLHE23
cg18722841,8.129338691998536e-05,PHOX2A
cg03774514,4.856663532621713e-05,FOXA2
cg10717463,2.7806504648390273e-05,SALL3
cg08097882,0.0,POU4F1
cg06550984,0.0,PTF1A
cg09180848,0.0,BNC1
cg22674699,0.0,HOXD9
cg23906738,0.0,NKX2-1
cg00764217,0.0,ST7
cg15133719,0.0,PAX3
