Probe_ID,import_level_in_forest,gene
cg13023623,0.06472611154606078,OTX2
cg26995244,0.051071658713950585,PRR5
cg06173663,0.04871222747143524,CUX1
cg24604013,0.04574585865416709,SOX1
cg06083330,0.04090313216627581,POU4F2
cg05860723,0.036707230714273106,MYF6
cg25547580,0.032576193634274934,ONECUT2
cg16768018,0.02715054119153672,ZIC4
cg07489048,0.02711295160473516,FOXG1
cg14231297,0.026955551367550155,ZSCAN18
cg20072171,0.024117260795811536,FEZF2
cg11174855,0.022819832381296635,NKX6-2
cg15540820,0.021105823538654596,EOMES
cg00396667,0.016541978253548865,PITX1
cg16727923,0.014552943543108267,SLITRK1
cg18642503,0.014486470580710042,RFX1
cg09238180,0.013948812261372264,HOXD8
cg14425564,0.013771143557986636,LHX2
cg00097146,0.012881231889415139,SIX3
cg06714480,0.012415996666099816,NEUROD1
cg17302155,0.012224119758411693,PRDM13
cg26299169,0.012013789183081465,PDX1
cg04415798,0.01146088568089213,PAX9
cg02177231,0.00988969143932988,TBX15
cg13019491,0.009073355033624659,SIX6
cg08044097,0.009013318567074107,SOX17
cg18369516,0.008091203488338384,ZBTB46
cg15564098,0.007093916897786956,EVX1
cg10244666,0.006830480600020955,WT1
cg23906738,0.006455193063588308,NKX2-1
cg13713922,0.005821517234653274,GLI2
cg05835105,0.005224646261616033,PITX2
cg16428251,0.004620096641940375,SOX14
cg18396984,0.004404230930195566,NKX2-8
cg26422161,0.004000772970222836,FOXQ1
cg04738965,0.00393903937533838,ZIC1
cg06733419,0.0037520421588984505,TBX18
cg04778012,0.0035507920530671267,STAG3
cg20388732,0.0035322233001175555,STAT5A
cg24909660,0.0033547768575160307,NR1H3
cg18372607,0.003154439291568879,PAX6
cg03576469,0.0031351357406699076,CCDC8
cg13482308,0.0029802050222090815,PAX5
cg00800229,0.0027859417471533796,SALL2
cg07979401,0.00275722078371548,LEMD2
cg11546137,0.002459353579775743,HOXD11
cg14866200,0.0023614094688838598,SHISA3
cg20985450,0.0023504707565487736,ZIC5
cg00764217,0.0022614066691223774,ST7
cg06947913,0.0022529872525438475,FAIM2
cg07080050,0.0022479016993644653,HOXC4
cg14861089,0.0022476451018194855,TLX1
cg18722841,0.002213305280240015,PHOX2A
cg04436818,0.002150138752637908,PAX2
cg07847030,0.0020948686955655606,TCF7L1
cg12122146,0.0020646571191010616,TMEM132D
cg12702981,0.001958013110753744,NR1I2
cg05452406,0.001749734819881119,GCM2
cg27252696,0.0017376910016977931,SIM1
cg22674699,0.0016686283837453368,HOXD9
cg18091615,0.0016661801899636305,CREB3L2
cg21183523,0.001551207980010004,ZNF521
cg01146232,0.001457430783509617,SALL1
cg06215569,0.0012125569478728818,ALX3
cg26844246,0.001091411328712533,TLX3
cg26492446,0.000962966775445643,BHLHE23
cg23710218,0.0009603140868413154,MSC
cg22474464,0.0009231989265869752,NKX2-2
cg10364040,0.0008938534200082886,HOXD10
cg07974511,0.0007777369064086942,OTX1
cg03774514,0.0007076874553987157,FOXA2
cg09180848,0.0006344338718277833,BNC1
cg07084627,0.0006047075952438728,NFIL3
cg09420439,0.0005584601168197382,HOXA1
cg26521404,0.0005445804195804197,HOXA9
cg08097882,0.0005444455680652003,POU4F1
cg09159022,0.00045568853265419873,CSMD1
cg14002960,0.0004113343158368662,NOL4
cg18279094,0.0003943522183151548,FOXD3
cg07317062,0.0003599449971689718,HOXA4
cg18451588,0.0003122853042274683,PRR15
cg13791254,0.00031134302686026825,FOXE1
cg21185289,0.00027269795194323514,TLX2
cg16126280,0.0002376502002670227,EBF1
cg10530883,0.0002376502002670227,IRX1
cg14625175,0.00022621367448953655,HOXA10
cg18710784,0.00021608779056304039,OPCML
cg14416311,0.0001997194950911641,GAS1
cg02374745,0.00019001361052547306,FBXO39
cg06274159,5.710065351675593e-05,ZFP42
cg03604011,4.154817196617869e-05,AHRR
cg13267264,0.0,PRDM14
cg19897940,0.0,FLI1
cg04142864,0.0,PHLDB1
cg06550984,0.0,PTF1A
cg06392169,0.0,IRF4
cg10717463,0.0,SALL3
cg15133719,0.0,PAX3
cg09106903,0.0,ESRRG
