Probe_ID,import_level_in_forest,gene,iteration,Probe_ID,import_level_in_forest,gene,iteration,Probe_ID,import_level_in_forest,gene,iteration,Probe_ID,import_level_in_forest,gene,iteration,Probe_ID,import_level_in_forest,gene,iteration
cg14231297,0.09667092893832893,ZSCAN18,1,cg14231297,0.08892724601246435,ZSCAN18,2,cg14231297,0.1384354829481637,ZSCAN18,3,cg14231297,0.07828811485126189,ZSCAN18,4,cg14231297,0.058911340974731906,ZSCAN18,5
cg26995244,0.05437346663789666,PRR5,1,cg26995244,0.080036748076225,PRR5,2,cg26995244,0.027098537189379532,PRR5,3,cg26995244,0.081287204527367,PRR5,4,cg26995244,0.09032587991290189,PRR5,5
cg06173663,0.050909259165821306,CUX1,1,cg06173663,0.059934280514419,CUX1,2,cg06173663,0.06018229163106771,CUX1,3,cg06173663,0.057919103528409205,CUX1,4,cg06173663,0.06866342963368896,CUX1,5
cg25547580,0.047104314979066135,ONECUT2,1,cg25547580,0.04867770309888329,ONECUT2,2,cg25547580,0.037920170292855604,ONECUT2,3,cg25547580,0.035056931018253044,ONECUT2,4,cg25547580,0.048758346573973495,ONECUT2,5
cg18642503,0.04634725093580443,RFX1,1,cg18642503,0.013806388290519037,RFX1,2,cg18642503,0.02157747729780562,RFX1,3,cg18642503,0.008315665322883857,RFX1,4,cg18642503,0.02926674667279882,RFX1,5
cg16768018,0.03941679637982271,ZIC4,1,cg16768018,0.04385195475782771,ZIC4,2,cg16768018,0.02369837853021846,ZIC4,3,cg16768018,0.03573077985018603,ZIC4,4,cg16768018,0.03935040006315708,ZIC4,5
cg13023623,0.03516381083870896,OTX2,1,cg13023623,0.0693798732088157,OTX2,2,cg13023623,0.036375239093087056,OTX2,3,cg13023623,0.017158317646593705,OTX2,4,cg13023623,0.04837955166887894,OTX2,5
cg05860723,0.032565759166475,MYF6,1,cg05860723,0.012274235196151478,MYF6,2,cg05860723,0.03808313770720399,MYF6,3,cg05860723,0.0378809494859551,MYF6,4,cg05860723,0.05638203915505702,MYF6,5
cg24604013,0.022005993831443357,SOX1,1,cg24604013,0.03407705018361808,SOX1,2,cg24604013,0.03743161402449007,SOX1,3,cg24604013,0.06262930769412701,SOX1,4,cg24604013,0.03461268102495947,SOX1,5
cg07974511,0.02192152742383199,OTX1,1,cg07974511,0.0,OTX1,2,cg07974511,0.0009597469258045904,OTX1,3,cg07974511,0.0011145570101945067,OTX1,4,cg07974511,0.0014067049034733885,OTX1,5
cg13019491,0.020323960603354962,SIX6,1,cg13019491,0.019523153011119548,SIX6,2,cg13019491,0.012733397732256933,SIX6,3,cg13019491,0.002897055790600128,SIX6,4,cg13019491,0.008080208070303003,SIX6,5
cg06083330,0.019730039125772276,POU4F2,1,cg06083330,0.021994903578738335,POU4F2,2,cg06083330,0.0027298186046334962,POU4F2,3,cg06083330,0.0328419240878128,POU4F2,4,cg06083330,0.025359366268543442,POU4F2,5
cg11174855,0.019083978589027866,NKX6-2,1,cg11174855,0.061958028907357576,NKX6-2,2,cg11174855,0.08013208565091307,NKX6-2,3,cg11174855,0.05158245557972571,NKX6-2,4,cg11174855,0.040231851546189655,NKX6-2,5
cg00396667,0.018827413393208373,PITX1,1,cg00396667,0.0327716193243601,PITX1,2,cg00396667,0.010948999428624291,PITX1,3,cg00396667,0.037205812112214805,PITX1,4,cg00396667,0.015920867300053286,PITX1,5
cg14425564,0.018159644226821807,LHX2,1,cg14425564,0.013697284525553915,LHX2,2,cg14425564,0.0002119804692151959,LHX2,3,cg14425564,0.04039059653674143,LHX2,4,cg14425564,0.0026063724251575845,LHX2,5
cg04778012,0.017640530264035097,STAG3,1,cg04778012,0.013318264288913894,STAG3,2,cg04778012,0.009770702056850641,STAG3,3,cg04778012,0.008334976659244608,STAG3,4,cg04778012,0.0014148347489446103,STAG3,5
cg20072171,0.01686827659522945,FEZF2,1,cg20072171,0.0029892143395633874,FEZF2,2,cg20072171,0.00564949942927699,FEZF2,3,cg20072171,0.027907266536515016,FEZF2,4,cg20072171,0.007620115720258119,FEZF2,5
cg10244666,0.010475883453029236,WT1,1,cg10244666,0.002102575547665341,WT1,2,cg10244666,0.008835319537781843,WT1,3,cg10244666,0.015608960532337911,WT1,4,cg10244666,0.021175741405911403,WT1,5
cg02177231,0.010454396242372817,TBX15,1,cg02177231,0.007206133504011031,TBX15,2,cg02177231,0.010627102383215173,TBX15,3,cg02177231,0.00538272517638129,TBX15,4,cg02177231,0.00024797533249126976,TBX15,5
cg04415798,0.010263433423704034,PAX9,1,cg04415798,0.028654708548327468,PAX9,2,cg04415798,0.020362870471176023,PAX9,3,cg04415798,0.015349760149727639,PAX9,4,cg04415798,0.013182496040836216,PAX9,5
cg26299169,0.009713713214177458,PDX1,1,cg26299169,0.007020935681277746,PDX1,2,cg26299169,0.0008770688658853174,PDX1,3,cg26299169,0.015362983518600656,PDX1,4,cg26299169,0.0027344624391697535,PDX1,5
cg17302155,0.008846671032787214,PRDM13,1,cg17302155,0.02866202960845431,PRDM13,2,cg17302155,0.005472546770721828,PRDM13,3,cg17302155,0.018652906661093597,PRDM13,4,cg17302155,0.002152805889747499,PRDM13,5
cg07489048,0.008518900114146268,FOXG1,1,cg07489048,0.01142261248961553,FOXG1,2,cg07489048,0.0038368412025527898,FOXG1,3,cg07489048,0.024969429819130147,FOXG1,4,cg07489048,0.004325293288126015,FOXG1,5
cg10364040,0.008483485627643977,HOXD10,1,cg10364040,0.0,HOXD10,2,cg10364040,6.892988397456892e-05,HOXD10,3,cg10364040,0.0,HOXD10,4,cg10364040,0.0030505689754265516,HOXD10,5
cg20388732,0.008083474566577377,STAT5A,1,cg20388732,0.009385946674289939,STAT5A,2,cg20388732,0.0012279395851977754,STAT5A,3,cg20388732,0.00010696754007790839,STAT5A,4,cg20388732,0.003619440597940235,STAT5A,5
cg18372607,0.007927812410251239,PAX6,1,cg18372607,0.006123442312446199,PAX6,2,cg18372607,0.016825807251901834,PAX6,3,cg18372607,0.0018152196382065576,PAX6,4,cg18372607,0.014164775932925432,PAX6,5
cg15540820,0.007879538844190362,EOMES,1,cg15540820,0.006034732439758553,EOMES,2,cg15540820,0.03538307834879617,EOMES,3,cg15540820,0.008885033367813247,EOMES,4,cg15540820,0.03422526735385264,EOMES,5
cg13713922,0.006971303589370312,GLI2,1,cg13713922,0.002232563379491322,GLI2,2,cg13713922,0.00869018950016865,GLI2,3,cg13713922,0.0004531594249285603,GLI2,4,cg13713922,0.006986087737613149,GLI2,5
cg26521404,0.006416472395786535,HOXA9,1,cg26521404,0.0013220967621411575,HOXA9,2,cg26521404,0.0036204707856387916,HOXA9,3,cg26521404,0.00019389978213507628,HOXA9,4,cg26521404,0.0,HOXA9,5
cg06215569,0.006253732263634122,ALX3,1,cg06215569,0.001020694590840501,ALX3,2,cg06215569,0.01158418158380756,ALX3,3,cg06215569,0.004056526225082756,ALX3,4,cg06215569,0.00175442531344184,ALX3,5
cg16727923,0.005631334920349873,SLITRK1,1,cg16727923,0.012042229830147702,SLITRK1,2,cg16727923,0.011831280884245336,SLITRK1,3,cg16727923,0.002273008311405472,SLITRK1,4,cg16727923,0.010963251814595431,SLITRK1,5
cg09238180,0.00547229587550386,HOXD8,1,cg09238180,0.006790948250404064,HOXD8,2,cg09238180,0.00247825300791782,HOXD8,3,cg09238180,0.0014179180161141421,HOXD8,4,cg09238180,0.0005505059930429742,HOXD8,5
cg21185289,0.004420714786638071,TLX2,1,cg21185289,0.0007547217674613696,TLX2,2,cg21185289,0.004370199737597495,TLX2,3,cg21185289,0.00040652611444966295,TLX2,4,cg21185289,0.0016361833262380342,TLX2,5
cg26492446,0.004018596922687913,BHLHE23,1,cg26492446,0.00014059498534020831,BHLHE23,2,cg26492446,0.0015279706790123462,BHLHE23,3,cg26492446,0.0011429057302278567,BHLHE23,4,cg26492446,0.0007444953897460295,BHLHE23,5
cg18369516,0.003681203103639946,ZBTB46,1,cg18369516,0.0050222315037122805,ZBTB46,2,cg18369516,0.000766903534026234,ZBTB46,3,cg18369516,0.006212417869166142,ZBTB46,4,cg18369516,0.010558112704800367,ZBTB46,5
cg06714480,0.003502410348345107,NEUROD1,1,cg06714480,0.0056533661097440515,NEUROD1,2,cg06714480,0.021376033184162434,NEUROD1,3,cg06714480,0.002549970584782918,NEUROD1,4,cg06714480,0.008585480424994232,NEUROD1,5
cg03604011,0.0034683448140003193,AHRR,1,cg03604011,0.00026378527171682644,AHRR,2,cg03604011,0.0021967543017792817,AHRR,3,cg03604011,0.0007384728364920995,AHRR,4,cg03604011,0.0,AHRR,5
cg18396984,0.0028800344419188154,NKX2-8,1,cg18396984,0.0007584797760018119,NKX2-8,2,cg18396984,0.00022016958957496045,NKX2-8,3,cg18396984,0.00320040208969061,NKX2-8,4,cg18396984,0.002461851267521224,NKX2-8,5
cg10530883,0.002855602122019668,IRX1,1,cg10530883,0.0005987155284812246,IRX1,2,cg10530883,0.0,IRX1,3,cg10530883,0.003047146550968455,IRX1,4,cg10530883,0.0,IRX1,5
cg05452406,0.002790792651267907,GCM2,1,cg05452406,0.0022946877921734238,GCM2,2,cg05452406,0.0010382398917430766,GCM2,3,cg05452406,0.0,GCM2,4,cg05452406,0.002582945443412545,GCM2,5
cg06550984,0.002682034880243245,PTF1A,1,cg06550984,0.0004900467423853506,PTF1A,2,cg06550984,0.00039676053198603174,PTF1A,3,cg06550984,0.0005450926351247893,PTF1A,4,cg06550984,0.00030161823265271526,PTF1A,5
cg09420439,0.002591501229594367,HOXA1,1,cg09420439,0.0015122088127926187,HOXA1,2,cg09420439,0.0,HOXA1,3,cg09420439,0.0018679092234387593,HOXA1,4,cg09420439,0.0,HOXA1,5
cg26844246,0.002415611682184108,TLX3,1,cg26844246,0.003177464298153952,TLX3,2,cg26844246,0.0014658121985208347,TLX3,3,cg26844246,0.00864039553077915,TLX3,4,cg26844246,0.0,TLX3,5
cg13267264,0.0023034233265411728,PRDM14,1,cg13267264,0.0,PRDM14,2,cg13267264,0.0033605913925103476,PRDM14,3,cg13267264,0.0005199610516066214,PRDM14,4,cg13267264,0.005016599356956213,PRDM14,5
cg07979401,0.002099545666356011,LEMD2,1,cg07979401,0.003527800072474492,LEMD2,2,cg07979401,0.0005042411292411293,LEMD2,3,cg07979401,0.0019173840655104086,LEMD2,4,cg07979401,0.0,LEMD2,5
cg06274159,0.002072335299194477,ZFP42,1,cg06274159,0.002442254604106842,ZFP42,2,cg06274159,0.0005281115561489393,ZFP42,3,cg06274159,0.0003287759657186407,ZFP42,4,cg06274159,0.0003068796204347347,ZFP42,5
cg14866200,0.002012315808489689,SHISA3,1,cg14866200,0.0017767467151771036,SHISA3,2,cg14866200,0.0012477140232609633,SHISA3,3,cg14866200,0.0017626389550237233,SHISA3,4,cg14866200,0.0026575985807791953,SHISA3,5
cg22474464,0.0017581712350289013,NKX2-2,1,cg22474464,0.002837923882963664,NKX2-2,2,cg22474464,0.002328582132273411,NKX2-2,3,cg22474464,0.003909382130265103,NKX2-2,4,cg22474464,0.0006073529779735947,NKX2-2,5
cg27252696,0.0017392276346941016,SIM1,1,cg27252696,0.0002146026234567901,SIM1,2,cg27252696,0.0003054221002059029,SIM1,3,cg27252696,0.003656670626751375,SIM1,4,cg27252696,0.0006354805702574334,SIM1,5
cg24909660,0.0016511762568544902,NR1H3,1,cg24909660,0.0010338826639085504,NR1H3,2,cg24909660,0.0019561428637963935,NR1H3,3,cg24909660,0.0010844728973320719,NR1H3,4,cg24909660,0.0017749314626629097,NR1H3,5
cg09106903,0.0014781725267276444,ESRRG,1,cg09106903,0.0,ESRRG,2,cg09106903,0.0020822454277422122,ESRRG,3,cg09106903,0.0001530450287228971,ESRRG,4,cg09106903,0.001800698102767959,ESRRG,5
cg21183523,0.0013979691939773153,ZNF521,1,cg21183523,0.0009025879760224842,ZNF521,2,cg21183523,0.0006409744107753748,ZNF521,3,cg21183523,0.004110930582087913,ZNF521,4,cg21183523,0.0010956652402488165,ZNF521,5
cg00764217,0.001309894556423211,ST7,1,cg00764217,0.0006169463849714634,ST7,2,cg00764217,0.00045344099582244354,ST7,3,cg00764217,0.0006660537119397879,ST7,4,cg00764217,0.0008832551466512779,ST7,5
cg11546137,0.001026017859235818,HOXD11,1,cg11546137,0.0,HOXD11,2,cg11546137,0.0005577167130241521,HOXD11,3,cg11546137,0.0,HOXD11,4,cg11546137,0.0008244830438378826,HOXD11,5
cg01146232,0.0010072872247210707,SALL1,1,cg01146232,0.00028838637293380484,SALL1,2,cg01146232,0.014210305474810864,SALL1,3,cg01146232,8.019752018454425e-05,SALL1,4,cg01146232,0.0011169678714859435,SALL1,5
cg13482308,0.0009634328519777435,PAX5,1,cg13482308,0.0006629216138887127,PAX5,2,cg13482308,0.00038156484458735267,PAX5,3,cg13482308,0.0015531740840758002,PAX5,4,cg13482308,0.0002946044356173452,PAX5,5
cg18710784,0.0009474998707609596,OPCML,1,cg18710784,0.008759485791289663,OPCML,2,cg18710784,0.00010876556550375651,OPCML,3,cg18710784,0.001041006617255924,OPCML,4,cg18710784,0.001109773437127802,OPCML,5
cg14625175,0.0009462532047328073,HOXA10,1,cg14625175,0.002644970522385122,HOXA10,2,cg14625175,0.0006384991967814057,HOXA10,3,cg14625175,0.0,HOXA10,4,cg14625175,0.002587718841062826,HOXA10,5
cg10717463,0.0009101001243517337,SALL3,1,cg10717463,0.0058869555873806295,SALL3,2,cg10717463,0.0007564871162714455,SALL3,3,cg10717463,0.00755468966314681,SALL3,4,cg10717463,0.0002783250461269037,SALL3,5
cg07084627,0.0009079617536141085,NFIL3,1,cg07084627,0.00036821179399304396,NFIL3,2,cg07084627,0.00033522393716635434,NFIL3,3,cg07084627,0.0028961574552364556,NFIL3,4,cg07084627,0.0013961863733013221,NFIL3,5
cg15133719,0.0008791890849559426,PAX3,1,cg15133719,0.00024631623148572317,PAX3,2,cg15133719,0.0017908430202686577,PAX3,3,cg15133719,0.0029695128108950322,PAX3,4,cg15133719,0.0010893650383704192,PAX3,5
cg18091615,0.0005913809833160377,CREB3L2,1,cg18091615,1.3410686912347619e-05,CREB3L2,2,cg18091615,0.002354650865863068,CREB3L2,3,cg18091615,0.008185986571169073,CREB3L2,4,cg18091615,0.0001600562617882612,CREB3L2,5
cg02374745,0.0005841717716087675,FBXO39,1,cg02374745,0.002295818054531406,FBXO39,2,cg02374745,0.0005894913899383455,FBXO39,3,cg02374745,0.002033632774084521,FBXO39,4,cg02374745,0.0008375977019866125,FBXO39,5
cg04738965,0.000519667956432018,ZIC1,1,cg04738965,0.0015164856936059489,ZIC1,2,cg04738965,0.00046656267979797416,ZIC1,3,cg04738965,0.007404780688149091,ZIC1,4,cg04738965,0.006954520609608282,ZIC1,5
cg13791254,0.00048120757477193723,FOXE1,1,cg13791254,0.0,FOXE1,2,cg13791254,0.0009520753102267871,FOXE1,3,cg13791254,0.003948093135055783,FOXE1,4,cg13791254,0.00025842044134727056,FOXE1,5
cg04436818,0.0004718769257946823,PAX2,1,cg04436818,0.006762883331106714,PAX2,2,cg04436818,0.0025849216996717984,PAX2,3,cg04436818,0.0013519705443542655,PAX2,4,cg04436818,0.00291835305564996,PAX2,5
cg09180848,0.00043984321745057934,BNC1,1,cg09180848,0.0,BNC1,2,cg09180848,0.0007702214227975249,BNC1,3,cg09180848,0.0014490563446299379,BNC1,4,cg09180848,0.0002970627503337784,BNC1,5
cg14002960,0.00042892654220779217,NOL4,1,cg14002960,0.000589042787093971,NOL4,2,cg14002960,0.00859855822160516,NOL4,3,cg14002960,0.0009577712062187444,NOL4,4,cg14002960,0.0014766575598357705,NOL4,5
cg12122146,0.00040854736165622346,TMEM132D,1,cg12122146,0.0010144521599040348,TMEM132D,2,cg12122146,0.00022750511247443775,TMEM132D,3,cg12122146,0.0,TMEM132D,4,cg12122146,0.0,TMEM132D,5
cg08044097,0.0003937648428936792,SOX17,1,cg08044097,0.0030186873048804953,SOX17,2,cg08044097,0.0031307174460052005,SOX17,3,cg08044097,0.000334123462943123,SOX17,4,cg08044097,0.0,SOX17,5
cg05835105,0.00037571766295170554,PITX2,1,cg05835105,0.002548932957376959,PITX2,2,cg05835105,0.00020804114071996268,PITX2,3,cg05835105,0.0,PITX2,4,cg05835105,0.0,PITX2,5
cg22674699,0.0003410005236337629,HOXD9,1,cg22674699,0.0006215223407726204,HOXD9,2,cg22674699,0.0014267759352596411,HOXD9,3,cg22674699,0.0007124850915630783,HOXD9,4,cg22674699,0.00038156484458735246,HOXD9,5
cg26422161,0.0003365236913624011,FOXQ1,1,cg26422161,0.0017427349213655346,FOXQ1,2,cg26422161,0.00015159068438063452,FOXQ1,3,cg26422161,0.0003534992121848739,FOXQ1,4,cg26422161,0.00429970267114392,FOXQ1,5
cg06947913,0.00033142999006951357,FAIM2,1,cg06947913,0.00019314236111111114,FAIM2,2,cg06947913,0.003301519313396466,FAIM2,3,cg06947913,0.00023463039122640524,FAIM2,4,cg06947913,0.0027393671143671155,FAIM2,5
cg07080050,0.0003066426672513996,HOXC4,1,cg07080050,0.003226912022418823,HOXC4,2,cg07080050,0.0029997834444379593,HOXC4,3,cg07080050,0.0,HOXC4,4,cg07080050,0.0006024585462062312,HOXC4,5
cg09159022,0.0002686746112239794,CSMD1,1,cg09159022,0.0,CSMD1,2,cg09159022,0.0005142071388128172,CSMD1,3,cg09159022,0.0011148760796447434,CSMD1,4,cg09159022,0.0,CSMD1,5
cg20985450,0.00025437656305823497,ZIC5,1,cg20985450,0.0,ZIC5,2,cg20985450,0.0016165235337500313,ZIC5,3,cg20985450,0.0012144859249998256,ZIC5,4,cg20985450,0.0,ZIC5,5
cg03774514,0.0002384780278670953,FOXA2,1,cg03774514,0.0022555843313583784,FOXA2,2,cg03774514,0.0006020021645021646,FOXA2,3,cg03774514,0.004255942330010567,FOXA2,4,cg03774514,0.00040103120990591127,FOXA2,5
cg18279094,0.0002359863030355329,FOXD3,1,cg18279094,0.003385384145713709,FOXD3,2,cg18279094,0.0003752480158730161,FOXD3,3,cg18279094,0.00032190393518518516,FOXD3,4,cg18279094,0.0,FOXD3,5
cg19897940,0.00020066738816738815,FLI1,1,cg19897940,0.0005617526222773072,FLI1,2,cg19897940,0.0007422001230050765,FLI1,3,cg19897940,0.000537581917273075,FLI1,4,cg19897940,0.0,FLI1,5
cg07847030,6.07082941577714e-05,TCF7L1,1,cg07847030,0.0003338835534213687,TCF7L1,2,cg07847030,0.0004672077948173869,TCF7L1,3,cg07847030,0.001853488562141495,TCF7L1,4,cg07847030,0.0010261268826382498,TCF7L1,5
cg18451588,5.83839593850714e-05,PRR15,1,cg18451588,0.000951801659634369,PRR15,2,cg18451588,0.0020847602185902806,PRR15,3,cg18451588,0.002694356717928116,PRR15,4,cg18451588,0.002988478129445985,PRR15,5
cg18722841,5.568611400236894e-05,PHOX2A,1,cg18722841,0.0013966704380478589,PHOX2A,2,cg18722841,0.0013683586975647896,PHOX2A,3,cg18722841,0.0,PHOX2A,4,cg18722841,0.0,PHOX2A,5
cg00800229,3.259567665585021e-05,SALL2,1,cg00800229,0.0005889164598842018,SALL2,2,cg00800229,0.00022084367245657572,SALL2,3,cg00800229,0.0018336350101240038,SALL2,4,cg00800229,0.0005546791313662482,SALL2,5
cg07317062,0.0,HOXA4,1,cg07317062,0.0002640427215189874,HOXA4,2,cg07317062,0.0011693421116174855,HOXA4,3,cg07317062,0.007086444929836223,HOXA4,4,cg07317062,0.0006162750428611998,HOXA4,5
cg04142864,0.0,PHLDB1,1,cg04142864,0.004317067078936837,PHLDB1,2,cg04142864,0.0032282509837053513,PHLDB1,3,cg04142864,0.0020224985713134884,PHLDB1,4,cg04142864,0.0005668007599800452,PHLDB1,5
cg14416311,0.0,GAS1,1,cg14416311,0.0013180513160994506,GAS1,2,cg14416311,0.0,GAS1,3,cg14416311,0.0003387224454999391,GAS1,4,cg14416311,0.0,GAS1,5
cg06733419,0.0,TBX18,1,cg06733419,0.0005260793493166882,TBX18,2,cg06733419,0.0003425419089976057,TBX18,3,cg06733419,0.001872928150093554,TBX18,4,cg06733419,0.0002032334672999634,TBX18,5
cg16428251,0.0,SOX14,1,cg16428251,0.0007825654502393982,SOX14,2,cg16428251,0.000910575141647697,SOX14,3,cg16428251,0.0016441752350521285,SOX14,4,cg16428251,0.0,SOX14,5
cg06392169,0.0,IRF4,1,cg06392169,0.0,IRF4,2,cg06392169,0.00020035762066481427,IRF4,3,cg06392169,0.00030161823265271537,IRF4,4,cg06392169,0.0,IRF4,5
cg08097882,0.0,POU4F1,1,cg08097882,0.0008621941764452541,POU4F1,2,cg08097882,0.0,POU4F1,3,cg08097882,3.7475118664828956e-05,POU4F1,4,cg08097882,0.0007988186187378622,POU4F1,5
cg12702981,0.0,NR1I2,1,cg12702981,0.0013306686734678626,NR1I2,2,cg12702981,0.006189077972466245,NR1I2,3,cg12702981,0.005375542785244601,NR1I2,4,cg12702981,0.004275044316388925,NR1I2,5
cg14861089,0.0,TLX1,1,cg14861089,0.0017317287695117467,TLX1,2,cg14861089,0.0008665485853274718,TLX1,3,cg14861089,0.0,TLX1,4,cg14861089,0.0028571553598605226,TLX1,5
cg16126280,0.0,EBF1,1,cg16126280,0.0007877091830332776,EBF1,2,cg16126280,0.0014520847286100807,EBF1,3,cg16126280,0.00014807901480375397,EBF1,4,cg16126280,0.0,EBF1,5
cg23710218,0.0,MSC,1,cg23710218,0.0018823781600828073,MSC,2,cg23710218,0.000735404317251092,MSC,3,cg23710218,0.0008738750264931102,MSC,4,cg23710218,0.0,MSC,5
cg00097146,0.0,SIX3,1,cg00097146,0.010684053929823177,SIX3,2,cg00097146,1.1394626262867663e-05,SIX3,3,cg00097146,0.0010408394728471024,SIX3,4,cg00097146,0.00117023141654979,SIX3,5
cg23906738,0.0,NKX2-1,1,cg23906738,0.00026756550181012936,NKX2-1,2,cg23906738,0.0002978217739320807,NKX2-1,3,cg23906738,0.002087707765629396,NKX2-1,4,cg23906738,0.0,NKX2-1,5
cg03576469,0.0,CCDC8,1,cg03576469,0.0007153765774455428,CCDC8,2,cg03576469,0.001615811960639547,CCDC8,3,cg03576469,0.0005518353174603176,CCDC8,4,cg03576469,0.0,CCDC8,5
cg15564098,0.0,EVX1,1,cg15564098,0.005736678846745757,EVX1,2,cg15564098,0.0003111847309694367,EVX1,3,cg15564098,0.002613500374525736,EVX1,4,cg15564098,0.003800661195759941,EVX1,5
