Probe_ID,import_score_in_rfecv,import_rank_in_rfecv,should_use
cg03520644,0.953072625698324,15,False
cg05047401,0.9731843575418996,57,False
cg06355129,0.9731843575418996,56,False
cg07790615,0.9731843575418994,54,False
cg09106903,0.9798882681564246,53,False
cg14156405,0.9810055865921787,52,False
cg14669379,0.9787709497206704,51,False
cg15031661,0.9798882681564246,50,False
cg17154724,0.982122905027933,49,False
cg18279094,0.9810055865921787,58,False
cg18770350,0.9810055865921787,60,False
cg23049458,0.9787709497206704,65,False
cg24932457,0.9787709497206704,64,False
cg26841013,0.9787709497206704,66,False
cg00097146,0.9798882681564246,68,False
cg04037038,0.9798882681564246,70,False
cg07974511,0.9798882681564246,72,False
cg09238180,0.9810055865921787,75,False
cg09799983,0.9810055865921787,77,False
cg10364040,0.9798882681564246,80,False
cg11546137,0.9798882681564246,82,False
cg19053239,0.9810055865921787,61,False
cg21185289,0.982122905027933,48,False
cg22511877,0.9810055865921787,86,False
cg22674699,0.9810055865921787,90,False
cg00907288,0.9810055865921787,92,False
cg02164046,0.982122905027933,94,False
cg04738965,0.982122905027933,96,False
cg12338417,0.982122905027933,98,False
cg12702981,0.982122905027933,100,False
cg16768018,0.982122905027933,102,False
cg17373442,0.982122905027933,104,False
cg20072171,0.982122905027933,106,False
cg27083087,0.982122905027933,108,False
cg00875805,0.982122905027933,110,False
cg03544320,0.982122905027933,112,False
cg05164933,0.982122905027933,114,False
cg05835105,0.982122905027933,116,False
cg06083330,0.982122905027933,118,False
cg14866200,0.982122905027933,120,False
cg17265829,0.982122905027933,122,False
cg00396667,0.982122905027933,124,False
cg00582971,0.982122905027933,126,False
cg03604011,0.982122905027933,128,False
cg08862890,0.982122905027933,130,False
cg10530883,0.982122905027933,132,False
cg13667243,0.982122905027933,134,False
cg14502484,0.982122905027933,136,False
cg16126280,0.982122905027933,89,False
cg22784954,0.982122905027933,88,False
cg26844246,0.982122905027933,140,False
cg05452406,0.982122905027933,142,False
cg06392169,0.982122905027933,55,False
cg08481075,0.982122905027933,78,False
cg08958294,0.982122905027933,79,False
cg17264670,0.982122905027933,42,False
cg17302155,0.982122905027933,47,False
cg18675097,0.982122905027933,1,True
cg26422161,0.982122905027933,148,False
cg27252696,0.982122905027933,76,False
cg00840332,0.982122905027933,74,False
cg04778012,0.982122905027933,59,False
cg06173663,0.982122905027933,46,False
cg13476133,0.982122905027933,18,False
cg14625175,0.982122905027933,160,False
cg15564098,0.982122905027933,152,False
cg18952796,0.982122905027933,176,False
cg21637392,0.982122905027933,154,False
cg26521404,0.982122905027933,177,False
cg27494647,0.982122905027933,181,False
cg04842146,0.982122905027933,183,False
cg07792478,0.982122905027933,185,False
cg13267264,0.982122905027933,187,False
cg16783744,0.982122905027933,155,False
cg22052659,0.982122905027933,21,False
cg23290344,0.982122905027933,190,False
cg24848035,0.982122905027933,192,False
cg05863502,0.982122905027933,194,False
cg13482308,0.982122905027933,196,False
cg13759674,0.982122905027933,198,False
cg13791254,0.982122905027933,200,False
cg14416311,0.982122905027933,202,False
cg14425564,0.982122905027933,204,False
cg06304097,0.982122905027933,206,False
cg09053680,0.982122905027933,208,False
cg11174855,0.982122905027933,210,False
cg12377139,0.982122905027933,212,False
cg14861089,0.982122905027933,214,False
cg17538572,0.982122905027933,216,False
cg22831607,0.982122905027933,218,False
cg24680586,0.982122905027933,162,False
cg09554951,0.982122905027933,163,False
cg10244666,0.982122905027933,11,False
cg12161228,0.982122905027933,226,False
cg14416371,0.982122905027933,228,False
cg18372607,0.982122905027933,230,False
cg19811337,0.982122905027933,168,False
cg25774643,0.982122905027933,235,False
cg00765705,0.982122905027933,236,False
cg05860723,0.982122905027933,238,False
cg06947913,0.982122905027933,170,False
cg19619405,0.982122905027933,172,False
cg20399616,0.982122905027933,234,False
cg25136495,0.982122905027933,156,False
cg17241776,0.982122905027933,19,False
cg20985450,0.982122905027933,241,False
cg24604013,0.982122905027933,243,False
cg25032595,0.982122905027933,245,False
cg26299169,0.982122905027933,252,False
cg26444528,0.982122905027933,254,False
cg27360326,0.982122905027933,256,False
cg00800229,0.982122905027933,258,False
cg02874376,0.982122905027933,260,False
cg04415798,0.982122905027933,262,False
cg05057720,0.982122905027933,247,False
cg07445246,0.982122905027933,249,False
cg07489048,0.982122905027933,263,False
cg13019491,0.982122905027933,274,False
cg13023623,0.982122905027933,275,False
cg20965743,0.982122905027933,265,False
cg23248887,0.982122905027933,276,False
cg23906738,0.982122905027933,278,False
cg27317046,0.982122905027933,280,False
cg05905176,0.982122905027933,289,False
cg08680048,0.982122905027933,282,False
cg18582992,0.982122905027933,284,False
cg02732252,0.982122905027933,286,False
cg03306374,0.982122905027933,287,False
cg05520409,0.982122905027933,267,False
cg16596604,0.982122905027933,269,False
cg26860604,0.982122905027933,25,False
cg27267227,0.982122905027933,288,False
cg00164949,0.982122905027933,273,False
cg01452847,0.982122905027933,277,False
cg02374745,0.982122905027933,272,False
cg02745847,0.982122905027933,43,False
cg04946749,0.982122905027933,291,False
cg05306745,0.982122905027933,293,False
cg13545212,0.982122905027933,295,False
cg14754787,0.982122905027933,297,False
cg03502002,0.982122905027933,299,False
cg13096208,0.982122905027933,36,False
cg14002960,0.982122905027933,323,False
cg25547580,0.982122905027933,24,False
cg02571816,0.982122905027933,328,False
cg07517893,0.982122905027933,330,False
cg14231297,0.982122905027933,1,True
cg15215348,0.982122905027933,337,False
cg22694191,0.982122905027933,334,False
cg25352836,0.982122905027933,336,False
cg26870725,0.982122905027933,10,False
cg03774514,0.982122905027933,309,False
cg07113642,0.982122905027933,344,False
cg07676859,0.982122905027933,345,False
cg17508991,0.982122905027933,28,False
cg18369516,0.982122905027933,350,False
cg18759209,0.982122905027933,352,False
