Probe_ID,import_level_in_forest,gene
cg25352836,0.06298898551569064,TSSK6
cg24848035,0.05096401266245011,RGS22
cg26444528,0.046215600104169564,PCDH17
cg07445246,0.03743059493636704,TCL1A
cg18675097,0.030815019098804967,NKAPL
cg05047401,0.027964311473131973,SEMA4A
cg26132320,0.02779426388675512,MMP9
cg17241776,0.020158370292390107,DLEU7
cg23290344,0.01754958900083263,NEFM
cg13670057,0.017389257135411503,ABL1
cg15215348,0.01694913861533121,PDE4C
cg24932457,0.01589209731694976,TNR
cg05057720,0.01565766590243884,CLEC14A
cg02732252,0.0106312234560365,CLDN6
cg25032595,0.009927057162220046,CLDN10
cg07517893,0.009278762042073126,PPP1R13L
cg02164046,0.008955888283085536,SST
cg23049458,0.008860527068580844,L1TD1
cg25839439,0.007889595462061966,CAPZB
cg19811337,0.007253783291098661,MAP3K11
cg22694191,0.007021477043946591,HAPLN4
cg00044665,0.007007243934811258,CDH5
cg03520644,0.006157814064357086,COL11A1
cg12377139,0.0059648118373879355,SPAG6
cg10974980,0.005815984407712151,LOXL1
cg26405020,0.005705859941939933,FES
cg24586039,0.005290867858755132,RBPMS
cg13799919,0.004761300813008128,POLR1D
cg27494647,0.004139870953539203,RARRES2
cg18952796,0.003711210560005444,NPTX2
cg18759209,0.003695525986745409,BMP7
cg27360326,0.0036839124745514694,PCDH8
cg26841013,0.003244307986612287,WNT3A
cg17508991,0.003155347793423772,HCK
cg23750206,0.0030046854335540277,AFAP1
cg16783744,0.002943971286492194,DPYS
cg19619405,0.002892337760214061,ADAMTS20
cg00907288,0.0025829121226368813,SRGAP3
cg03348397,0.0024935000896539362,RGS20
cg21514227,0.0024193544499258755,NOTCH3
cg15031661,0.0024119241192411926,FMN2
cg18081258,0.0023730178398501545,NDRG2
cg24680586,0.0023519565350555403,INA
cg26870725,0.0022351249464665555,MAST1
cg04191427,0.002112208975069837,RPTOR
cg13476133,0.002028654695228407,GCK
cg11859607,0.0019421271565930945,ADCYAP1
cg26186239,0.0019351248773741175,EEF1A2
cg15341350,0.0019325292506857748,SRRM4
cg06304097,0.0017960728364371434,TCERG1L
cg15925365,0.0016673025754490006,GSTA4
cg04918402,0.001597143818279857,LIMD2
cg18877506,0.001571709914082281,PDPN
cg09743950,0.0015260033134440617,ITGAM
cg19974227,0.001492798118623662,RGS12
cg12425861,0.0012941763217376551,PACS2
