Probe_ID,import_level_in_forest,gene
cg14231297,0.09812226163764168,ZSCAN18
cg26995244,0.0737207853292828,PRR5
cg06173663,0.06844949775989621,CUX1
cg13023623,0.055459090906084224,OTX2
cg16768018,0.04622743030034781,ZIC4
cg25547580,0.043669298231170356,ONECUT2
cg11174855,0.039944893442376755,NKX6-2
cg24604013,0.03771669021653191,SOX1
cg18642503,0.03383148641604295,RFX1
cg05860723,0.021556148674467174,MYF6
cg18369516,0.021041621953077794,ZBTB46
cg06215569,0.019352335545058004,ALX3
cg06083330,0.01859736868558618,POU4F2
cg14425564,0.01625730912375019,LHX2
cg04415798,0.01479892506285805,PAX9
cg06714480,0.013972306604694167,NEUROD1
cg04778012,0.01219889281155028,STAG3
cg00396667,0.009580140246951568,PITX1
cg20072171,0.00934578324125251,FEZF2
cg15540820,0.009267020818602877,EOMES
cg07974511,0.008262043378350126,OTX1
cg10717463,0.007569047637797873,SALL3
cg00097146,0.006835081179260733,SIX3
cg04738965,0.006455692125995256,ZIC1
cg18710784,0.005633668037353025,OPCML
cg18372607,0.00522452206213194,PAX6
cg18722841,0.004904130270697593,PHOX2A
cg10244666,0.004654025262064267,WT1
cg16727923,0.004486593683238923,SLITRK1
cg02177231,0.004138974305621354,TBX15
cg08044097,0.003918061724498822,SOX17
cg04142864,0.003882185309384254,PHLDB1
cg04436818,0.003846332318659026,PAX2
cg09106903,0.0030996445896308124,ESRRG
cg12702981,0.0029909150136854935,NR1I2
cg18091615,0.0029099006833356016,CREB3L2
cg20985450,0.002748622776522009,ZIC5
cg11546137,0.0026553583145134747,HOXD11
cg07084627,0.0024787827491620264,NFIL3
cg03604011,0.0023005018480434136,AHRR
cg07317062,0.0022867421564946606,HOXA4
cg08097882,0.0022745159731971075,POU4F1
cg15133719,0.0021101027110711212,PAX3
cg01146232,0.0020892505045743705,SALL1
cg20388732,0.0020250941052921624,STAT5A
cg00800229,0.001958689033170276,SALL2
cg14866200,0.0019138968553158095,SHISA3
cg02374745,0.0018522575365533516,FBXO39
cg03774514,0.001831206149909094,FOXA2
cg14625175,0.001702748987182902,HOXA10
cg07979401,0.0016162508766813712,LEMD2
cg10364040,0.0016020492938244256,HOXD10
cg07489048,0.0015552122804048352,FOXG1
cg21183523,0.0014994675488787096,ZNF521
cg13267264,0.0014957241117580455,PRDM14
cg18396984,0.0014952473002877245,NKX2-8
cg22474464,0.0013730263817454146,NKX2-2
cg23906738,0.001277964038232522,NKX2-1
cg21185289,0.0011584929714942638,TLX2
cg06550984,0.0011500555239136745,PTF1A
cg13019491,0.0011308423066986322,SIX6
cg24909660,0.00107041841569245,NR1H3
cg10530883,0.001044009367654042,IRX1
cg26492446,0.00104256359598313,BHLHE23
cg13482308,0.0010319708485242987,PAX5
cg06733419,0.001019713629942735,TBX18
cg18451588,0.0009896101842853137,PRR15
cg03576469,0.0009605207857917689,CCDC8
cg26422161,0.0009452175271299208,FOXQ1
cg27252696,0.0008459072104539658,SIM1
cg06947913,0.0008237499927172729,FAIM2
cg09159022,0.0008202798613248508,CSMD1
cg26299169,0.0006742446136895253,PDX1
cg26521404,0.0006491645818627924,HOXA9
cg15564098,0.0005931710304232428,EVX1
cg07847030,0.000568045784058704,TCF7L1
cg22674699,0.0004313973540239858,HOXD9
cg17302155,0.00040491355777979985,PRDM13
cg14416311,0.0003937835296720314,GAS1
cg23710218,0.000372201960684298,MSC
cg05452406,0.0003667449765453391,GCM2
cg19897940,0.0003628950050968399,FLI1
cg26844246,0.0003479986406913034,TLX3
cg06274159,0.00022042251777001755,ZFP42
cg12122146,0.0002024567788898999,TMEM132D
cg16126280,0.0002010788217684769,EBF1
cg14002960,0.00019078242229367628,NOL4
cg06392169,0.00014397799886758873,IRF4
cg09180848,0.00012645637965331058,BNC1
cg16428251,7.826716415739468e-05,SOX14
cg07080050,5.7071664788706366e-05,HOXC4
cg00764217,3.386000860193874e-05,ST7
cg14861089,0.0,TLX1
cg13713922,0.0,GLI2
cg18279094,0.0,FOXD3
cg05835105,0.0,PITX2
cg09238180,0.0,HOXD8
cg13791254,0.0,FOXE1
cg09420439,0.0,HOXA1
