Probe_ID,import_level_in_forest,gene
cg14231297,0.1368799427797864,ZSCAN18
cg24604013,0.06248272099110465,SOX1
cg26995244,0.05915704905553817,PRR5
cg16768018,0.038308572459865235,ZIC4
cg05860723,0.036891227843159256,MYF6
cg06173663,0.03584442487029944,CUX1
cg04415798,0.03328262960045764,PAX9
cg11174855,0.031935860524312076,NKX6-2
cg13023623,0.029546523011154884,OTX2
cg00396667,0.028823687388996443,PITX1
cg25547580,0.027541647228944345,ONECUT2
cg18369516,0.024273615572990962,ZBTB46
cg10244666,0.023974762202830107,WT1
cg18642503,0.023866566791644322,RFX1
cg06083330,0.023411473171143553,POU4F2
cg14425564,0.02265536450759124,LHX2
cg15540820,0.019530573835917345,EOMES
cg15564098,0.018190431193571804,EVX1
cg13019491,0.012754417173826466,SIX6
cg02177231,0.011614709188822545,TBX15
cg04738965,0.011276112383993715,ZIC1
cg16727923,0.010213644921889631,SLITRK1
cg17302155,0.008352375039227249,PRDM13
cg26844246,0.007660227325537257,TLX3
cg13713922,0.0072832865555941,GLI2
cg20072171,0.007056648746322815,FEZF2
cg07979401,0.006753307069550085,LEMD2
cg14002960,0.006719318912867298,NOL4
cg06714480,0.006623910272679158,NEUROD1
cg07489048,0.006294870303916354,FOXG1
cg26299169,0.004926292671820476,PDX1
cg13482308,0.004791902368882799,PAX5
cg00800229,0.004584240227602128,SALL2
cg18091615,0.004011031409729282,CREB3L2
cg20388732,0.003755383337414215,STAT5A
cg03774514,0.0036895015740289576,FOXA2
cg24909660,0.0034401037683717945,NR1H3
cg06947913,0.0030860083976703236,FAIM2
cg18279094,0.002939779341646077,FOXD3
cg06215569,0.002626533421778816,ALX3
cg06274159,0.0026204362553257535,ZFP42
cg07080050,0.0024814982170619088,HOXC4
cg03604011,0.0024782063392986315,AHRR
cg14861089,0.002369892056960168,TLX1
cg05452406,0.002336817501440769,GCM2
cg22474464,0.001774471397615845,NKX2-2
cg06550984,0.0016665604251811137,PTF1A
cg19897940,0.0015472354008877504,FLI1
cg07317062,0.001436627286477706,HOXA4
cg10364040,0.001420075032909388,HOXD10
cg13791254,0.0013703442072817988,FOXE1
cg09159022,0.00136642924980391,CSMD1
cg21185289,0.0012738991113298787,TLX2
cg04778012,0.0012340481222743935,STAG3
cg16428251,0.001151087056251671,SOX14
cg07847030,0.0011446945337620575,TCF7L1
cg07974511,0.0010565599881256847,OTX1
cg14416311,0.0010444976734146807,GAS1
cg27252696,0.00103964449531729,SIM1
cg10530883,0.0010209953712119147,IRX1
cg09106903,0.001016307405808505,ESRRG
cg10717463,0.0010156988647335098,SALL3
cg00097146,0.0009331249892422351,SIX3
cg14866200,0.0008107810379720555,SHISA3
cg06733419,0.0006747666939899771,TBX18
cg08097882,0.0006696515574930914,POU4F1
cg20985450,0.0006055543304076803,ZIC5
cg18722841,0.0005416788392248494,PHOX2A
cg09420439,0.0005386618584834298,HOXA1
cg26422161,0.0004920384275222985,FOXQ1
cg18710784,0.0004162191406176307,OPCML
cg09238180,0.0003856319597902855,HOXD8
cg18396984,0.0003817366874691715,NKX2-8
cg04142864,0.00036194187918325843,PHLDB1
cg23906738,0.0003117694084276967,NKX2-1
cg26492446,0.00029300056886263784,BHLHE23
cg15133719,0.00027145640938744386,PAX3
cg12122146,0.00026994237185319983,TMEM132D
cg21183523,0.00026906877194428927,ZNF521
cg00764217,0.0002237479403750679,ST7
cg18372607,0.00022061557529436064,PAX6
cg16126280,0.0001919706651567849,EBF1
cg02374745,0.00019170761953187312,FBXO39
cg04436818,3.100448601600221e-05,PAX2
cg09180848,2.335410419954006e-05,BNC1
cg03576469,0.0,CCDC8
cg22674699,0.0,HOXD9
cg05835105,0.0,PITX2
cg01146232,0.0,SALL1
cg18451588,0.0,PRR15
cg12702981,0.0,NR1I2
cg08044097,0.0,SOX17
cg06392169,0.0,IRF4
cg11546137,0.0,HOXD11
cg13267264,0.0,PRDM14
cg26521404,0.0,HOXA9
cg07084627,0.0,NFIL3
cg14625175,0.0,HOXA10
cg23710218,0.0,MSC
