Probe_ID,import_level_in_forest,gene
cg03520644,0.0,COL11A1
cg05047401,0.02594553811948137,SEMA4A
cg06355129,0.002340257419738368,NES
cg14156405,0.000341281182500951,RGS7
cg15031661,0.011733663495186293,FMN2
cg17154724,0.0,DNM3
cg23049458,0.027733613952711976,L1TD1
cg26841013,0.0011080087581432788,WNT3A
cg04037038,0.0,FRZB
cg19053239,0.0010360329267069938,KIF5C
cg00907288,0.002256255272327159,SRGAP3
cg02164046,0.02240691146281031,SST
cg27083087,0.0006825153374233131,VGLL4
cg00875805,0.0010668250541568576,MAML3
cg03544320,0.0002601388381439531,CRMP1
cg05164933,0.0,SFRP2
cg14866200,0.00027195844230544546,SHISA3
cg08862890,0.0,DOCK2
cg08481075,0.003856209529919835,COL11A2
cg17264670,0.0001669950276761422,RGS17
cg18675097,0.03309183287642769,NKAPL
cg00840332,0.0,LEP
cg04778012,0.005843665150823975,STAG3
cg13476133,0.002733728906203844,GCK
cg27494647,0.007547814330729218,RARRES2
cg04842146,0.005347447124892848,RALYL
cg07792478,0.0019171561769955692,MIR124-2
cg16783744,0.007240479130970447,DPYS
cg23290344,0.0023390199352195658,NEFM
cg24848035,0.04680994675065654,RGS22
cg14416311,0.0008594639376734847,GAS1
cg06304097,0.0,TCERG1L
cg09053680,0.0005462478447703991,UTF1
cg12377139,0.05381978147412293,SPAG6
cg22831607,0.0007596753158760761,SFRP5
cg24680586,0.002677373010251684,INA
cg12161228,0.0004424715909090909,NOX4
cg14416371,0.0,MIR129-2
cg19811337,0.006217953993312443,MAP3K11
cg25774643,0.0010652987512366303,SCT
cg00765705,0.005266668127977239,NCOR2
cg06947913,0.0010306038047973535,FAIM2
cg17241776,0.013992456745053627,DLEU7
cg25032595,0.0025968458507222344,CLDN10
cg05057720,0.016411027764500236,CLEC14A
cg07445246,0.02336329125878508,TCL1A
cg05905176,0.0,TNFAIP8L3
cg08680048,0.0004845378431425463,ITPKA
cg18582992,0.0007416650347520065,SHF
cg02732252,0.0006579845313921748,CLDN6
cg03306374,0.0015998929144709199,PRKCB
cg16596604,0.00041313267762972943,CRYM
cg00164949,0.0,C1QL1
cg01452847,0.0006423490755073555,MIR196A1
cg02374745,0.00027351732571566974,FBXO39
cg02745847,0.0,IGF2BP1
cg04946749,0.0011117777102171982,MGAT5B
cg05306745,0.0005892088712346906,TIMP2
cg14002960,0.0,NOL4
cg02571816,0.0007423649865795728,PPP1R14A
cg07517893,0.0001204004329004329,PPP1R13L
cg22694191,0.006701494107301447,HAPLN4
cg25352836,0.07738605583462745,TSSK6
cg26870725,0.0016489788135170935,MAST1
cg17508991,0.006662474278678393,HCK
cg18759209,0.00042013986844370766,BMP7
cg19593767,0.0,TOX2
cg26995244,0.03172049402368776,PRR5
cg00630958,0.0004334365514578851,LEPR
cg04574507,0.005858969179077787,
cg05374271,0.0,RGS2
