Unnamed: 0,dbeta,gene
cg10222734,-0.38985077186712325,A1CF
cg08300930,0.24699791887040243,A2M
cg23546356,-0.3403938200675374,A2ML1
cg13001012,-0.13839466480613472,AADAC
cg18716979,0.08140939738256057,AADAT
cg07462279,0.09185078898165347,AAGAB
cg18673409,-0.2666644929820227,AANAT
cg03238396,-0.29686117257507866,AASS
cg11414044,-0.1866106428244951,AATF
cg05372963,-0.20260209331955092,ABAT
cg13571501,-0.12693918520510278,ABCA1
cg14019757,-0.17879097607481115,ABCA10
cg13806966,-0.3499470062147109,ABCA2
cg04149930,-0.14615450832262156,ABCA3
cg04100956,-0.3067891469376249,ABCA4
cg10187674,-0.1334463818318282,ABCA5
cg03850529,-0.17759822368293546,ABCA8
cg01517431,-0.2752288233848689,ABCA9
cg19861260,-0.3225026200091437,ABCB1
cg18912768,-0.16102231486777288,ABCB11
cg09708066,-0.18897888280779612,ABCB4
cg25840822,-0.187414909267699,ABCB5
cg23153680,0.18015650452656193,ABCB6
cg17199483,-0.3135450950460929,ABCC1
cg00050375,-0.12508807477257008,ABCC10
cg25274975,-0.2718386765273881,ABCC11
cg14303526,-0.1885072448330787,ABCC2
cg14592673,-0.3919660093162311,ABCC3
cg18016288,-0.36351172022225753,ABCC4
cg05044414,-0.1434119453049894,ABCC5
cg07965331,-0.20221983196215632,ABCC6
cg14051368,-0.2930494321262352,ABCC8
cg26690672,-0.058627622327417604,ABCE1
cg02316713,-0.26817168888288473,ABCG1
cg02016771,-0.16334913273816726,ABCG2
cg04793272,-0.2292898134703461,ABCG4
cg10173620,-0.20214657948058187,ABHD2
cg24595152,-0.21595835274324976,ABHD5
cg17574812,-0.3253274770751939,ABHD6
cg06960024,-0.28793241130828656,ABI1
cg15077643,-0.2510745159985572,ABI2
cg17839611,-0.2567566235843142,ABI3
cg00709652,-0.1753491873067641,ABI3BP
cg13670057,0.24345953434213888,ABL1
cg11243304,-0.34070722353978894,ABL2
cg11879188,-0.24059822024316524,ABO
cg11149849,-0.3936962724110102,ABR
cg07834934,-0.2807158140883035,ACACA
cg21165395,-0.20486355330572867,ACACB
cg01692842,-0.05253799629330502,ACAD8
cg07308161,-0.1832290930262994,ACADL
cg20003976,-0.19613831180347824,ACADM
cg00293381,-0.20802876706919288,ACADS
cg14914908,-0.29000614595989016,ACAN
cg04180462,-0.15626913327701208,ACAT1
cg00507135,-0.38943539025861423,ACBD5
cg09920268,-0.06584981695284854,ACCS
cg08834429,0.01944768662498865,ACD
cg04199256,-0.1703521424134239,ACE
cg05211356,-0.15501509989811746,ACER2
cg04156293,0.33529808681175177,ACHE
cg09367198,-0.1432030249278645,ACIN1
cg14583225,-0.21689334182834125,ACLY
cg13567378,-0.11249343154624505,ACO1
cg08172947,-0.16615996515400225,ACO2
cg01517571,-0.2160957631792429,ACOT11
cg18148314,-0.44282927425622237,ACOT7
cg26205890,-0.16941682305320294,ACOX1
cg27226618,-0.19661658181350966,ACP1
cg17658002,-0.3122102314447409,ACP5
cg25232725,-0.19867005058992207,ACR
