ID,gene,dbeta,feature
cg03630821,A1BG,0.173038,Body
cg27394794,A1CF,-0.329788,Body
cg07196505,A2BP1,-0.414458,Body
cg00336946,A2LD1,-0.258079,TSS1500
cg00134295,A2M,-0.192465,TSS1500
cg04884118,A2ML1,-0.220227,Body
cg09744051,A4GALT,0.133112,5'UTR
cg23669440,A4GNT,-0.187824,TSS1500
cg05399607,AAA1,-0.369026,TSS1500
cg05224385,AAAS,-0.020181,TSS1500
cg17297045,AACS,-0.281731,Body
cg21473545,AACSL,-0.042044,TSS200
cg13001012,AADAC,-0.036157,TSS1500
cg25159668,AADACL2,-0.018234,TSS1500
cg04291383,AADACL3,-0.281667,3'UTR
cg06751920,AADACL4,0.115539,TSS1500
cg00309402,AADAT,-0.016131,3'UTR
cg22940988,AAGAB,-0.00435,Body
cg19289072,AAK1,0.19032,Body
cg21613754,AAMP,-0.074093,Body
cg18673409,AANAT,-0.140266,TSS1500
cg05523882,AARS,-0.06969,TSS1500
cg00910127,AARS2,-0.186228,TSS1500
cg22396850,AARSD1,0.15865,3'UTR
cg12283482,AASDH,-0.066241,TSS1500
cg02453779,AASDHPPT,-0.011327,1stExon
cg04893558,AASS,0.022795,5'UTR
cg04703476,AATF,0.056746,Body
cg09142578,AATK,0.311005,TSS1500
cg00231389,ABAT,0.276882,5'UTR
cg14019050,ABCA1,0.102527,TSS1500
cg14019757,ABCA10,-0.112896,5'UTR
cg16937333,ABCA11P,0.000865,TSS1500
cg04530015,ABCA12,-0.235477,3'UTR
cg20307184,ABCA13,-0.38598,Body
cg04119462,ABCA17P,0.276806,Body
cg14151317,ABCA2,-0.308355,Body
cg09681286,ABCA3,0.127186,Body
cg01922613,ABCA4,0.1783,Body
cg07372195,ABCA5,-0.022823,5'UTR
cg02253236,ABCA7,0.067016,Body
cg20561863,ABCA8,0.14902,Body
cg19464780,ABCA9,-0.045113,5'UTR
cg00862116,ABCB1,0.358085,5'UTR
cg18313106,ABCB10,-0.009085,TSS200
cg18912768,ABCB11,-0.034447,5'UTR
cg04219946,ABCB4,0.324981,Body
cg25826515,ABCB5,0.181342,Body
cg19964303,ABCB6,0.02435,Body
cg23160428,ABCB8,-0.067469,Body
cg04772575,ABCB9,0.226066,Body
cg09109383,ABCC1,0.265212,Body
cg00050375,ABCC10,0.321003,Body
cg04388863,ABCC11,-0.151011,TSS1500
cg07878951,ABCC12,-0.042199,Body
cg11429658,ABCC13,-0.21362,Body
cg00826767,ABCC2,-0.165654,TSS1500
cg14592673,ABCC3,-0.207318,3'UTR
cg18016288,ABCC4,-0.196015,Body
cg05044414,ABCC5,0.108257,5'UTR
cg07965331,ABCC6,-0.092571,Body
cg06289735,ABCC6P1,-0.07661,TSS1500
cg06535308,ABCC8,0.271614,Body
cg25747468,ABCC9,-0.105041,TSS1500
cg11790681,ABCD2,0.028039,1stExon
cg11237362,ABCD3,0.010563,Body
cg05878073,ABCD4,0.045642,Body
cg24258191,ABCE1,-0.007182,5'UTR
cg05177685,ABCF1,0.178343,Body
cg02148324,ABCF2,-0.160034,TSS1500
cg13491563,ABCF3,-0.091402,TSS1500
cg01881899,ABCG1,0.141295,Body
cg24207176,ABCG2,0.180371,1stExon
cg06622994,ABCG4,-0.10816,3'UTR
cg18303215,ABCG5,0.162536,Body
cg13724820,ABCG8,-0.249191,Body
cg17345276,ABHD1,-0.195689,Body
cg15684481,ABHD10,0.031491,Body
cg23795429,ABHD11,-0.045066,Body
cg06082906,ABHD12,-0.087457,Body
cg01270593,ABHD12B,0.206303,5'UTR
cg01255747,ABHD13,0.008328,TSS1500
cg04210566,ABHD14A,0.14574,Body
cg18328933,ABHD14B,-0.179335,1stExon
cg23473955,ABHD15,0.274404,1stExon
cg23124613,ABHD2,-0.2471,Body
cg25890168,ABHD3,0.338055,Body
cg06813554,ABHD4,-0.164436,TSS1500
cg07675262,ABHD5,0.312685,Body
cg07704718,ABHD6,-0.048913,TSS1500
cg01853216,ABHD8,-0.188131,Body
cg26142490,ABI1,0.22946,Body
cg24530660,ABI2,0.113387,TSS1500
cg25616535,ABI3,-0.257068,Body
cg06675705,ABI3BP,-0.274342,Body
cg13670057,ABL1,0.343522,Body
cg18433086,ABL2,0.083631,TSS1500
cg04055345,ABLIM1,0.298601,Body
cg17949969,ABLIM2,0.361337,Body
cg00245502,ABLIM3,-0.169797,Body
cg24267699,ABO,0.25463,TSS1500
cg07897701,ABP1,0.117354,TSS1500
cg19029445,ABR,-0.411309,3'UTR
cg07005767,ABRA,0.077712,TSS200
cg21579726,ABT1,-0.239145,3'UTR
cg18353563,ABTB1,0.132312,TSS1500
cg07541559,ABTB2,0.318104,Body
cg10548708,ACAA1,-0.175599,Body
cg00231140,ACAA2,0.09243,Body
cg07375836,ACACA,0.130599,5'UTR
cg02022322,ACACB,-0.203273,TSS1500
cg09427417,ACAD10,0.234283,3'UTR
cg12293095,ACAD11,0.014689,Body
cg01692842,ACAD8,-0.166275,Body
cg09447658,ACAD9,-0.029524,Body
cg00289546,ACADL,-0.006126,Body
cg20003976,ACADM,-0.017784,TSS1500
cg21721566,ACADS,0.119082,TSS1500
cg13648088,ACADSB,0.013987,1stExon
cg21636577,ACADVL,-0.102345,TSS1500
cg07884251,ACAN,-0.248068,Body
cg25900902,ACAP1,0.211428,Body
cg26111327,ACAP2,-0.293258,TSS1500
cg04098194,ACAP3,0.230794,Body
cg04180462,ACAT1,-0.017317,Body
