Unnamed: 0_tissue,dbeta_tissue,gene,Unnamed: 0_liquid,dbeta_liquid,dbeta_tissue_normalized,dbeta_liquid_normalized
cg13670057,0.359169702,ABL1,cg02915920,-0.026769908611664,0.8423251414935664,0.5971568802781758
cg10266490,0.403402408,ACOT11,cg10710218,-0.0190991203491499,0.8882023163398793,0.6186489338575799
cg10976772,0.3655127,ACOT7,cg18148314,-0.0184972662628431,0.8489039573656005,0.620335211698555
cg18770350,0.375085641,ACTN2,cg11215976,-0.0452630610995131,0.8588327979852641,0.5453426715529467
cg09499849,0.383661303,ACVR1,cg09499849,-0.0363605646373613,0.867727283097635,0.5702857314324685
cg22784954,0.406545476,ADAMTS16,cg01085224,-0.0479396557015016,0.8914622362776252,0.5378433751797957
cg19619405,0.446403635,ADAMTS20,cg02925039,-0.0241386854503251,0.932802228669118,0.6045290547180854
cg11859607,0.385062166,ADCYAP1,cg11859607,-0.0236839674673309,0.8691802269167794,0.6058030858762374
cg07563400,0.350357633,ADORA2B,cg08826152,-0.0301484033363332,0.8331854603203013,0.5876909965703486
cg14669379,0.415591024,ADORA3,cg07314829,-0.0371786503055597,0.9008440766555734,0.5679936148452613
cg23750206,0.355067174,AFAP1,cg07109358,-0.0285841950950263,0.8380700910707437,0.5920736031788245
cg09651145,0.409494803,AFAP1L1,cg09651145,-0.041629977781526,0.894521212376848,0.5555218628767633
cg03604011,0.393768616,AHRR,cg24980413,-0.0310894295862703,0.8782103624219569,0.5850544244357601
cg08076018,0.461529788,ANGPTL2,cg08076018,-0.0134983025550619,0.9484907367593325,0.6343413336474768
cg20399616,0.422694011,BCAT1,cg27093403,-0.027631213398638,0.9082111361461253,0.594743672144104
cg11718030,0.381226283,BDNF,cg02613510,-0.1277204719867495,0.8652017347331675,0.3143130782231743
cg26492446,0.364956671,BHLHE23,cg06550340,-0.0417104357239608,0.8483272565041922,0.555296435404316
cg09180848,0.383298203,BNC1,cg04090392,-0.0339581972798987,0.8673506838864835,0.5770166965167629
cg20624391,0.35382542,BVES,cg14869949,-0.0103694309151456,0.8367821715531336,0.6431078221264742
cg00164949,0.350407505,C1QL1,cg13818573,-0.0384328784742016,0.8332371864449462,0.5644795119814163
cg05863502,0.420555562,CACNA1B,cg13811936,-0.0780868834585851,0.9059931845997531,0.45337671907457566
cg25839439,0.365080126,CAPZB,cg00968167,-0.0240872939223042,0.8484553012731613,0.6046730437627511
cg08351336,0.364171347,CARTPT,cg02762440,-0.0180008217039641,0.8475127359894625,0.621726152589307
cg16260298,0.392803802,CAV2,cg00917413,-0.0108481972980914,0.877209678887647,0.6417664120389904
cg03576469,0.484583812,CCDC8,cg03576469,-0.0250329747531521,0.9724018556033638,0.6020234303996863
cg13391820,0.392484716,CCND2,cg09799980,-0.0193853470474459,0.8768787300143629,0.6178469824381025
cg26043257,0.363787123,CD38,cg20931972,-0.0231462250931281,0.847114227437258,0.6073097351960681
cg07198552,0.412855358,CDH4,cg01730668,-0.0177895533608419,0.8980067049740148,0.6223180853079042
cg25630910,0.355796472,CDK2AP1,cg04464465,-0.0363027913500813,0.8388265026694613,0.5704476009226939
cg24973993,0.396548227,CIT,cg10923838,-0.0347160222677663,0.8810933128761239,0.5748934186102855
cg25032595,0.459546713,CLDN10,cg24426691,-0.0325357299590176,0.9464339356559057,0.5810021726932761
cg20486569,0.369454322,CLDN5,cg17577122,-0.0154826575692494,0.8529921196786201,0.6287815576732277
cg02732252,0.379190565,CLDN6,cg02732252,-0.0345676161616897,0.8630903334857787,0.5753092235933139
cg03520644,0.356679775,COL11A1,cg27229407,-0.0142371944151242,0.8397426448148972,0.6322711026748075
cg08481075,0.424805679,COL11A2,cg17161718,-0.0293020471651189,0.910401311037378,0.5900623215967332
cg09211763,0.36629603,COL5A2,cg07875385,-0.0343341179544947,0.8497164097480607,0.5759634400581659
cg24319381,0.354493681,CPEB1,cg04140663,-0.0285496365248669,0.8374752769385463,0.5921704295565153
cg18091615,0.372070338,CREB3L2,cg18851730,-0.0191859968631658,0.8557053930522353,0.6184055227986218
cg03544320,0.393826578,CRMP1,cg22680204,-0.0468619010394003,0.8782704793139338,0.5408630336751982
cg12034943,0.351844977,CRTC1,cg02705909,-0.0122336604570349,0.8347281003013284,0.6378846143116543
cg16596604,0.379361932,CRYM,cg06490869,-0.055995628672853,0.863268071511164,0.5152721091235262
cg09159022,0.364693078,CSMD1,cg23495279,-0.0276271030011281,0.8480538637312232,0.594755188676759
cg22052659,0.375865314,CSMD3,cg23282837,-0.0614870639659099,0.8596414574089934,0.4998861777815069
cg06173663,0.428116723,CUX1,cg23445003,-0.037281588537143,0.9138354519310379,0.5677052019843082
cg09799983,0.351652162,CYP1B1,cg03890222,-0.03731563519957,0.8345281168893257,0.5676098098723062
cg12290311,0.437089518,DAB2,cg19805179,-0.0196230119654401,0.9231418345221261,0.6171810916617351
cg02874376,0.363179789,DLK1,cg10528576,-0.0424924747932524,0.8464843141756069,0.5531053143613146
cg17154724,0.480495345,DNM3,cg06320175,-0.0157215675257898,0.9681613889357269,0.6281121785415273
cg08862890,0.406195338,DOCK2,cg04730794,-0.0326535515429502,0.8910990809634027,0.580672059579991
cg16783744,0.364772563,DPYS,cg10303487,-0.0113963042512357,0.8481363037981424,0.6402307231891511
cg07581623,0.358339673,DPYSL2,cg10789956,-0.023877048496862,0.8414642539512012,0.6052621104653885
cg11814235,0.379666472,DSC3,cg25970832,-0.0232733412156828,0.8635839335980934,0.6069535805971852
cg26186239,0.375045506,EEF1A2,cg19089985,-0.0119239317396225,0.8587911708595698,0.6387524138078596
cg05385513,0.355733877,EFEMP1,cg24719005,-0.0340779700832312,0.8387615805333499,0.5766811164670361
cg06998282,0.449691453,ENPP2,cg20048037,-0.0159826842259484,0.9362122800742674,0.6273805804425796
cg15540820,0.386713975,EOMES,cg16971668,-0.0278069132159595,0.870893446322929,0.5942513955020515
cg02374745,0.350576723,FBXO39,cg21985295,-0.0148322730805916,0.8334126955755234,0.6306038082424106
cg09293816,0.36445231,FCGRT,cg18081863,-0.0251403997984,0.8478041445385199,0.6017224463613808
cg20072171,0.416587878,FEZF2,cg11374425,-0.0125329978523805,0.9018779913623574,0.6370459292744821
cg07100000,0.393301978,FGF18,cg12364324,-0.0162058618621528,0.8777263759094444,0.6267552802060355
cg06169131,0.385280342,FGF8,cg16584573,-0.0133245311127639,0.8694065141916133,0.6348282073585776
cg19897940,0.367303035,FLI1,cg16024530,-0.0200446001044142,0.8507608528453496,0.6159998838691082
cg01537995,0.406090974,FLRT2,cg04862347,-0.0436523991287355,0.8909908369532882,0.5498554324569891
cg15031661,0.405572536,FMN2,cg13966628,-0.0256096358451495,0.8904531246375873,0.6004077384183378
cg03774514,0.471647257,FOXA2,cg20504791,-0.0342111265751592,0.9589843496600479,0.5763080379305124
cg18279094,0.4636172,FOXD3,cg26789332,-0.0162361613250906,0.9506557538690769,0.6266703870166265
cg13791254,0.492265018,FOXE1,cg13791254,-0.0162344890868095,0.9803686309277707,0.6266750723023501
cg07489048,0.398116529,FOXG1,cg16804284,-0.0412110775323803,0.8827199206867747,0.5566955397259943
cg26422161,0.439198021,FOXQ1,cg03730958,-0.0481868261439988,0.9253287267460604,0.537150851776516
cg04037038,0.368369372,FRZB,cg04037038,-0.021297757181381,0.8518668337680201,0.6124887819953677
cg21739530,0.359282625,GALNT7,cg08422745,-0.0361965060038794,0.8424422627073391,0.570745391746414
cg03502002,0.500378019,GALR1,cg10390058,-0.0525394860539781,0.9887832543832136,0.5249555470963763
cg07879739,0.368367797,GALR3,cg09341580,-0.0237055137067038,0.8518652002131935,0.6057427175131449
cg14416311,0.353770832,GAS1,cg26447413,-0.0337562439487917,0.8367255540986078,0.5775825303873054
cg13476133,0.416435633,GCK,cg14871932,-0.0226099311624662,0.9017200862483343,0.608812326259417
cg17152757,0.353777712,GHSR,cg22070855,-0.0221265805331777,0.8367326898809617,0.6101665805116263
cg13713922,0.446561633,GLI2,cg26228577,-0.0417901545596233,0.9329661006662635,0.5550730787649835
cg08578734,0.411500024,GRIA1,cg26343183,-0.0358732238587255,0.8966009828169044,0.5716511653054192
cg08958294,0.397115204,GRM1,cg21714266,-0.0435532964249612,0.8816813687586385,0.5501330989166135
cg00582971,0.409883565,GRM6,cg19806642,-0.0132761051264311,0.8949244276413088,0.6349638875334542
cg17508991,0.42353812,HCK,cg17326769,-0.0179252155642819,0.9090866271500523,0.6219379862561183
cg21899596,0.403477089,HOPX,cg19978674,-0.0730137391577077,0.8882797738052828,0.46759068058663156
cg14625175,0.385336926,HOXA10,cg14625175,-0.0279673853300378,0.869465201852764,0.5938017839164176
cg26521404,0.40932047,HOXA9,cg03217995,-0.0555920866241074,0.8943403980825002,0.5164027552887406
cg07080050,0.385471131,HOXC4,cg26201952,-0.1199719062628607,0.8696043962816612,0.3360230490895545
cg10364040,0.392741738,HOXD10,cg18115040,-0.016098078362168,0.8771453074928772,0.6270572685646465
cg11546137,0.365390983,HOXD11,cg02527112,-0.0357733561891266,0.8487777152114178,0.5719309750501828
cg09238180,0.397545147,HOXD8,cg15520279,-0.0478104490966964,0.8821272960366338,0.5382053869024837
cg22674699,0.418510842,HOXD9,cg14236662,-0.0584646223800009,0.9038724466789994,0.5083544699937189
cg23165899,0.401392729,ID4,cg04999479,-0.0208662047199777,0.8861179221617803,0.6136979078772706
cg02745847,0.393102537,IGF2BP1,cg14335894,-0.0181168534066492,0.8775195201582153,0.6214010543744072
cg03635766,0.403412491,IGFBP4,cg18928737,-0.0159591445536602,0.8882127742023029,0.6274465340161559
cg24680586,0.392761351,INA,cg15475851,-0.0277796468237549,0.8771656496584743,0.5943277906184494
cg10530883,0.371506448,IRX1,cg08746900,-0.0637684578932689,0.855120538937181,0.4934941566691347
cg09743950,0.374809892,ITGAM,cg05625471,-0.0548328966236872,0.858546797280566,0.5185298576943324
cg06482428,0.3674948,KCNIP4,cg07695835,-0.0152699416573524,0.8509597472208013,0.6293775461973828
cg04849842,0.41752088,KCNK9,cg21415530,-0.0319981279250822,0.9028456802007014,0.5825084288070318
cg09554951,0.35840087,KCNQ1DN,cg05029822,-0.018205653455692,0.841527726112933,0.6211522539452247
cg19053239,0.351838649,KIF5C,cg21742923,-0.0158214806121573,0.834721537041047,0.6278322415478305
cg11934419,0.352808525,LAMA4,cg14289461,-0.015957678542673,0.8357274707687109,0.6274506414931982
cg00630958,0.353327069,LEPR,cg03514351,-0.0345893020316111,0.8362652930252445,0.5752484640126403
cg14754787,0.457519626,LHX1,cg22660578,-0.034922693782389,0.944331486288967,0.5743143653091647
cg09535960,0.356249552,LOXL2,cg24531955,-0.0329368494484471,0.8392964271271549,0.5798783140670786
cg27317046,0.430163463,LTBP2,cg06217862,-0.0157450169592781,0.9159582849506804,0.6280464777994798
cg04946749,0.371292896,MGAT5B,cg23838005,-0.0188343716128701,0.8548990475718826,0.6193907082138101
cg14416371,0.441452448,MIR129-2,cg16407471,-0.0325468925049764,0.9276669680839802,0.5809708974152189
cg26132320,0.432132767,MMP9,cg24406668,-0.010933528865589,0.918000803080445,0.6415273296190473
cg09284275,0.353616862,MYH11,cg06467587,-0.0302564495413785,0.8365658598531079,0.5873882721633625
cg00765705,0.47968575,NCOR2,cg23128949,-0.0389025634886489,0.9673216950818239,0.5631635461183935
cg18081258,0.38581892,NDRG2,cg16409562,-0.0446758853985831,0.8699651152655421,0.546987823419096
cg23290344,0.428850077,NEFM,cg07552803,-0.0383504749769807,0.9145960703223759,0.5647103905191614
cg06355129,0.375533574,NES,cg20285128,-0.0164750637813417,0.8592973840895017,0.6260010288992748
cg06714480,0.388618708,NEUROD1,cg01789478,-0.0192147871010176,0.8728689928535107,0.6183248581637371
cg07084627,0.381904802,NFIL3,cg14290576,-0.0362629968467972,0.8659054794870957,0.5705590973644517
cg22881914,0.446659199,NID2,cg22881914,-0.0252251408325674,0.9330672939425928,0.6014850185007266
cg23906738,0.442994941,NKX2-1,cg04347874,-0.0368404413026244,0.9292668073762046,0.5689412105503395
cg22474464,0.353306383,NKX2-2,cg15404858,-0.0124096290002586,0.8362438379680099,0.637391584752002
cg18396984,0.384061202,NKX2-8,cg03036373,-0.0257619789155956,0.8681420494097811,0.5999809028285095
cg11174855,0.39038493,NKX6-2,cg11068946,-0.0638877598824729,0.8747008788681581,0.4931598957488285
cg14002960,0.391215361,NOL4,cg06722216,-0.01945464814519,0.8755621833559458,0.6176528142698706
cg24909660,0.353340125,NR1H3,cg24909660,-0.0336345542549575,0.8362788344168743,0.5779234811905921
cg12702981,0.398561601,NR1I2,cg02241759,-0.0488717680859997,0.8831815394257051,0.5352317779587439
cg25547580,0.478756942,ONECUT2,cg02250594,-0.0191849971920884,0.9663583561666181,0.6184083236821324
cg18710784,0.413429345,OPCML,cg08327706,-0.0652000553355272,0.89860203147198,0.4894830996720968
cg07974511,0.434403748,OTX1,cg01940425,-0.0247593879698696,0.9203562138574761,0.6027899672409727
cg13023623,0.405482471,OTX2,cg20575761,-0.0152560343271417,0.8903597112309436,0.6294165118259214
cg04436818,0.382877971,PAX2,cg04235519,-0.0149186194483185,0.8669148286408195,0.6303618825500221
cg15133719,0.374252858,PAX3,cg13496838,-0.0474880798274976,0.8579690540556018,0.5391086027609935
cg18372607,0.403639759,PAX6,cg18400845,-0.0278476373004095,0.8884484914964919,0.5941372945550538
cg04415798,0.35875992,PAX9,cg26620157,-0.0437687496331057,0.8419001247545301,0.549529441021906
cg27360326,0.38968852,PCDH8,cg14171414,-0.0431369418880071,0.8739785779685767,0.5512996431764746
cg16294013,0.378901949,PDE4B,cg23045908,-0.0514956816627153,0.8627909874160301,0.5278800835502198
cg00920139,0.359921839,PDLIM2,cg00920139,-0.0150586720757392,0.8431052411930373,0.6299694823859906
cg18877506,0.390784784,PDPN,cg18877506,-0.0229647883502497,0.8751155985073091,0.6078180855853328
cg26299169,0.37949027,PDX1,cg17740399,-0.0220690161882193,0.8634011808186847,0.610327864586192
cg04142864,0.386685485,PHLDB1,cg08473858,-0.0130231249203954,0.8708638971311755,0.6356726887617736
cg18722841,0.368325294,PHOX2A,cg11334771,-0.0175857217294965,0.8518211170507821,0.6228891818096107
cg00396667,0.358034389,PITX1,cg12129103,-0.0290792750448463,0.8411476202040868,0.5906864856566765
cg05835105,0.416482823,PITX2,cg06842954,-0.0312124387841826,0.9017690306624744,0.5847097766392343
cg08097882,0.375598434,POU4F1,cg04404489,-0.0225980683140288,0.8593646554330305,0.6088455636485217
cg06083330,0.412189649,POU4F2,cg06083330,-0.0257586038727188,0.8973162464660103,0.5999903590408124
cg07517893,0.390034535,PPP1R13L,cg00445518,-0.0386436803830767,0.874337456999275,0.5638888861206655
cg02571816,0.355784113,PPP1R14A,cg09515953,-0.032352338950187,0.8388136841906659,0.581515998554828
cg16751493,0.392865398,PPP1R7,cg05228485,-0.0129561327983796,0.8772735648832684,0.635860387630063
cg17302155,0.428515352,PRDM13,cg25273233,-0.0390382448397053,0.9142489010275461,0.5627833934187185
cg13267264,0.392551288,PRDM14,cg27029821,-0.0258471259824648,0.8769477770060587,0.5997423373433657
cg26995244,0.364611586,PRR5,cg12716832,-0.025902208762457,0.8479693420487248,0.5995880061301473
cg14419740,0.396591384,PTPRN2,cg16561057,-0.0463226146256323,0.88113807435273,0.5423740090929381
