Unnamed: 0,dbeta,gene
cg13670057,0.359169702,ABL1
cg10266490,0.403402408,ACOT11
cg10976772,0.3655127,ACOT7
cg18770350,0.375085641,ACTN2
cg09499849,0.383661303,ACVR1
cg13667243,0.358727913,ADAM19
cg26573704,0.408026455,ADAMTS12
cg22784954,0.406545476,ADAMTS16
cg19619405,0.446403635,ADAMTS20
cg11859607,0.385062166,ADCYAP1
cg01556466,-0.362418419,ADCYAP1R1
cg07563400,0.350357633,ADORA2B
cg14669379,0.415591024,ADORA3
cg23750206,0.355067174,AFAP1
cg09651145,0.409494803,AFAP1L1
cg25272143,0.397826235,AHNAK
cg03604011,0.393768616,AHRR
cg11003133,-0.405625796,AIM2
cg26231761,-0.3778983,AJAP1
cg06215569,0.397535705,ALX3
cg08076018,0.461529788,ANGPTL2
cg21291134,-0.409779707,APCS
cg20965743,0.436363475,ASPG
cg02770054,0.378187118,ATP4A
cg24067911,-0.364862705,ATXN1
cg10588135,0.428366087,BCAS3
cg20399616,0.422694011,BCAT1
cg11718030,0.381226283,BDNF
cg26492446,0.364956671,BHLHE23
cg18759209,0.373931982,BMP7
cg09180848,0.383298203,BNC1
cg20624391,0.35382542,BVES
cg00164949,0.350407505,C1QL1
cg14856606,-0.375462304,C4BPA
cg18674980,0.449596431,CA3
cg00350503,-0.359148438,CACNA1A
cg05863502,0.420555562,CACNA1B
cg12496211,-0.405980877,CACNA1C
cg11388802,-0.382487025,CACNA1E
cg00058879,0.372917674,CACNA1I
cg06203976,-0.380759255,CADM3
cg25839439,0.365080126,CAPZB
cg08351336,0.364171347,CARTPT
cg16260298,0.392803802,CAV2
cg03576469,0.484583812,CCDC8
cg13391820,0.392484716,CCND2
cg04574507,-0.361149466,CD1B
cg09149672,-0.364094162,CD1C
cg24432768,-0.361085353,CD1D
cg05799811,-0.39125384,CD247
cg26043257,0.363787123,CD38
cg06571407,0.478103745,CD40
cg15323528,0.356861538,CDH23
cg07198552,0.412855358,CDH4
cg00044665,0.371705895,CDH5
cg25630910,0.355796472,CDK2AP1
cg07469637,0.39234544,CDK6
cg02792792,0.371007524,CDO1
cg00735923,0.453063113,CFTR
cg22348992,-0.39365932,CHRNA4
cg17373442,0.396255218,CHST2
cg24973993,0.396548227,CIT
cg25032595,0.459546713,CLDN10
cg20486569,0.369454322,CLDN5
cg02732252,0.379190565,CLDN6
cg05057720,0.5111927,CLEC14A
cg08337166,-0.373463915,CMKLR1
cg19370054,0.410860502,CNGA3
cg03520644,0.356679775,COL11A1
cg08481075,0.424805679,COL11A2
cg09211763,0.36629603,COL5A2
cg24319381,0.354493681,CPEB1
cg07113642,0.427758635,CPXM1
cg18091615,0.372070338,CREB3L2
cg04306063,0.398597021,CRHBP
cg03544320,0.393826578,CRMP1
cg12034943,0.351844977,CRTC1
cg16596604,0.379361932,CRYM
cg09159022,0.364693078,CSMD1
cg22052659,0.375865314,CSMD3
cg06173663,0.428116723,CUX1
cg09799983,0.351652162,CYP1B1
cg17538572,0.492409398,CYP26A1
cg01114088,0.407534963,CYTL1
cg19678828,0.353977627,CYYR1
cg12290311,0.437089518,DAB2
cg19313373,-0.374184431,DDR2
cg00029246,-0.379746106,DGKI
cg17241776,0.408382765,DLEU7
cg02874376,0.363179789,DLK1
cg17154724,0.480495345,DNM3
cg08862890,0.406195338,DOCK2
cg16783744,0.364772563,DPYS
cg07581623,0.358339673,DPYSL2
cg11814235,0.379666472,DSC3
cg16126280,0.370425233,EBF1
cg26186239,0.375045506,EEF1A2
cg05385513,0.355733877,EFEMP1
cg06998282,0.449691453,ENPP2
cg15540820,0.386713975,EOMES
cg06556244,0.355963067,EPHA1
cg15000071,-0.377329744,EPHB1
cg09106903,0.357151137,ESRRG
cg15564098,0.362788049,EVX1
cg22871253,-0.387038917,EZR
cg03338754,0.36304585,F7
cg06947913,0.409256015,FAIM2
cg17265829,0.398184418,FAT4
cg02374745,0.350576723,FBXO39
cg09293816,0.36445231,FCGRT
cg25259754,-0.377725639,FCRL3
cg26405020,0.369003232,FES
cg20072171,0.416587878,FEZF2
cg07100000,0.393301978,FGF18
cg06169131,0.385280342,FGF8
cg22719314,-0.366671189,FLG
cg19897940,0.367303035,FLI1
cg01537995,0.406090974,FLRT2
cg00489401,0.375009869,FLT4
cg15031661,0.405572536,FMN2
cg24749089,-0.352747442,FMNL2
cg03774514,0.471647257,FOXA2
cg18279094,0.4636172,FOXD3
cg13791254,0.492265018,FOXE1
cg07489048,0.398116529,FOXG1
cg26422161,0.439198021,FOXQ1
cg04037038,0.368369372,FRZB
cg21253043,-0.354227832,GALNT6
cg21739530,0.359282625,GALNT7
cg03502002,0.500378019,GALR1
cg07879739,0.368367797,GALR3
cg14416311,0.353770832,GAS1
cg13476133,0.416435633,GCK
cg05452406,0.385173494,GCM2
cg17152757,0.353777712,GHSR
cg13713922,0.446561633,GLI2
cg09649610,0.453273441,GNG4
cg06970510,0.474407529,GRASP
cg08578734,0.411500024,GRIA1
cg15603568,0.354109649,GRIA4
cg13759674,0.399291729,GRIN1
cg08958294,0.397115204,GRM1
cg00582971,0.409883565,GRM6
cg15925365,0.408231463,GSTA4
cg22694191,0.367754337,HAPLN4
cg17508991,0.42353812,HCK
cg21899596,0.403477089,HOPX
cg09420439,0.376604216,HOXA1
cg14625175,0.385336926,HOXA10
cg07317062,0.410735597,HOXA4
cg26521404,0.40932047,HOXA9
cg07080050,0.385471131,HOXC4
cg10364040,0.392741738,HOXD10
cg11546137,0.365390983,HOXD11
cg09238180,0.397545147,HOXD8
cg22674699,0.418510842,HOXD9
cg08214995,0.366690877,HS3ST2
cg23165899,0.401392729,ID4
cg01305421,0.3523048,IGF1
cg02745847,0.393102537,IGF2BP1
cg03635766,0.403412491,IGFBP4
cg24680586,0.392761351,INA
cg06392169,0.382535272,IRF4
cg10530883,0.371506448,IRX1
cg09743950,0.374809892,ITGAM
cg10119075,0.449392047,ITIH5
cg08680048,0.409270342,ITPKA
cg04574090,0.425523955,KCNE3
cg06482428,0.3674948,KCNIP4
cg04849842,0.41752088,KCNK9
cg09554951,0.35840087,KCNQ1DN
cg19053239,0.351838649,KIF5C
cg05327192,-0.3583199,KLHL35
cg23049458,0.416197772,L1TD1
cg11934419,0.352808525,LAMA4
cg07979401,0.37478879,LEMD2
cg00840332,0.410128386,LEP
cg00630958,0.353327069,LEPR
cg14754787,0.457519626,LHX1
cg14425564,0.410484844,LHX2
cg01549227,-0.39048488,LHX6
cg14575739,-0.36305389,LILRA2
cg04918402,0.359439804,LIMD2
cg02196651,-0.383818323,LNX1
cg10974980,0.492640941,LOXL1
cg09535960,0.356249552,LOXL2
cg25136495,0.38760817,LPAR5
cg27317046,0.430163463,LTBP2
cg01158680,0.407394677,MAGI2
cg00875805,0.37718337,MAML3
cg19811337,0.38984852,MAP3K11
cg26870725,0.424663186,MAST1
cg04946749,0.371292896,MGAT5B
cg11201447,-0.399030089,MIR1204
cg07792478,0.438057774,MIR124-2
cg14416371,0.441452448,MIR129-2
cg01452847,0.362824649,MIR196A1
cg26132320,0.432132767,MMP9
cg13342435,0.362485523,MPPED2
cg10896862,0.465126258,MPZ
cg23710218,0.353046549,MSC
cg05860723,0.380485987,MYF6
cg09284275,0.353616862,MYH11
cg21367256,-0.434292717,MYT1
cg22511877,-0.372645572,MYT1L
cg02534363,0.389871082,NBEAL2
cg00765705,0.47968575,NCOR2
cg18081258,0.38581892,NDRG2
cg23290344,0.428850077,NEFM
cg06355129,0.375533574,NES
cg06714480,0.388618708,NEUROD1
cg07084627,0.381904802,NFIL3
cg22881914,0.446659199,NID2
cg18675097,0.494569865,NKAPL
cg23906738,0.442994941,NKX2-1
cg22474464,0.353306383,NKX2-2
cg18396984,0.384061202,NKX2-8
cg11174855,0.39038493,NKX6-2
cg12280471,-0.391068171,NLRP3
cg14002960,0.391215361,NOL4
cg21514227,0.375533412,NOTCH3
cg12161228,0.38141429,NOX4
cg18952796,0.507407215,NPTX2
cg05158615,0.38817907,NPY
cg24909660,0.353340125,NR1H3
cg12702981,0.398561601,NR1I2
cg06880420,-0.452962267,NR5A2
cg13315970,0.405959579,NT5E
cg05184519,-0.372424179,NTM
cg25547580,0.478756942,ONECUT2
cg18710784,0.413429345,OPCML
cg07974511,0.434403748,OTX1
cg13023623,0.405482471,OTX2
cg12425861,0.360532543,PACS2
cg04436818,0.382877971,PAX2
cg15133719,0.374252858,PAX3
cg13482308,0.384178393,PAX5
cg18372607,0.403639759,PAX6
cg04415798,0.35875992,PAX9
cg26026748,-0.438419758,PBX1
cg26444528,0.421659146,PCDH17
cg27360326,0.38968852,PCDH8
cg16294013,0.378901949,PDE4B
cg15215348,0.429355919,PDE4C
cg00920139,0.359921839,PDLIM2
cg25581330,-0.363809032,PDLIM3
cg18877506,0.390784784,PDPN
cg26299169,0.37949027,PDX1
cg04127342,0.412351833,PENK
cg04142864,0.386685485,PHLDB1
cg18722841,0.368325294,PHOX2A
cg06974428,-0.43151157,PIP4K2A
cg00396667,0.358034389,PITX1
cg05835105,0.416482823,PITX2
cg12636785,-0.376016621,PLD5
cg14945937,-0.353538953,PLEKHF1
cg24182521,0.388993598,PLTP
cg00020799,-0.356510112,PLXNC1
cg10100887,-0.372017886,PMEPA1
cg13799919,0.373736169,POLR1D
cg08097882,0.375598434,POU4F1
cg06083330,0.412189649,POU4F2
cg07699978,-0.353901604,PPM1H
cg07517893,0.390034535,PPP1R13L
cg02571816,0.355784113,PPP1R14A
cg16751493,0.392865398,PPP1R7
cg17302155,0.428515352,PRDM13
cg13267264,0.392551288,PRDM14
cg03082523,-0.382252891,PRDM16
cg03306374,0.477768034,PRKCB
cg24841318,0.350850424,PROCA1
cg18451588,0.355401519,PRR15
cg26995244,0.364611586,PRR5
cg06550984,0.367549611,PTF1A
cg08991965,-0.37107861,PTN
cg14419740,0.396591384,PTPRN2
cg10646402,0.352989059,PTPRO
cg14089503,-0.393681274,RAB11FIP1
cg26029902,0.355678525,RAB22A
cg25305774,-0.351587219,RAD54B
cg04842146,0.375772852,RALYL
cg21646032,-0.377417377,RARB
cg27494647,0.419924337,RARRES2
cg08047457,0.435856759,RASSF1
cg10019467,-0.371359533,RBM47
cg24586039,0.372857146,RBPMS
cg12717594,0.378610225,RECK
cg18642503,0.355360262,RFX1
cg19974227,0.380797316,RGS12
cg17264670,0.421596731,RGS17
cg05374271,0.422406369,RGS2
cg03348397,0.407497963,RGS20
cg24848035,0.435927813,RGS22
cg14156405,0.362942022,RGS7
cg21637392,0.377949549,RNF216
cg04191427,0.432002963,RPTOR
cg15242225,-0.382269859,RUNX1
cg22877509,0.429863227,RUSC1
cg07790615,0.460779741,RYR2
cg01146232,0.414785832,SALL1
cg00800229,0.417014433,SALL2
cg10717463,0.418723111,SALL3
cg13870520,0.362661637,SCARB2
cg25774643,0.38705534,SCT
