Unnamed: 0,dbeta,gene
cg00150882,0.029345425509782787,AADAT
cg22853140,-0.015253638935890627,AANAT
cg13561372,0.014034435839213816,AASS
cg11262262,-0.03544631681451607,AATF
cg03500056,-0.01773099804344021,ABAT
cg14470647,-0.022866816483115542,ABCA1
cg05775779,-0.017533550042580955,ABCA2
cg01550915,-0.016550496047662216,ABCA3
cg18185648,-0.013095526002904862,ABCA4
cg09530790,0.0312738843885237,ABCA5
cg20561863,-0.029963277429043523,ABCA8
cg12270822,-0.010297479887306452,ABCB1
cg04438814,-0.024955229415814285,ABCB4
cg23547073,-0.014590580483103533,ABCB6
cg16702014,-0.018571872201145687,ABCC1
cg02938045,-0.010655559795078364,ABCC11
cg02672229,-0.01701360657577302,ABCC2
cg00081975,-0.014430159269243105,ABCC3
cg13851843,-0.025022030669942373,ABCC8
cg01176028,0.03449169466057548,ABCG1
cg01263075,-0.024177511495296383,ABCG2
cg13460556,-0.022019413667182904,ABHD2
cg24595152,0.02373215298661652,ABHD5
cg18825419,-0.01375422118902424,ABI1
cg24530660,-0.013673961648012078,ABI2
cg00980784,-0.02771453450386148,ABI3
cg02915920,-0.02676990861166407,ABL1
cg03471346,-0.021779857465294834,ABL2
cg01841306,0.028656719633384044,ABR
cg10295552,0.023848643011002594,ACACA
cg15996769,-0.048705555496414664,ACACB
cg01692842,-0.02638313867760316,ACAD8
cg08618068,-0.013724664305313272,ACADS
cg18230771,0.010003335703553468,ACAN
cg04180462,-0.012713390773279517,ACAT1
cg00452199,0.03829675574245038,ACCS
cg23524341,-0.017552293654429833,ACE
cg02607340,-0.03909233534328968,ACHE
cg16502747,0.03752479932235628,ACIN1
cg25687894,0.013190766124774001,ACLY
cg01130192,0.012688425281499618,ACO1
cg10710218,-0.01909912034914998,ACOT11
cg18148314,-0.018497266262843173,ACOT7
cg02701084,-0.017860830489263128,ACOX1
cg27542552,-0.0220904234934755,ACP5
cg12216208,-0.03826416206709267,ACRBP
cg27571769,-0.05685260075524407,ACSL1
cg20707765,-0.010972130212435632,ACSL5
cg04206517,-0.018108780928789182,ACSL6
cg01116137,0.013435363055566958,ACSS1
cg11659501,0.028205289479453704,ACSS3
cg02767613,-0.03158144324553077,ACTA1
cg01741041,0.01824148864048898,ACTB
cg26857837,0.0192039017048693,ACTG1
cg04958055,-0.028713302222391778,ACTN1
cg11215976,-0.045263061099513106,ACTN2
cg17651625,-0.017042398818116738,ACTN4
cg07093324,-0.06452788970176485,ACTR3
cg09499849,-0.03636056463736132,ACVR1
cg01517968,-0.03214149240266534,ACVR1B
cg27420736,-0.012637482874917599,ACVR1C
cg21579828,-0.017754533684104238,ACVR2A
cg09043511,-0.01990078857550147,ACVRL1
cg26288806,0.021597047936865493,ACY3
cg26022073,-0.026294735204949234,ADAM11
cg11668923,-0.029486619569761865,ADAM12
cg24935121,0.03574115007486405,ADAM15
cg25559421,0.031163879158811785,ADAM19
cg26408609,-0.03356664100389465,ADAM22
cg24399540,-0.016396188175949178,ADAM23
cg14976447,-0.012923079718603205,ADAM28
cg08827307,-0.02439460438614886,ADAM32
cg06023791,-0.01438278274845269,ADAM33
cg07807481,-0.012806567757130249,ADAM8
cg05022368,-0.014264011628757723,ADAM9
cg20187011,0.015043696603007532,ADAMTS1
cg18519308,0.020900480488174042,ADAMTS12
cg13413996,0.021360567470686372,ADAMTS13
cg18886109,0.015995218065013323,ADAMTS14
cg10773249,0.01779621078561243,ADAMTS15
cg01085224,-0.04793965570150161,ADAMTS16
cg03983058,0.02234906453425055,ADAMTS18
cg26429655,-0.02158599403374443,ADAMTS2
cg02925039,-0.024138685450325194,ADAMTS20
cg15237494,0.03134913759481703,ADAMTS5
cg09134593,-0.04383192726246022,ADAMTS8
cg21938436,0.03065357149445238,ADAMTS9
cg16559275,-0.013590933164807298,ADAMTSL4
cg22635096,0.013362342207279372,ADARB1
cg06403156,-0.06085255667850852,ADARB2
cg02098923,-0.01081421175926447,ADCY10
cg11023668,0.02119110037447888,ADCY3
cg02842496,-0.04050971166780489,ADCY8
cg11859607,-0.02368396746733094,ADCYAP1
