Unnamed: 0_tissue,dbeta_tissue,gene,Unnamed: 0_liquid,dbeta_liquid,dbeta_tissue_normalized,dbeta_liquid_normalized
cg11003133,-0.405625796,AIM2,cg17217296,0.0445065093850261,0.049096330590184034,0.7968595108433942
cg24067911,-0.364862705,ATXN1,cg00464814,0.0288235691862729,0.09137489824288791,0.7529189692068398
cg04574507,-0.361149466,CD1B,cg12546793,0.0167129046244947,0.0952261868086191,0.7189872476240803
cg24432768,-0.361085353,CD1D,cg13765621,0.0168328010507575,0.09529268338043007,0.719323174041162
cg22348992,-0.39365932,CHRNA4,cg00540593,0.0126880634674809,0.06150769225876945,0.7077104271937924
cg00029246,-0.379746106,DGKI,cg22428147,0.0170335785787161,0.07593816710586937,0.7198857135404615
cg15000071,-0.377329744,EPHB1,cg11217666,0.0150050577237813,0.07844436380941233,0.7142021934889109
cg22871253,-0.387038917,EZR,cg22871253,0.0454380699451948,0.06837422640171908,0.7994695619602326
cg25259754,-0.377725639,FCRL3,cg15602298,0.0613462981386236,0.07803375035664778,0.8440413166464322
cg21367256,-0.434292717,MYT1,cg25457884,0.0306615481400502,0.019363640326503617,0.7580686279903364
cg22511877,-0.372645572,MYT1L,cg18148375,0.0160914459231839,0.08330268239960226,0.7172460414730476
cg05184519,-0.372424179,NTM,cg18009484,0.0787144769058426,0.0835323062749932,0.8927035682778439
cg26026748,-0.438419758,PBX1,cg14031054,0.0463445632041484,0.015083165567511936,0.8020093793849954
cg14945937,-0.353538953,PLEKHF1,cg12103219,0.0263783950978226,0.10311964093216147,0.7460680680058828
cg00020799,-0.356510112,PLXNC1,cg04822495,0.0531893486887893,0.1000380211700968,0.8211871341790268
cg10100887,-0.372017886,PMEPA1,cg01117384,0.0214243607000157,0.08395370430114679,0.7321878292262269
cg07699978,-0.353901604,PPM1H,cg15016701,0.0410624874829115,0.1027435074137828,0.7872100327564279
cg14089503,-0.393681274,RAB11FIP1,cg07313709,0.0345529086643644,0.061484922060252134,0.7689714617048375
cg15242225,-0.382269859,RUNX1,cg22698744,0.0294806216424475,0.0733205868554116,0.7547599021213347
cg25025181,-0.406147342,SMYD3,cg25025181,0.0164247950409181,0.04855539472629189,0.7181800207270445
cg15602548,-0.359504189,SPTBN1,cg23486701,0.035610210013118,0.09693263137024322,0.7719338140028452
cg17578639,-0.412789961,TBL1XR1,cg17578639,0.017900829658848,0.0416658186442761,0.7223155820289552
cg08754088,-0.380036266,UNC5D,cg04402007,0.0292211980477473,0.07563721963380182,0.754033047773874
cg21959598,-0.409162019,VOPP1,cg23654401,0.0494394946547933,0.045428639066483145,0.81068077406902
