Unnamed: 0_tissue,dbeta_tissue,gene,Unnamed: 0_liquid,dbeta_liquid,dbeta_tissue_normalized,dbeta_liquid_normalized
cg01556466,-0.362418419,ADCYAP1R1,cg02846790,-0.0415206973074915,0.09391005709562456,0.4172363794023488
cg11003133,-0.405625796,AIM2,cg24659501,-0.0287541388587699,0.049096330590184034,0.4625858853198923
cg26231761,-0.3778983,AJAP1,cg02482718,-0.101112576426605,0.0778546702233604,0.20555346692405374
cg21291134,-0.409779707,APCS,cg05919685,-0.0285784847119277,0.04478798686726049,0.46320984586522307
cg24067911,-0.364862705,ATXN1,cg26018357,-0.1234183433273074,0.09137489824288791,0.12631868237959082
cg14856606,-0.375462304,C4BPA,cg22332276,-0.0234153854118617,0.08038123087323157,0.4815502626033498
cg00350503,-0.359148438,CACNA1A,cg20099906,-0.0901517399387495,0.09730160836271456,0.2444886679152813
cg12496211,-0.405980877,CACNA1C,cg07267600,-0.0721236087603642,0.04872804850675,0.30852838894427187
cg11388802,-0.382487025,CACNA1E,cg14528916,-0.0357374959365379,0.07309534713002208,0.4377795293709035
cg04574507,-0.361149466,CD1B,cg02478603,-0.0454346824761406,0.0952261868086191,0.4033330792858947
cg09149672,-0.364094162,CD1C,cg27534912,-0.0219931653489161,0.09217201387917545,0.4866022879725721
cg24432768,-0.361085353,CD1D,cg05046020,-0.0705407890192639,0.09529268338043007,0.3141508982136059
cg05799811,-0.39125384,CD247,cg21108412,-0.0626311614563902,0.06400260239493216,0.34224756211945484
cg22348992,-0.39365932,CHRNA4,cg01510380,-0.0674560337554916,0.06150769225876945,0.3251085989636169
cg08337166,-0.373463915,CMKLR1,cg26329192,-0.0470100775051521,0.08245391531546192,0.3977369441585159
cg19313373,-0.374184431,DDR2,cg21140079,-0.0367108082420396,0.08170661221102227,0.43432211895483414
cg00029246,-0.379746106,DGKI,cg04890230,-0.1252897207338342,0.07593816710586937,0.11967115547466034
cg15000071,-0.377329744,EPHB1,cg20109001,-0.0911331915257479,0.07844436380941233,0.241002345056138
cg22871253,-0.387038917,EZR,cg01627594,-0.0381579455983008,0.06837422640171908,0.4291815821089125
cg25259754,-0.377725639,FCRL3,cg24881910,-0.0298002180274888,0.07803375035664778,0.45886999167145276
cg24749089,-0.352747442,FMNL2,cg26204803,-0.0623940001113586,0.10394057846512134,0.34309000919421834
cg05327192,-0.3583199,KLHL35,cg02343736,-0.0597705156465321,0.09816094947317733,0.3524091788623873
cg01549227,-0.39048488,LHX6,cg00115194,-0.0346761543880871,0.06480015053430721,0.44154963820840487
cg14575739,-0.36305389,LILRA2,cg14575739,-0.0007006678677654,0.0932509607659367,0.5622377260116637
cg02196651,-0.383818323,LNX1,cg14748746,-0.0987597378001631,0.0717145545753331,0.21391124554085367
cg11201447,-0.399030089,MIR1204,cg26900458,-0.0450761178955392,0.05593725059345156,0.40460677623680885
cg21367256,-0.434292717,MYT1,cg12828073,-0.064738066398732,0.019363640326503617,0.3347633917743922
cg22511877,-0.372645572,MYT1L,cg00158539,-0.0796361328202269,0.08330268239960226,0.28184232036307594
cg12280471,-0.391068171,NLRP3,cg14413862,-0.0258505633308528,0.06419517413532128,0.4728999974679862
cg06880420,-0.452962267,NR5A2,cg04857472,-0.059349979413271,0.0,0.35390301218288767
cg05184519,-0.372424179,NTM,cg07773597,-0.148004170062472,0.0835323062749932,0.038984644824176407
cg26026748,-0.438419758,PBX1,cg24489237,-0.130376765582978,0.015083165567511936,0.10160090017322815
cg25581330,-0.363809032,PDLIM3,cg17264240,-0.0364556880826991,0.09246774434757438,0.43522835952249905
cg12636785,-0.376016621,PLD5,cg23840812,-0.0319816319030009,0.07980630565999042,0.4511211498944385
cg14945937,-0.353538953,PLEKHF1,cg02227904,-0.0229059385515357,0.10311964093216147,0.4833599252073965
cg00020799,-0.356510112,PLXNC1,cg06595153,-0.0345085896540432,0.1000380211700968,0.44214486345478726
cg10100887,-0.372017886,PMEPA1,cg19613624,-0.1177896040311575,0.08395370430114679,0.14631315050851873
cg07699978,-0.353901604,PPM1H,cg09828381,-0.0760657710740494,0.1027435074137828,0.2945249976708558
cg08991965,-0.37107861,PTN,cg26979473,-0.0654881097350356,0.08492790039217835,0.3320990797865737
cg14089503,-0.393681274,RAB11FIP1,cg17339440,-0.0543216140502884,0.061484922060252134,0.37176482558389745
cg25305774,-0.351587219,RAD54B,cg25305774,-0.0219164949266694,0.10514393585030402,0.48687463746921544
cg21646032,-0.377417377,RARB,cg20981919,-0.0455786166702668,0.07835347281885652,0.40282179469698365
cg10019467,-0.371359533,RBM47,cg22056336,-0.0680048784630486,0.08463653333022758,0.3231589869038639
cg00936935,-0.38737773,SGMS1,cg06371346,-0.0367764052246275,0.06802281712458369,0.43408910464937417
cg13590228,-0.369181029,SIAH2,cg07532067,-0.034163979961426,0.08689602902808047,0.4433689897028562
cg25025181,-0.406147342,SMYD3,cg04944491,-0.0572688965256166,0.04855539472629189,0.3612954571481972
cg15602548,-0.359504189,SPTBN1,cg15706621,-0.09462096500067,0.09693263137024322,0.22861303869175376
cg17578639,-0.412789961,TBL1XR1,cg10747185,-0.0655520150707369,0.0416658186442761,0.33187207456733714
cg18282388,-0.371558062,TMEM45B,cg04351131,-0.0426616871012651,0.0844306234850315,0.4131833432131185
cg08754088,-0.380036266,UNC5D,cg02355183,-0.0540905677317945,0.07563721963380182,0.3725855507957743
cg21959598,-0.409162019,VOPP1,cg16248926,-0.0267124371051218,0.045428639066483145,0.46983844019839166
