Unnamed: 0,dbeta,gene
cg22286978,0.007463083090874073,A1BG
cg03817621,-0.023514456034077477,A1CF
cg03623568,-0.09896476579860589,A2BP1
cg01723761,-0.1273257011977335,A2LD1
cg00146928,-0.04593312495823724,A2M
cg23546356,-0.09951738621304106,A2ML1
cg18877862,0.08395160713100913,A4GALT
cg23669440,-0.04611059497033132,A4GNT
cg19194095,-0.05706180868143638,AAA1
cg10765909,0.060560152678810986,AAAS
cg20460709,-0.06009174498264944,AACS
cg15296538,-0.04821774916257998,AACSL
cg10110884,-0.03838463503986708,AADAC
cg25159668,-0.005711415466412839,AADACL2
cg04291383,-0.024107768550942908,AADACL3
cg06751920,-0.014294313892966039,AADACL4
cg07678449,-0.03548925511294707,AADAT
cg07462279,-0.024684385502146456,AAGAB
cg04694389,-0.030338554644831414,AAK1
cg07092894,0.01327915567256081,AAMP
cg16081441,-0.03863353263966746,AANAT
cg10246473,-0.022269451463031456,AARS
cg22760420,-0.04452592384161104,AARS2
cg16143763,0.03627699334635624,AARSD1
cg04573661,0.04225584856098007,AASDH
cg14546955,-0.012399622018495472,AASDHPPT
cg00600521,-0.033717381422392737,AASS
cg02975268,-0.032572148387096315,AATF
cg15665342,-0.10134706676506251,AATK
cg03441945,-0.04052849968475654,ABAT
cg13571501,-0.04843991980831153,ABCA1
cg14019757,-0.014738454865170373,ABCA10
cg16937333,-0.0003264422759704831,ABCA11P
cg11970703,-0.045435555169227225,ABCA12
cg02497785,-0.10891515155707383,ABCA13
cg02882733,0.02239660021519618,ABCA17P
cg14343544,-0.08615438733265518,ABCA2
cg06780216,-0.04666521149502338,ABCA3
cg25196715,-0.038015827038602505,ABCA4
cg01369276,-0.05025657407315643,ABCA5
cg22081096,-0.04365011785842448,ABCA6
cg12082025,-0.056947437997175616,ABCA7
cg17334372,-0.033116702383421334,ABCA8
cg19464780,0.01050332733979097,ABCA9
cg04099454,-0.02906629753597467,ABCB1
cg15632839,-0.007848507895943034,ABCB10
cg18912768,-0.051538570380425044,ABCB11
cg23859292,-0.044278310865871716,ABCB4
cg23626475,-0.05090869600617736,ABCB5
cg19964303,-0.017873154286316598,ABCB6
cg21964637,-0.023525440660573865,ABCB8
cg27656398,0.05228617754165099,ABCB9
cg04730825,-0.05260603964131811,ABCC1
cg23781719,-0.03733155433932594,ABCC10
cg09228051,-0.050299338185117906,ABCC11
cg08447910,-0.07091811264851558,ABCC12
cg12162424,-0.028539266363416534,ABCC13
cg25290633,-0.0662311988241253,ABCC2
cg01054938,-0.05644326792137074,ABCC3
cg24603573,-0.040783458554207556,ABCC4
cg09230938,-0.05082012483356202,ABCC5
cg10024478,-0.02556430728803234,ABCC6
cg06289735,-0.008829591895539259,ABCC6P1
cg04674590,0.021145052269671057,ABCC8
cg25747468,-0.06268321326439123,ABCC9
cg25116882,-0.039060073407186716,ABCD2
cg17906523,-0.019911858300913843,ABCD3
cg10504545,0.026366485020048524,ABCD4
cg26690672,-0.0365984731716424,ABCE1
cg18015044,-0.07409904358989731,ABCF1
cg13080927,-0.028636088521058107,ABCF2
cg24632865,-0.0334076612117834,ABCF3
cg00177237,-0.0714090438130829,ABCG1
cg25295218,0.015382444069621515,ABCG2
cg25223263,0.039170316177987836,ABCG4
cg15009328,-0.04389468581589705,ABCG5
