Unnamed: 0_tissue,dbeta_tissue,gene,Unnamed: 0_liquid,dbeta_liquid,dbeta_tissue_normalized,dbeta_liquid_normalized
cg13670057,0.359169702,ABL1,cg14483856,-0.0618992683913651,0.8423251414935664,0.34484740051887
cg10266490,0.403402408,ACOT11,cg01517571,-0.0670506737708822,0.8882023163398793,0.32654852305080273
cg10976772,0.3655127,ACOT7,cg08679807,-0.0963335888363527,0.8489039573656005,0.22252943792473606
cg18770350,0.375085641,ACTN2,cg18412431,-0.0574641033810641,0.8588327979852641,0.3606020412615415
cg09499849,0.383661303,ACVR1,cg13287763,-0.0619346549228614,0.867727283097635,0.34472170010196135
cg13667243,0.358727913,ADAM19,cg25090569,-0.0677611122567565,0.8418669278089193,0.3240248958376728
cg26573704,0.408026455,ADAMTS12,cg07043044,-0.1589789257225544,0.8929982746227971,0.0
cg22784954,0.406545476,ADAMTS16,cg06758605,-0.033655995000379,0.8914622362776252,0.4451734593325966
cg19619405,0.446403635,ADAMTS20,cg01345315,-0.0389641341329576,0.932802228669118,0.42631783054501826
cg07563400,0.350357633,ADORA2B,cg23353570,-0.1070350750002588,0.8331854603203013,0.18451550393729044
cg14669379,0.415591024,ADORA3,cg26233373,-0.0617746590108062,0.9008440766555734,0.3452900392976556
cg23750206,0.355067174,AFAP1,cg06651522,-0.0786523116340463,0.8380700910707437,0.28533706053786195
cg09651145,0.409494803,AFAP1L1,cg23520478,-0.0453122502523038,0.894521212376848,0.4037679843452093
cg25272143,0.397826235,AHNAK,cg14171514,-0.0789684975964114,0.8824188342328998,0.2842139013694052
cg03604011,0.393768616,AHRR,cg07599136,-0.0715554991228104,0.8782103624219569,0.3105464340950885
cg06215569,0.397535705,ALX3,cg16127759,-0.0274696221487053,0.8821175030050952,0.46714875936133693
cg08076018,0.461529788,ANGPTL2,cg08076018,-0.0193394972951428,0.9484907367593325,0.4960286761092934
cg20965743,0.436363475,ASPG,cg05321225,-0.0757880237660412,0.922388798936717,0.29551161463882664
cg02770054,0.378187118,ATP4A,cg22579691,-0.0710566732138814,0.8620495806666315,0.31231836884161096
cg10588135,0.428366087,BCAS3,cg21144890,-0.0665930329708126,0.9140940867029729,0.32817415961168367
cg20399616,0.422694011,BCAT1,cg15845673,-0.069517622896268,0.9082111361461253,0.31778539989515187
cg11718030,0.381226283,BDNF,cg11806762,-0.0441910173979536,0.8652017347331675,0.4077508397222111
cg18759209,0.373931982,BMP7,cg14845020,-0.0909948439055699,0.8576362486342923,0.24149378495712154
cg09180848,0.383298203,BNC1,cg08633249,-0.0316597117166463,0.8673506838864835,0.45226467823488387
cg20624391,0.35382542,BVES,cg14869949,-0.0374238916184995,0.8367821715531336,0.43178909653298414
cg00164949,0.350407505,C1QL1,cg25541078,-0.0326219242698352,0.8332371864449462,0.44884669647808983
cg18674980,0.449596431,CA3,cg12264626,-0.0206069914259212,0.9361137253779246,0.4915262698566559
cg05863502,0.420555562,CACNA1B,cg13960084,-0.085880643447026,0.9059931845997531,0.25966050270566754
cg00058879,0.372917674,CACNA1I,cg07367519,-0.0676661737512798,0.8565842310284959,0.3243621374155978
cg25839439,0.365080126,CAPZB,cg11962640,-0.0778426651908262,0.8484553012731613,0.2882130953216611
cg08351336,0.364171347,CARTPT,cg14999396,-0.0371757141136093,0.8475127359894625,0.43267067532901016
cg03576469,0.484583812,CCDC8,cg03576469,-0.0533567272651421,0.9724018556033638,0.37519230677614723
cg26043257,0.363787123,CD38,cg27473538,-0.0476113497680614,0.847114227437258,0.39560109837404833
cg06571407,0.478103745,CD40,cg01149415,-0.009869933562814,0.9656808748255922,0.5296665620157182
cg07198552,0.412855358,CDH4,cg10754505,-0.0873186072663474,0.8980067049740148,0.2545525521961033
cg00044665,0.371705895,CDH5,cg05598477,-0.0159215454283172,0.855327400911476,0.5081699614081523
cg25630910,0.355796472,CDK2AP1,cg14017077,-0.0344978715400489,0.8388265026694613,0.44218293645433226
cg07469637,0.39234544,CDK6,cg06688763,-0.0815822446473263,0.8767342760575125,0.27492932104742374
cg02792792,0.371007524,CDO1,cg02792792,-0.0285577646793742,0.8546030661064882,0.4632834477872031
cg00735923,0.453063113,CFTR,cg22533025,-0.0553497375334432,0.9397092905294341,0.3681127143143984
cg17373442,0.396255218,CHST2,cg17024542,-0.0852436341561735,0.880789410484881,0.2619232939442835
cg24973993,0.396548227,CIT,cg14997376,-0.0390001888581963,0.8810933128761239,0.4261897565631276
cg20486569,0.369454322,CLDN5,cg09446908,-0.0596005706520093,0.8529921196786201,0.35301285929558507
cg02732252,0.379190565,CLDN6,cg17865114,-0.0176836023896479,0.8630903334857787,0.5019107637617485
cg05057720,0.5111927,CLEC14A,cg22902799,-0.024298536322628,1.0,0.47841312446116785
cg19370054,0.410860502,CNGA3,cg05564412,-0.0879970405134484,0.8959376848804845,0.25214261433558727
cg03520644,0.356679775,COL11A1,cg16968885,-0.0263939091617831,0.8397426448148972,0.47096991857679427
cg08481075,0.424805679,COL11A2,cg10143146,-0.0996523311743957,0.910401311037378,0.21074056577862105
cg09211763,0.36629603,COL5A2,cg07466651,-0.0359008613307625,0.8497164097480607,0.4371992210644896
cg24319381,0.354493681,CPEB1,cg07624612,-0.0690150109755829,0.8374752769385463,0.3195707833532615
cg18091615,0.372070338,CREB3L2,cg05222850,-0.0773661473055654,0.8557053930522353,0.28990578726712535
cg04306063,0.398597021,CRHBP,cg26196496,-0.028832404168762,0.883218276258696,0.4623078704458852
