ID,gene,dbeta,feature
cg00336946,A2LD1,-0.258079,TSS1500
cg00134295,A2M,-0.192465,TSS1500
cg23669440,A4GNT,-0.187824,TSS1500
cg05399607,AAA1,-0.369026,TSS1500
cg05224385,AAAS,-0.020181,TSS1500
cg21473545,AACSL,-0.042044,TSS200
cg13001012,AADAC,-0.036157,TSS1500
cg25159668,AADACL2,-0.018234,TSS1500
cg06751920,AADACL4,0.115539,TSS1500
cg18673409,AANAT,-0.140266,TSS1500
cg05523882,AARS,-0.06969,TSS1500
cg00910127,AARS2,-0.186228,TSS1500
cg12283482,AASDH,-0.066241,TSS1500
cg09142578,AATK,0.311005,TSS1500
cg14019050,ABCA1,0.102527,TSS1500
cg16937333,ABCA11P,0.000865,TSS1500
cg18313106,ABCB10,-0.009085,TSS200
cg04388863,ABCC11,-0.151011,TSS1500
cg00826767,ABCC2,-0.165654,TSS1500
cg06289735,ABCC6P1,-0.07661,TSS1500
cg25747468,ABCC9,-0.105041,TSS1500
cg02148324,ABCF2,-0.160034,TSS1500
cg13491563,ABCF3,-0.091402,TSS1500
cg01255747,ABHD13,0.008328,TSS1500
cg06813554,ABHD4,-0.164436,TSS1500
cg07704718,ABHD6,-0.048913,TSS1500
cg24530660,ABI2,0.113387,TSS1500
cg18433086,ABL2,0.083631,TSS1500
cg24267699,ABO,0.25463,TSS1500
cg07897701,ABP1,0.117354,TSS1500
cg07005767,ABRA,0.077712,TSS200
cg18353563,ABTB1,0.132312,TSS1500
cg02022322,ACACB,-0.203273,TSS1500
cg20003976,ACADM,-0.017784,TSS1500
cg21721566,ACADS,0.119082,TSS1500
cg21636577,ACADVL,-0.102345,TSS1500
cg26111327,ACAP2,-0.293258,TSS1500
cg14603098,ACCN1,0.381269,TSS1500
cg01106572,ACCN3,0.320537,TSS1500
cg05385306,ACCN5,0.06017,TSS1500
cg18265608,ACCS,0.340117,TSS1500
cg02131967,ACE,0.410417,TSS1500
cg02208432,ACER3,0.292587,TSS1500
cg02499308,ACMSD,-0.297832,TSS1500
cg20642712,ACN9,-0.187613,TSS1500
cg10266490,ACOT11,0.387128,TSS200
cg21233517,ACOT4,0.019207,TSS200
cg08101264,ACOT8,0.052992,TSS1500
cg16587010,ACOX2,0.329228,TSS1500
cg05739167,ACOXL,-0.210184,TSS1500
cg02874942,ACP5,0.286956,TSS1500
cg09264377,ACP6,-0.052723,TSS1500
cg03774468,ACPL2,0.331391,TSS1500
cg19541865,ACPP,-0.215211,TSS1500
cg26034629,ACR,-0.140167,TSS1500
cg05521982,ACSF3,-0.111989,TSS1500
cg07870237,ACSL6,0.311789,TSS1500
cg06478823,ACSM3,-0.025716,TSS1500
cg21343895,ACSM4,-0.176447,TSS1500
cg06686156,ACSM5,0.196638,TSS1500
cg03321508,ACSS1,-0.079102,TSS200
cg04490349,ACTB,0.05459,TSS1500
cg25198545,ACTL6A,0.008532,TSS200
cg22482658,ACTL7A,-0.030796,TSS200
cg19863405,ACTL7B,-0.031728,TSS1500
cg06698844,ACTR1B,-0.071087,TSS1500
cg07998951,ACTR3B,-0.167485,TSS1500
cg21577356,ACTR3C,0.250855,TSS1500
cg15211996,ACTRT2,-0.373592,TSS1500
cg14425722,ACVR2A,0.255759,TSS1500
cg12193731,ACVRL1,0.30873,TSS1500
cg18509826,ACY1,0.008951,TSS200
cg01903327,ACYP1,-0.226531,TSS1500
cg02155558,ADAL,0.181193,TSS1500
cg08898775,ADAM10,-0.047534,TSS1500
cg25558103,ADAM11,0.361127,TSS1500
cg05276226,ADAM18,-0.037985,TSS200
cg11186850,ADAM2,-0.027675,TSS200
cg03512208,ADAM21,-0.001533,TSS1500
cg19992629,ADAM21P1,-0.01778,TSS1500
cg24399540,ADAM23,0.135119,TSS1500
cg10327428,ADAM5P,0.311352,TSS200
cg08383526,ADAM7,-0.042498,TSS1500
cg01759110,ADAMDEC1,-0.01938,TSS200
cg15621322,ADAMTS1,0.169632,TSS1500
cg26573704,ADAMTS12,0.530484,TSS200
cg19813025,ADAMTS16,0.128867,TSS1500
cg13701109,ADAMTS19,0.120098,TSS1500
cg02800810,ADAMTS5,0.163403,TSS1500
cg13110574,ADARB1,-0.203452,TSS1500
cg24676071,ADCY1,0.396796,TSS1500
cg23179456,ADCY4,0.593492,TSS200
cg07557260,ADCY8,0.22312,TSS200
cg05659187,ADD2,0.266578,TSS200
cg23949936,ADH1A,-0.015908,TSS1500
cg05641529,ADH1B,0.038998,TSS1500
cg15785860,ADH1C,-0.151066,TSS1500
cg12011299,ADH4,-0.049571,TSS200
cg16642695,ADHFE1,-0.310763,TSS1500
cg02235049,ADIPOQ,0.227357,TSS1500
cg17218466,ADIPOR1,0.113596,TSS1500
cg02181247,ADM,-0.063957,TSS1500
cg10140309,ADNP,0.080422,TSS1500
cg05458220,ADNP2,-0.133343,TSS1500
cg26001125,ADORA2A,-0.039415,TSS1500
cg06970461,ADRA2B,0.131216,TSS200
cg11187796,ADRA2C,0.153794,TSS1500
cg24687276,AEN,-0.239937,TSS1500
cg09651145,AFAP1L1,0.458358,TSS1500
cg06346505,AFAP1L2,0.313173,TSS200
cg10778295,AFP,-0.024295,TSS1500
cg14790686,AFTPH,0.008276,TSS1500
cg18442758,AGAP7,-0.000502,TSS1500
cg05914981,AGER,0.162486,TSS200
cg06118116,AGFG1,-0.333305,TSS1500
cg02137183,AGK,0.246265,TSS1500
cg25758167,AGL,-0.104122,TSS1500
cg11039314,AGR3,-0.11666,TSS200
cg05710753,AGTR1,0.186472,TSS1500
cg09745307,AGXT2,-0.186676,TSS1500
cg18042806,AGXT2L2,0.102542,TSS200
cg09513758,AHCYL1,-0.126574,TSS1500
cg13676215,AHR,-0.209849,TSS1500
cg17151621,AHSG,-0.133509,TSS1500
cg14387505,AHSP,-0.307944,TSS1500
cg21440587,AIF1,0.085794,TSS1500
cg07195224,AIM2,-0.339102,TSS1500
cg21052656,AIP,-0.271259,TSS1500
cg18689454,AIRE,0.238187,TSS200
cg14288486,AK3,0.009759,TSS1500
cg23013958,AK3L1,-0.190445,TSS1500
cg11630242,AKAP10,0.120492,TSS1500
cg26288249,AKAP2,0.276821,TSS200
cg13640414,AKAP8L,-0.106836,TSS1500
cg03487115,AKAP9,0.004839,TSS1500
cg03130816,AKIRIN1,0.092249,TSS1500
cg05295584,AKNAD1,-0.200876,TSS200
cg24332710,AKR1A1,0.112094,TSS1500
cg10158681,AKR1C2,0.087739,TSS1500
cg17594860,AKR7A3,0.216075,TSS200
cg12798157,AKR7L,0.21286,TSS200
cg13121732,AKT1,-0.339975,TSS1500
cg08711674,AKT1S1,0.048413,TSS1500
cg02965178,AKTIP,0.097853,TSS1500
cg00930873,ALDH1A2,0.266412,TSS200
cg00467553,ALDH1B1,-0.220541,TSS1500
cg07330230,ALDH1L1,0.467413,TSS1500
cg10286983,ALDH5A1,0.22746,TSS1500
cg18670373,ALDH7A1,-0.053988,TSS200
cg08343943,ALDH9A1,-0.0098,TSS1500
cg13344757,ALDOC,0.041341,TSS1500
cg07904879,ALG1,-0.037872,TSS1500
cg14795047,ALG10B,-0.044647,TSS200
cg07148139,ALG11,-0.006013,TSS1500
cg15492003,ALG2,0.00208,TSS200
cg09043750,ALG5,0.015758,TSS1500
cg02623413,ALG6,0.017915,TSS1500
cg19787033,ALG8,-0.00653,TSS1500
cg14528835,ALG9,-0.186018,TSS1500
cg20385229,ALKBH1,-0.275584,TSS1500
cg14908875,ALKBH3,-0.200475,TSS1500
cg19442920,ALKBH7,-0.244717,TSS1500
cg14882481,ALKBH8,0.021755,TSS1500
cg08552812,ALMS1,-0.113154,TSS1500
cg03762994,ALOX12,0.392625,TSS200
cg10227358,ALOX15,0.336294,TSS200
cg26926665,ALOX15B,0.154733,TSS200
cg02269083,ALPK2,0.135201,TSS1500
cg11052143,ALS2CR11,0.159176,TSS200
cg10221596,ALS2CR12,0.047929,TSS200
cg23523215,ALS2CR4,0.343967,TSS1500
cg06834261,ALS2CR8,0.017272,TSS1500
cg17364949,AMAC1L3,0.019884,TSS1500
cg13523386,AMBN,0.054256,TSS200
cg25229172,AMDHD1,0.321897,TSS1500
cg20910352,AMHR2,-0.039947,TSS200
cg08135379,AMIGO2,0.383166,TSS1500
cg08198187,AMN1,-0.111767,TSS1500
cg25371036,AMOTL1,0.202177,TSS1500
cg15740508,AMPD1,0.115626,TSS1500
cg00177290,AMPD2,-0.160858,TSS1500
cg07329251,AMPD3,-0.110446,TSS200
cg17536071,AMTN,-0.098762,TSS1500
cg26910488,AMZ2,-0.014426,TSS1500
cg13918811,ANAPC4,0.104379,TSS1500
cg15417488,ANAPC5,-0.156804,TSS1500
cg12090942,ANGEL1,-0.116036,TSS1500
cg14610958,ANGEL2,-0.224784,TSS1500
cg18031596,ANGPT1,0.353249,TSS200
cg08076018,ANGPTL2,0.426442,TSS200
cg14904662,ANK1,0.456734,TSS1500
cg21215929,ANKH,0.405704,TSS1500
cg16158779,ANKK1,0.259129,TSS200
cg22468803,ANKRD12,-0.017976,TSS1500
cg09570807,ANKRD17,-0.221885,TSS1500
cg20163243,ANKRD19,0.004719,TSS1500
cg02950892,ANKRD2,0.185425,TSS1500
cg23363202,ANKRD20B,-0.000388,TSS200
cg01561719,ANKRD22,-0.042999,TSS200
cg08856118,ANKRD26,-0.086843,TSS1500
cg26646567,ANKRD26P1,-0.150162,TSS1500
cg06644844,ANKRD30A,0.025017,TSS1500
cg25574724,ANKRD31,0.005742,TSS1500
cg22498057,ANKRD32,-0.03088,TSS200
cg25316339,ANKRD34B,0.134809,TSS200
cg11731892,ANKRD36B,-0.009582,TSS1500
cg20091689,ANKRD39,0.166607,TSS1500
cg06204730,ANKRD40,0.061523,TSS1500
cg04278110,ANKRD44,0.141414,TSS1500
cg25641145,ANKRD46,-0.273996,TSS1500
cg01508548,ANKRD54,-0.072347,TSS1500
cg05633605,ANKRD55,-0.130657,TSS1500
cg10057126,ANKRD56,-0.226655,TSS1500
cg09752011,ANKS4B,0.041758,TSS200
cg25028542,ANLN,-0.082177,TSS1500
cg19598514,ANO9,0.12581,TSS200
cg15711744,ANP32D,-0.083809,TSS1500
cg01008834,ANP32E,0.016228,TSS1500
cg07104958,ANUBL1,0.0555,TSS1500
cg20118643,ANXA2,0.529047,TSS1500
cg19317715,AOC2,0.174234,TSS200
cg09040752,AOC3,0.143733,TSS200
cg27568321,AP1AR,-0.029302,TSS200
cg10407113,AP1G1,-0.035082,TSS1500
cg00042882,AP1S1,-0.25203,TSS1500
cg08421983,AP2M1,-0.301495,TSS1500
cg23131950,AP2S1,-0.158244,TSS1500
cg24814117,AP3B1,0.194241,TSS1500
