Probe_ID,import_level_in_forest,gene
cg25136495,0.06559930391158637,LPAR5
cg17538572,0.05492930523444168,CYP26A1
cg10266490,0.030162067526231007,ACOT11
cg00058879,0.019455006566906987,CACNA1I
cg23248887,0.01890702681125544,SSTR1
cg07790615,0.015379993972557793,RYR2
cg07563400,0.011715971865034853,ADORA2B
cg10119075,0.011511088684009614,ITIH5
cg03502002,0.010682925355961888,GALR1
cg17152757,0.008858512167863724,GHSR
cg07792478,0.008132459183026384,MIR124-2
cg27267227,0.008012586081167752,SEZ6L2
cg22052659,0.006731524164000275,CSMD3
cg08214995,0.006708626758052975,HS3ST2
cg14669379,0.006641301392045687,ADORA3
cg14502484,0.006148559566665233,SLC6A3
cg18674980,0.0056931465009337386,CA3
cg06132069,0.005348646230859451,SLC12A5
cg14777768,0.0051109093837909516,SLC2A2
cg20399616,0.00506951109101582,BCAT1
cg08958294,0.004770418928692169,GRM1
cg05158615,0.004713467925875182,NPY
cg13759674,0.0042773727048586035,GRIN1
cg04574090,0.0041591486321230905,KCNE3
cg00582971,0.0038247393239287594,GRM6
cg05863502,0.0037910645075904113,CACNA1B
cg04306063,0.0037302916604040515,CRHBP
cg13096208,0.0036684582066102605,ST8SIA3
cg00735923,0.0035304852404555963,CFTR
cg17373442,0.003344140128878404,CHST2
cg01452847,0.0028660620837807774,MIR196A1
cg19256314,0.002705655893665616,SSH1
cg26043257,0.0024496867862762134,CD38
cg10976772,0.002435065840079255,ACOT7
cg02770054,0.002287995929356899,ATP4A
cg07676859,0.002238996696868534,SSTR4
cg13545212,0.001840855461583077,SLC13A5
cg15603568,0.0015535885655836158,GRIA4
cg06482428,0.0014510708402443054,KCNIP4
cg06998282,0.0012592716087053678,ENPP2
cg04849842,0.001235938098007064,KCNK9
cg12717594,0.0011458802714310846,RECK
cg14416371,0.0010449152800129703,MIR129-2
cg02571816,0.0010421076032987309,PPP1R14A
cg17437939,0.001005946192975801,TAC1
cg10646402,0.0009278582149244608,PTPRO
cg08578734,0.0009037842756318405,GRIA1
cg19370054,0.0006281395906281959,CNGA3
cg15918732,0.0006193580913584764,SERPING1
cg09799983,0.0005720974089670782,CYP1B1
cg07879739,0.0005176619862921013,GALR3
cg13315970,0.00027246792610298134,NT5E
cg05306745,0.00016560439595938705,TIMP2
