Probe_ID,import_level_in_forest,gene
cg25136495,0.07316048478777928,LPAR5
cg10266490,0.048267274819472766,ACOT11
cg23248887,0.031069467990787816,SSTR1
cg00058879,0.027361092468710244,CACNA1I
cg05863502,0.02009886860707441,CACNA1B
cg14502484,0.01695702667372541,SLC6A3
cg08958294,0.013506978261010398,GRM1
cg13096208,0.013174553233442233,ST8SIA3
cg17538572,0.012783694685808596,CYP26A1
cg00735923,0.01074412352623459,CFTR
cg17152757,0.008328445858687318,GHSR
cg01452847,0.00743165018100288,MIR196A1
cg27267227,0.007307294762027104,SEZ6L2
cg17437939,0.006264868588259686,TAC1
cg13315970,0.005942640997023926,NT5E
cg08578734,0.005941763485476631,GRIA1
cg07792478,0.005526128194295018,MIR124-2
cg22052659,0.0052933361186463255,CSMD3
cg04306063,0.005196296096980619,CRHBP
cg17373442,0.004289978337254999,CHST2
cg26043257,0.003964421855220512,CD38
cg13759674,0.0036373553084291747,GRIN1
cg07563400,0.0035873091477686843,ADORA2B
cg14669379,0.0035529020053179745,ADORA3
cg10119075,0.0033307958746512456,ITIH5
cg08214995,0.0031704041879478716,HS3ST2
cg07790615,0.003092042345118162,RYR2
cg13545212,0.003018077111271522,SLC13A5
cg06482428,0.002959554814837984,KCNIP4
cg10976772,0.002771576458247274,ACOT7
cg02571816,0.00270323022889715,PPP1R14A
cg06132069,0.0026301888165046684,SLC12A5
cg15603568,0.0024089834091654155,GRIA4
cg04574090,0.002356521194814453,KCNE3
cg14416371,0.0021247697379932436,MIR129-2
cg05306745,0.0021097023672536496,TIMP2
cg19370054,0.002073459108646333,CNGA3
cg06998282,0.0016400658945935954,ENPP2
cg14777768,0.0016042338020844616,SLC2A2
cg05158615,0.0015409646055749766,NPY
cg00582971,0.001496643918825244,GRM6
cg03502002,0.0014696325462137721,GALR1
cg19256314,0.0013288052109937682,SSH1
cg07676859,0.0012785766907924695,SSTR4
cg02770054,0.0008848001344101915,ATP4A
cg09799983,0.000883065059721211,CYP1B1
cg18674980,0.0007621147673949464,CA3
cg10646402,0.0007041720121589608,PTPRO
cg15918732,0.0005755129621884368,SERPING1
cg04849842,0.0004749905167785642,KCNK9
cg07879739,0.0002534935469514908,GALR3
cg12717594,0.00024431704595949356,RECK
cg20399616,0.00019078242229367628,BCAT1
