ID,gene,dbeta,feature,cluster
cg04290171,CD46,-0.2010984385480465,TSS1500,3
cg07157107,CHRNA6,-0.2421896406553417,TSS200,3
cg23631930,CMTM5,0.1720746507735138,TSS200,2
cg12440062,CRISP2,0.2002731331713274,TSS200,2
cg01136458,CSMD1,-0.1835245667046571,TSS1500,3
cg05724197,CX3CL1,0.198135817887161,TSS1500,2
cg20051772,DGKA,-0.1866693921356606,TSS1500,4
cg13816423,FOXP4,-0.2061858284308476,TSS1500,4
cg19772011,GLP1R,-0.1740302103342552,TSS1500,3
cg04225088,HIPK3,0.1500014426601371,TSS1500,4
cg00727675,HOXA3,-0.1825668813223287,TSS1500,4
cg11775521,KCNE3,0.2635759437848026,TSS200,3
cg07925549,KRT75,-0.1705784699413682,TSS1500,3
cg04927004,MIR124-3,0.1778444400772161,TSS1500,1
cg10734581,MIR134,-0.2666299029471462,TSS1500,1
cg02577745,MIR493,-0.163425925092316,TSS1500,1
cg08317412,PANX3,-0.169833010513583,TSS1500,3
cg07211259,PDCD1LG2,0.1528460566518718,TSS200,3
cg12871376,PGC,-0.1529300610941193,TSS1500,2
cg22746058,PTF1A,0.1899837383577875,TSS1500,4
cg26106778,RING1,0.1862639818698969,TSS1500,4
cg05884032,SALL3,0.1518573785209497,TSS200,4
cg16536739,SFRP5,-0.1529468562242675,TSS1500,2
cg04433322,SLC4A1,-0.2116381831226315,TSS1500,3
cg06314202,SSTR5,-0.2088307146552692,TSS1500,3
cg14153654,TNFRSF9,-0.1959032329229746,TSS200,3
