Unnamed: 0,dbeta,gene
cg14974722,0.0131823342021358,AATF
cg10187674,0.0116379035142537,ABCA5
cg10523679,0.0256805751461998,ACADM
cg03719155,0.015167215664807,ACP5
cg20707765,0.0106652972804701,ACSL5
cg22848598,0.0186002193306778,ADAM32
cg16888658,0.0168482306581665,ADCY3
cg19245381,0.0155021647181911,ADORA2B
cg24332710,0.0113128919906944,AKR1A1
cg23392390,0.0124224743540666,ALDH3A1
cg17865108,0.0100074663928814,ALKBH5
cg05215272,0.0204726213137013,ALOX12
cg25407077,0.010817705442905,ALPK2
cg25021247,0.0112602003386408,AMT
cg22468803,0.0144657252757963,ANKRD12
cg08856118,0.0188427332110768,ANKRD26
cg07636176,0.0179693421614914,APOB
cg23919433,0.0112376505959361,ARHGDIA
cg13717023,0.0218862128556243,ARL15
cg15235893,0.0125922087186187,ARL4C
cg27252164,0.0176065289415758,ASCL2
cg04728402,0.0117293645741506,ASRGL1
cg05051152,0.0111176865177527,ATAD2
cg02246992,0.0124830094747225,ATAD5
cg15093003,0.0112194557321459,ATE1
cg00335712,0.0108516669718627,ATOH1
cg00911981,0.012536992503148,ATR
cg04517722,0.0194922965700116,B3GNT3
cg05779272,0.0177284749172924,B4GALT1
cg19114050,0.0116735624354569,BCL2L10
cg05386606,0.0139457136583073,BCL7B
cg15738138,0.0119303533502691,BECN1
cg23987322,0.0139752743275117,BHMT
cg22494142,0.0129697682294242,BMF
cg24436906,0.0107626089205387,BOK
cg12096447,0.0152662267342536,BRF1
cg19281794,0.0142892583740754,BTLA
cg18384926,0.0108262581749032,C15orf48
cg20003983,0.0179089349140855,C20orf85
cg17480760,0.0116209303804053,CA3
cg09432234,0.0103893304212196,CACNB3
cg06826845,0.0101431418928264,CACYBP
cg05907686,0.0164177950949334,CAGE1
cg25943588,0.0115947712189227,CALCA
cg12478290,0.0102653114260975,CALM2
cg07831432,0.0169527050023915,CANX
cg02661426,0.0113899954184828,CAPZA1
cg13012653,0.0214235497230826,CAST
cg22353329,0.0111683486375614,CBX4
cg24764861,0.0163579737615211,CCDC154
cg00080118,0.0185259118942048,CCHCR1
cg09323434,0.0107494744410088,CCNJ
cg07701033,0.012565905705577,CCNT1
cg03928384,0.011787960231981,CCR2
cg24568646,0.0101809057392245,CCT8
cg00350296,0.013963893060861,CD248
cg07930752,0.0113572216090617,CD28
cg02487233,0.0200867580339966,CD47
cg21167563,0.0115797156292794,CD58
cg10341991,0.0117177829093292,CDC25A
cg04455180,0.0102070663618064,CDC42BPA
cg04910183,0.0225687310215017,CDC73
cg27170383,0.018218266633996,CDCA8
cg10502957,0.0195059852525894,CDK2AP1
cg07565236,0.0136695683277707,CDT1
cg05882878,0.0124686819967671,CEBPZ
cg10519437,0.0211485468867624,CFL2
cg25142954,0.0119658744485928,CHAC1
cg10421979,0.0110108659869447,CHAD
cg18541581,0.0100134269493916,CHD8
cg24218077,0.0129340399863578,CHEK1
cg02590572,0.0168345908278144,CHI3L2
cg25869317,0.0216743000024344,CHSY1
cg09822824,0.0145057783368497,CKAP5
cg02295216,0.0186843953577713,CKLF
cg20643029,0.0143964238612706,CLDN14
cg07218081,0.0120404905831523,CLEC3B
cg11059944,0.0242670210241896,CLEC9A
cg18887033,0.0116317901891016,CMPK2
cg14128973,0.0164963068007483,CNN1
cg26227186,0.0130750056326934,CNN3
cg00271311,0.0125987032342355,CNTF
cg12448161,0.0113311917945634,COL7A1
cg23847109,0.0118385390927866,COL9A2
cg15266508,0.0117306310811543,COL9A3
cg21908344,0.0107758119166856,COPS3
cg24756528,0.0183677893719978,CORO7
cg11338389,0.0110203362870491,COX8A
cg22344162,0.0169621893950458,CREG1
cg12440062,0.0287386157227891,CRISP2
cg24223942,0.0100987254406187,CRLF3
cg23207054,0.0143361913339504,CSF3
cg23271099,0.0255526366140795,CUL9
cg14810343,0.0133511474745767,CXXC5
cg03826976,0.0107726226146524,CYB5R2
cg06341839,0.0104330223283379,CYB5R3
cg19249708,0.0101419100290663,CYGB
cg00213123,0.0198149946086709,CYP1A1
cg16964748,0.0139780895645803,DCC
cg24631920,0.0116507534306639,DDX10
cg26976187,0.0108230445359817,DDX41
cg04084597,0.0167526973922445,DGAT2
cg16686175,0.0146568888815865,DHX40
cg21805118,0.0157871500740078,DIABLO
cg18427905,0.0166332839396684,DIS3L2
cg08274637,0.0226565876679687,DLEU7
cg24892948,0.0101833300219372,DMKN
cg27570978,0.0135435517851034,DNA2
cg06939115,0.0190714103522965,DNAJA2
cg25707994,0.0293862715946182,DNAJB6
cg19797049,0.0197581261842538,DNAJC2
cg26570218,0.0168443179117562,DNAJC27
cg12603531,0.0123088182419559,DNLZ
cg19935065,0.0286933372012096,DNTT
cg03890691,0.0115456916308456,DOC2A
cg11577151,0.0107456738286896,DPH1
cg10670310,0.0127779964475756,DTX1
cg12323347,0.0230237245691394,DUSP5
cg17638730,0.0176226607695176,E2F5
cg13379236,0.0268437943940909,EGF
cg14240963,0.0125028889625174,EIF3D
cg20385110,0.0140586314718094,EIF3M
cg25878131,0.0109538205915418,ELF1
cg23201841,0.0141798948432069,ELK4
cg21851142,0.0103214893136881,ENPP1
cg08377314,0.017428413182065,EPN1
cg10796679,0.0100736420717353,ERP29
cg11426075,0.032810167593123,ERRFI1
cg27020965,0.0103343046299378,ESCO2
cg27021512,0.0133722058637735,ESD
cg25976786,0.0121968158906656,ESPL1
cg01519765,0.0159489155391336,ETV5
cg05211836,0.0100832790188392,F2RL3
cg16267850,0.0252498682426479,FAAH
cg27663476,0.0124911587744049,FAH
cg06668555,0.0119401201650736,FAM135B
cg07267782,0.0137916085871176,FAM83B
cg12068816,0.0127257677082367,FAM83F
cg16691477,0.0114296425760697,FAU
cg01748082,0.0114547554498468,FCN2
cg11403831,0.0175945539031358,FER
cg25563256,0.0148692704456546,FGF11
cg04611395,0.0127875563659986,FKBP4
cg10168687,0.0114400903317585,FOSB
cg13234062,0.0105610653042319,FOSL1
cg09861917,0.011501381601925,FOXA2
