selection_model,train_model,features,fpr,tpr,threshold
SVM,XGBoost,2,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.015873015873015872, 0.015873015873015872, 0.06349206349206349, 0.06349206349206349, 0.14285714285714285, 1.0]","[0.0, 0.7912772585669782, 0.9003115264797508, 0.9190031152647975, 0.9252336448598131, 0.9345794392523364, 0.9376947040498442, 0.9470404984423676, 0.9595015576323987, 0.9657320872274143, 0.9781931464174455, 0.9813084112149533, 0.9844236760124611, 0.9968847352024922, 0.9968847352024922, 1.0, 1.0, 1.0]","[       inf 0.9681408  0.9671559  0.96547925 0.96223557 0.9288564
 0.9244521  0.9217939  0.92163336 0.9025351  0.8895041  0.8266427
 0.7982822  0.6016432  0.42556185 0.38497853 0.15762784 0.11759289]"
SVM,RandomForest,2,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.06349206349206349, 0.1111111111111111, 1.0]","[0.0, 0.9781931464174455, 0.9906542056074766, 0.9937694704049844, 1.0, 1.0, 1.0, 1.0]",[inf 1.  0.9 0.8 0.7 0.5 0.1 0. ]
SVM,SVM,2,"[0.0, 0.0, 0.0, 0.015873015873015872, 0.015873015873015872, 0.06349206349206349, 0.06349206349206349, 1.0]","[0.0, 0.003115264797507788, 0.9283489096573209, 0.9283489096573209, 0.9937694704049844, 0.9937694704049844, 1.0, 1.0]","[       inf 0.9999927  0.99169597 0.99020413 0.5154365  0.41005273
 0.21362409 0.01719095]"
SVM,DecisionTree,2,"[0.0, 0.0, 0.015873015873015872, 1.0]","[0.0, 0.9968847352024922, 1.0, 1.0]",[inf 1.  0.5 0. ]
SVM,XGBoost,3,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.015873015873015872, 0.015873015873015872, 0.031746031746031744, 0.047619047619047616, 0.06349206349206349, 0.09523809523809523, 0.14285714285714285, 0.2222222222222222, 1.0]","[0.0, 0.9190031152647975, 0.9252336448598131, 0.9345794392523364, 0.9376947040498442, 0.9470404984423676, 0.9595015576323987, 0.9657320872274143, 0.9781931464174455, 0.9844236760124611, 0.9906542056074766, 0.9937694704049844, 0.9968847352024922, 0.9968847352024922, 1.0, 1.0, 1.0, 1.0, 1.0]","[       inf 0.9211237  0.91408306 0.8847067  0.8779797  0.87334085
 0.8715099  0.8543399  0.83502305 0.7966278  0.7939496  0.79025936
 0.7014002  0.6266715  0.58633834 0.50653124 0.36725318 0.35702616
 0.29246157]"
SVM,RandomForest,3,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06349206349206349, 0.09523809523809523, 0.1111111111111111, 0.15873015873015872, 0.3492063492063492, 1.0]","[0.0, 0.9065420560747663, 0.9532710280373832, 0.9688473520249221, 0.9813084112149533, 0.9844236760124611, 0.9906542056074766, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",[ inf 1.   0.98 0.96 0.9  0.88 0.86 0.7  0.3  0.22 0.06 0.04 0.02 0.  ]
SVM,SVM,3,"[0.0, 0.0, 0.0, 0.015873015873015872, 0.015873015873015872, 0.14285714285714285, 0.14285714285714285, 1.0]","[0.0, 0.003115264797507788, 0.9626168224299065, 0.9626168224299065, 0.9968847352024922, 0.9968847352024922, 1.0, 1.0]","[       inf 0.9999869  0.98119109 0.9797971  0.63062258 0.05370861
 0.05014086 0.00930199]"
SVM,DecisionTree,3,"[0.0, 0.0, 0.031746031746031744, 0.07936507936507936, 1.0]","[0.0, 0.9813084112149533, 0.9937694704049844, 1.0, 1.0]",[       inf 1.         0.66666667 0.4        0.        ]
SVM,XGBoost,4,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.015873015873015872, 0.015873015873015872, 0.031746031746031744, 0.031746031746031744, 0.047619047619047616, 0.047619047619047616, 0.1111111111111111, 0.14285714285714285, 0.19047619047619047, 0.2857142857142857, 0.3492063492063492, 0.36507936507936506, 1.0]","[0.0, 0.514018691588785, 0.6230529595015576, 0.6292834890965732, 0.6355140186915887, 0.6542056074766355, 0.7445482866043613, 0.7725856697819314, 0.7757009345794392, 0.7881619937694704, 0.8037383177570093, 0.8161993769470405, 0.8286604361370716, 0.8348909657320872, 0.8473520249221184, 0.8504672897196262, 0.8566978193146417, 0.8598130841121495, 0.8691588785046729, 0.8909657320872274, 0.897196261682243, 0.9003115264797508, 0.9065420560747663, 0.9096573208722741, 0.9158878504672897, 0.9314641744548287, 0.940809968847352, 0.9470404984423676, 0.9501557632398754, 0.9595015576323987, 0.9875389408099688, 0.9875389408099688, 0.9937694704049844, 0.9937694704049844, 0.9968847352024922, 0.9968847352024922, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[       inf 0.9690336  0.96815276 0.96789247 0.9662868  0.9660913
 0.96576405 0.9653427  0.9653306  0.9648085  0.96474963 0.963812
 0.9635069  0.9624748  0.9624037  0.9617508  0.9612821  0.9610139
 0.9608073  0.9526755  0.9519413  0.9461537  0.9424155  0.9420822
 0.94164705 0.9217444  0.9187703  0.91708213 0.91485375 0.9148074
 0.8110921  0.77234226 0.76072043 0.6762129  0.67033005 0.5621845
 0.45330596 0.21519881 0.20861247 0.17062178 0.14745107 0.14520884
 0.13109204 0.11950911]"
SVM,RandomForest,4,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.031746031746031744, 0.047619047619047616, 0.07936507936507936, 0.09523809523809523, 0.14285714285714285, 1.0]","[0.0, 0.9750778816199377, 0.9875389408099688, 0.9968847352024922, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",[inf 1.  0.9 0.8 0.6 0.5 0.4 0.3 0.2 0.1 0. ]
