estimator_name,gene_0,gene_1,gene_2,fpr,tpr,threshold
LogisticRegression,FNDC1,MIR1178,SALL1,"[0.0, 0.0, 0.0, 0.047619047619047616, 0.047619047619047616, 0.09523809523809523, 0.09523809523809523, 0.14285714285714285, 0.14285714285714285, 0.19047619047619047, 0.19047619047619047, 1.0, 1.0]","[0.0, 0.011904761904761904, 0.6428571428571429, 0.6428571428571429, 0.8452380952380952, 0.8452380952380952, 0.9404761904761905, 0.9404761904761905, 0.9642857142857143, 0.9642857142857143, 0.9880952380952381, 0.9880952380952381, 1.0]","[       inf 0.99972083 0.9861508  0.98584517 0.95203554 0.95114822
 0.78667258 0.72995449 0.67257388 0.67232324 0.35408685 0.01031814
 0.00428657]"
LogisticRegression,SERPINB5,MIR1178,SALL1,"[0.0, 0.0, 0.0, 0.047619047619047616, 0.047619047619047616, 0.09523809523809523, 0.09523809523809523, 0.14285714285714285, 0.14285714285714285, 0.3333333333333333, 0.3333333333333333, 1.0]","[0.0, 0.011904761904761904, 0.6309523809523809, 0.6309523809523809, 0.7380952380952381, 0.7380952380952381, 0.9285714285714286, 0.9285714285714286, 0.9880952380952381, 0.9880952380952381, 1.0, 1.0]","[       inf 0.99958098 0.96988047 0.96937407 0.95532358 0.95515699
 0.81479269 0.80316807 0.53583335 0.2373758  0.21974523 0.00303422]"
LogisticRegression,FNDC1,KLF6,PIK3R5,"[0.0, 0.0, 0.0, 0.047619047619047616, 0.047619047619047616, 0.09523809523809523, 0.09523809523809523, 0.3333333333333333, 0.3333333333333333, 1.0]","[0.0, 0.011904761904761904, 0.8095238095238095, 0.8095238095238095, 0.9047619047619048, 0.9047619047619048, 0.9880952380952381, 0.9880952380952381, 1.0, 1.0]","[       inf 0.9999899  0.94379855 0.94354843 0.903501   0.88809326
 0.57785006 0.29687279 0.26298628 0.14746814]"
LogisticRegression,FNDC1,PRDM2,PIK3R5,"[0.0, 0.0, 0.0, 0.047619047619047616, 0.047619047619047616, 0.09523809523809523, 0.09523809523809523, 0.14285714285714285, 0.14285714285714285, 0.19047619047619047, 0.19047619047619047, 0.42857142857142855, 0.42857142857142855, 0.6666666666666666, 0.6666666666666666, 1.0, 1.0]","[0.0, 0.011904761904761904, 0.5595238095238095, 0.5595238095238095, 0.8571428571428571, 0.8571428571428571, 0.9285714285714286, 0.9285714285714286, 0.9404761904761905, 0.9404761904761905, 0.9523809523809523, 0.9523809523809523, 0.9642857142857143, 0.9642857142857143, 0.9761904761904762, 0.9761904761904762, 1.0]","[       inf 0.99997031 0.98896048 0.98786984 0.79408994 0.78712925
 0.48573413 0.46678999 0.45480344 0.44279027 0.40227145 0.34567663
 0.34473908 0.31445908 0.30751665 0.26866418 0.24279155]"
LogisticRegression,DLX5,MIR1178,SERPINB5,"[0.0, 0.0, 0.0, 0.047619047619047616, 0.047619047619047616, 0.09523809523809523, 0.09523809523809523, 0.14285714285714285, 0.14285714285714285, 0.19047619047619047, 0.19047619047619047, 1.0]","[0.0, 0.011904761904761904, 0.8452380952380952, 0.8452380952380952, 0.8571428571428571, 0.8571428571428571, 0.9761904761904762, 0.9761904761904762, 0.9880952380952381, 0.9880952380952381, 1.0, 1.0]","[           inf 9.99976588e-01 9.46548263e-01 9.38662896e-01
 9.36237785e-01 9.35245107e-01 7.67113185e-01 7.65952792e-01
 7.63458240e-01 3.68219687e-01 3.12213183e-01 4.39296842e-04]"
LogisticRegression,SALL1,MIR1178,SERPINB5,"[0.0, 0.0, 0.0, 0.047619047619047616, 0.047619047619047616, 0.09523809523809523, 0.09523809523809523, 0.14285714285714285, 0.14285714285714285, 0.3333333333333333, 0.3333333333333333, 1.0]","[0.0, 0.011904761904761904, 0.6309523809523809, 0.6309523809523809, 0.7380952380952381, 0.7380952380952381, 0.9285714285714286, 0.9285714285714286, 0.9880952380952381, 0.9880952380952381, 1.0, 1.0]","[       inf 0.99958098 0.96988047 0.96937407 0.95532358 0.95515699
 0.81479269 0.80316807 0.53583335 0.2373758  0.21974523 0.00303422]"
LogisticRegression,IMMP2L,KLF6,SERPINB5,"[0.0, 0.0, 0.0, 0.047619047619047616, 0.047619047619047616, 0.09523809523809523, 0.09523809523809523, 0.14285714285714285, 0.14285714285714285, 0.38095238095238093, 0.38095238095238093, 0.47619047619047616, 0.47619047619047616, 0.6190476190476191, 0.6190476190476191, 1.0, 1.0]","[0.0, 0.011904761904761904, 0.7738095238095238, 0.7738095238095238, 0.8095238095238095, 0.8095238095238095, 0.9166666666666666, 0.9166666666666666, 0.9285714285714286, 0.9285714285714286, 0.9404761904761905, 0.9404761904761905, 0.9523809523809523, 0.9523809523809523, 0.9642857142857143, 0.9642857142857143, 1.0]","[       inf 1.         0.96523247 0.96227432 0.94379746 0.92479759
 0.68113223 0.63299241 0.61234594 0.4151014  0.37390335 0.33931191
 0.3370648  0.31361106 0.27721747 0.20202519 0.11420652]"
LogisticRegression,IMMP2L,SALL1,SERPINB5,"[0.0, 0.0, 0.0, 0.047619047619047616, 0.047619047619047616, 0.09523809523809523, 0.09523809523809523, 0.19047619047619047, 0.19047619047619047, 0.2857142857142857, 0.2857142857142857, 1.0]","[0.0, 0.011904761904761904, 0.7738095238095238, 0.7738095238095238, 0.8333333333333334, 0.8333333333333334, 0.9523809523809523, 0.9523809523809523, 0.9642857142857143, 0.9642857142857143, 1.0, 1.0]","[       inf 0.9999937  0.93743695 0.9356604  0.85339758 0.84962017
 0.66807009 0.52180569 0.52111253 0.45764215 0.39424831 0.06415883]"
LogisticRegression,KLF6,MIR196A1,SERPINB5,"[0.0, 0.0, 0.0, 0.047619047619047616, 0.047619047619047616, 0.09523809523809523, 0.09523809523809523, 0.14285714285714285, 0.14285714285714285, 0.3333333333333333, 0.3333333333333333, 1.0]","[0.0, 0.011904761904761904, 0.8571428571428571, 0.8571428571428571, 0.9047619047619048, 0.9047619047619048, 0.9523809523809523, 0.9523809523809523, 0.9880952380952381, 0.9880952380952381, 1.0, 1.0]","[       inf 0.99998945 0.88210076 0.86166543 0.8076259  0.73144767
 0.65188786 0.62605005 0.48645124 0.32660829 0.31072158 0.08674604]"
LogisticRegression,ZNF529,MIR196A1,SERPINB5,"[0.0, 0.0, 0.0, 0.047619047619047616, 0.047619047619047616, 0.09523809523809523, 0.09523809523809523, 0.14285714285714285, 0.14285714285714285, 1.0]","[0.0, 0.011904761904761904, 0.6785714285714286, 0.6785714285714286, 0.9166666666666666, 0.9166666666666666, 0.9761904761904762, 0.9761904761904762, 1.0, 1.0]","[       inf 0.99994378 0.95623423 0.95562558 0.79074388 0.78713228
 0.52523559 0.42826932 0.38503465 0.04231806]"
